month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2012-03	9.39	-57.81	
2012-04	9.96	-36.19	
2012-05	10.71	-2.42	
2012-06	11.1	18.93	
2012-07	10.04	5.68	
2012-08	8.83	-35.6	
2012-09	9.08	-47.54	
2012-10	9.58	-28.47	
2012-11	8.49	-58.48	
2012-12	8.7	-55.14	
2013-01	9.53	-22.37	
2013-02	11.17	26.31	
2013-03	10.62	38.52	
2013-04	9.64	12.05	
2013-05	10.02	25.53	
2013-06	9.02	5.15	
2013-07	8.41	-51.55	
2013-08	8.74	-57.59	
2013-09	9.3	-29.37	
2013-10	8.92	-43.6	
2013-11	8.75	-53.61	
2013-12	9.1	-33.44	
2014-01	8.63	-71.85	
2014-02	8.34	-84.21	
2014-03	7.63	-93.24	
2014-04	8.14	-77.55	
2014-05	8.02	-79.02	
2014-06	7.65	-93.3	
2014-07	7.8	-82.73	
2014-08	8.59	-20.24	
2014-09	8.82	10.88	
2014-10	9.28	41.57	
2014-11	12.59	62.57	
2014-12	22.97	90.6	
2015-01	23.73	92.41	
2015-02	22.26	84.34	
2015-03	24.37	83.85	
2015-04	30.45	96.6	
2015-05	29.55	88.66	
2015-06	28.18	80.99	
2015-07	21.61	35.13	
2015-08	17.12	-0.68	
2015-09	14.38	-31.16	
2015-10	17.49	-23.48	
2015-11	20.36	-11.52	
2015-12	20.27	-12.54	
2016-01	15.39	-48.3	
2016-02	14.81	-65.3	
2016-03	15.94	-60.52	
2016-04	17.5	-32.32	
2016-05	16.63	-48.34	
2016-06	18.07	-10.31	
2016-07	20.17	28.87	
2016-08	19.9	48.84	
2016-09	18.94	39.64	
2016-10	19.03	26.45	
2016-11	20.57	60.47	
2016-12	18.37	14.21	
2017-01	18.19	-12.25	
2017-02	18.36	-18.2	
2017-03	17.57	-45.03	
2017-04	17.02	-67.66	
2017-05	16.81	-73.26	
2017-06	17.66	-58.24	
2017-07	18.85	-14.37	
2017-08	20.3	30.47	
2017-09	22.45	61.82	
2017-10	21.03	57.41	
2017-11	19.66	45.41	
2017-12	18.47	20.92	
2018-01	19.92	27.56	
2018-02	17.83	5	
2018-03	17.32	-41.96	
2018-04	17.82	-48.76	
2018-05	18.14	-39.98	
2018-06	15.8	-74.11	
2018-07	14.92	-84.34	
2018-08	15.2	-84.24	
2018-09	15	-84.21	
2018-10	15.15	-82.09	
2018-11	17.15	-24.31	
2018-12	16.82	-11.16	
2019-01	18.12	18.26	
2019-02	21.12	52.26	
2019-03	22.68	62.88	
2019-04	21.97	66.92	
2019-05	18.55	46.03	
2019-06	20.43	53.1	
2019-07	21.16	70.46	
2019-08	19.45	29.99	
2019-09	19.82	17.23	
2019-10	18.09	-21.97	
2019-11	17.33	-46.73	
2019-12	18.76	-35.55	
2020-01	19.98	8.26	
2020-02	18.88	-22.23	
2020-03	18.3	-24.76	
2020-04	17.85	-62.5	
2020-05	17.72	-68.25	
2020-06	18.32	-53.88	
2020-07	21.92	32.18	
2020-08	21.15	61.14	
2020-09	20.82	68.95	
2020-10	21.03	77.06	
2020-11	19.13	24.36	
2020-12	18.4	-15.1	
2021-01	18.54	-32.81	
2021-02	17.31	-59.17	
2021-03	17.02	-69.88	
2021-04	16.63	-75.47	
2021-05	16.33	-81.75	
2021-06	16.11	-88.56	
2021-07	15.34	-97.12	
2021-08	15.41	-86.97	
2021-09	17.94	-30.36	
2021-10	16.31	-40.68	
2021-11	15.78	-67.7	
2021-12	17.11	-11.72	
2022-01	17.46	25.37	
2022-02	16.88	21.32	
2022-03	15.03	-32.8	
2022-04	14.28	-63.02	
2022-05	13.1	-85.67	
2022-06	14.12	-72.15	
2022-07	13.5	-84.44	
2022-08	13.04	-90.53	
2022-09	12.69	-92.9	
2022-10	12.18	-94.47	
2022-11	12.71	-79.14	
2022-12	12.98	-60.79	
2023-01	12.44	-77.68	
2023-02	12.7	-67.01	
2023-03	12.56	-70.57	
2023-04	13.9	-0.38	
2023-05	14.14	28.93	
2023-06	13.71	32.01	
2023-07	14.79	58.72	
2023-08	16.99	82.34	
2023-09	16.37	78.66	
2023-10	15.74	66.91	
2023-11	15.81	68.22	
2023-12	14.09	11.86	
2024-01	13.76	-18.79	
2024-02	14.12	-22.96	
2024-03	14.34	-15.69	
2024-04	13.68	-42.77	
2024-05	13.83	-47.63	
2024-06	12.94	-75.99	
2024-07	12.57	-84.2	
2024-08	12.68	-82.14	
2024-09	13.42	-67.81	
2024-10	17.29	12.95	
2024-11	18.63	56.25	
2024-12	18.15	76.42	
2025-01	16.76	69.3	
2025-02	17.32	74.64	
