month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2018-04	1.39	0.11	
2018-05	1.47	0.18	
2018-06	1.35	0.07	
2018-07	1.28	0.02	
2018-08	1.28	0.02	
2018-09	1.26	-0.01	
2018-10	1.12	-0.12	
2018-11	1.09	-0.15	
2018-12	1.08	-0.16	
2019-01	1.05	-0.18	
2019-02	1.11	-0.14	
2019-03	1.21	-0.06	
2019-04	1.27	-0.02	
2019-05	1.15	-0.11	
2019-06	1.17	-0.09	
2019-07	1.16	-0.1	
2019-08	1.07	-0.17	
2019-09	1.14	-0.12	
2019-10	1.17	-0.09	
2019-11	1.21	-0.05	
2019-12	1.24	-0.03	
2020-01	1.32	0.03	
2020-02	1.38	0.08	
2020-03	1.28	0	
2020-04	1.18	-0.08	
2020-05	1.13	-0.12	
2020-06	1.08	-0.16	
2020-07	1.18	-0.08	
2020-08	1.18	-0.08	
2020-09	1.12	-0.12	
2020-10	1.09	-0.15	
2020-11	1.2	-0.07	
2020-12	1.19	-0.08	
2021-01	1.19	-0.08	
2021-02	1.22	-0.05	
2021-03	1.35	0.05	
2021-04	1.33	0.03	
2021-05	1.31	0.02	
2021-06	1.53	0.19	
2021-07	1.84	0.43	
2021-08	2.19	0.68	
2021-09	2.64	1.03	
2021-10	2.22	0.69	
2021-11	2.18	0.66	
2021-12	2.54	0.92	
2022-01	2.28	0.71	
2022-02	2.22	0.66	
2022-03	1.92	0.43	
2022-04	1.96	0.45	
2022-05	1.91	0.4	
2022-06	2.06	0.5	
2022-07	2.16	0.57	
2022-08	1.94	0.4	
2022-09	1.85	0.33	
2022-10	1.68	0.2	
2022-11	1.67	0.18	
2022-12	1.79	0.26	
2023-01	1.77	0.25	
2023-02	1.88	0.31	
2023-03	2.11	0.47	
2023-04	2.12	0.47	
2023-05	1.96	0.35	
2023-06	1.76	0.21	
2023-07	1.8	0.24	
2023-08	1.76	0.21	
2023-09	1.68	0.16	
2023-10	1.59	0.1	
2023-11	1.49	0.03	
2023-12	1.36	-0.06	
2024-01	1.35	-0.06	
2024-02	1.41	-0.02	
2024-03	1.48	0.03	
2024-04	1.48	0.02	
2024-05	1.7	0.17	
2024-06	1.76	0.21	
2024-07	1.66	0.13	
2024-08	1.56	0.06	
2024-09	1.47	-0.01	
2024-10	1.81	0.22	
2024-11	1.84	0.23	
2024-12	1.82	0.21	
2025-01	1.65	0.09	
2025-02	1.64	0.09	
