month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2016-09	2.73	0.6	
2016-10	2.64	0.53	
2016-11	2.55	0.47	
2016-12	2.39	0.36	
2017-01	2.38	0.34	
2017-02	2.44	0.36	
2017-03	2.36	0.3	
2017-04	2.39	0.31	
2017-05	2.45	0.33	
2017-06	2.43	0.31	
2017-07	2.48	0.33	
2017-08	2.6	0.38	
2017-09	2.49	0.32	
2017-10	2.45	0.29	
2017-11	2.31	0.21	
2017-12	2.21	0.15	
2018-01	2.33	0.21	
2018-02	2.26	0.16	
2018-03	2.29	0.17	
2018-04	2.24	0.14	
2018-05	2.28	0.16	
2018-06	2.13	0.08	
2018-07	2.16	0.1	
2018-08	2.3	0.16	
2018-09	2.2	0.11	
2018-10	2.05	0.03	
2018-11	2.03	0.02	
2018-12	2.02	0.02	
2019-01	2.04	0.03	
2019-02	2.11	0.06	
2019-03	2.18	0.1	
2019-04	2.31	0.16	
2019-05	2.04	0.03	
2019-06	2.04	0.03	
2019-07	1.98	0.01	
2019-08	2	0.02	
2019-09	2.05	0.04	
2019-10	1.99	0.01	
2019-11	1.96	0	
2019-12	2	0.02	
2020-01	2.21	0.12	
2020-02	2.33	0.18	
2020-03	2.42	0.22	
2020-04	2.25	0.13	
2020-05	2.4	0.2	
2020-06	2.47	0.23	
2020-07	2.63	0.3	
2020-08	3	0.47	
2020-09	2.83	0.38	
2020-10	3.03	0.46	
2020-11	2.99	0.43	
2020-12	3	0.42	
2021-01	3.21	0.51	
2021-02	3.67	0.71	
2021-03	3.34	0.53	
2021-04	3.12	0.42	
2021-05	3.47	0.56	
2021-06	3.87	0.72	
2021-07	4.23	0.86	
2021-08	4.15	0.8	
2021-09	4.39	0.88	
2021-10	3.92	0.65	
2021-11	4	0.67	
2021-12	4.01	0.66	
2022-01	3.9	0.59	
2022-02	3.78	0.53	
2022-03	3.41	0.37	
2022-04	2.91	0.16	
2022-05	2.87	0.13	
2022-06	3.21	0.26	
2022-07	3.32	0.29	
2022-08	3.52	0.36	
2022-09	3.62	0.39	
2022-10	3.6	0.36	
2022-11	4.06	0.53	
2022-12	4.46	0.66	
2023-01	4.84	0.78	
2023-02	5.49	0.99	
2023-03	5.11	0.83	
2023-04	4.54	0.61	
2023-05	4.49	0.58	
2023-06	4.62	0.61	
2023-07	4.9	0.69	
2023-08	4.23	0.45	
2023-09	3.84	0.31	
2023-10	3.24	0.11	
2023-11	3.33	0.14	
2023-12	3.11	0.06	
2024-01	2.69	-0.09	
2024-02	2.36	-0.2	
2024-03	2.47	-0.16	
2024-04	2.39	-0.18	
2024-05	2.3	-0.21	
2024-06	2.07	-0.29	
2024-07	1.79	-0.38	
2024-08	1.76	-0.39	
2024-09	1.79	-0.38	
2024-10	2.13	-0.26	
2024-11	2.21	-0.23	
2024-12	2.15	-0.25	
2025-01	1.93	-0.33	
2025-02	1.93	-0.33	
