month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2016-09	14.56	-0.21	
2016-10	14.03	-0.24	
2016-11	13.56	-0.26	
2016-12	12.73	-0.29	
2017-01	12.65	-0.29	
2017-02	13.01	-0.27	
2017-03	12.57	-0.29	
2017-04	12.72	-0.28	
2017-05	13.03	-0.26	
2017-06	12.92	-0.25	
2017-07	13.13	-0.23	
2017-08	13.74	-0.19	
2017-09	13.14	-0.21	
2017-10	12.93	-0.22	
2017-11	12.59	-0.23	
2017-12	11.88	-0.27	
2018-01	12.29	-0.24	
2018-02	11.94	-0.25	
2018-03	12.09	-0.23	
2018-04	11.82	-0.24	
2018-05	12.08	-0.21	
2018-06	11.27	-0.25	
2018-07	11.38	-0.23	
2018-08	12.08	-0.17	
2018-09	11.57	-0.19	
2018-10	10.81	-0.23	
2018-11	10.66	-0.24	
2018-12	10.65	-0.23	
2019-01	10.75	-0.21	
2019-02	11.09	-0.18	
2019-03	11.5	-0.14	
2019-04	12.14	-0.07	
2019-05	10.76	-0.16	
2019-06	10.74	-0.15	
2019-07	10.4	-0.16	
2019-08	10.46	-0.14	
2019-09	10.76	-0.1	
2019-10	10.44	-0.12	
2019-11	10.26	-0.13	
2019-12	10.54	-0.1	
2020-01	11.56	-0.01	
2020-02	12.19	0.05	
2020-03	12.65	0.09	
2020-04	11.76	0.01	
2020-05	12.58	0.08	
2020-06	12.87	0.1	
2020-07	13.89	0.19	
2020-08	15.71	0.34	
2020-09	14.84	0.26	
2020-10	15.86	0.34	
2020-11	15.67	0.32	
2020-12	15.72	0.32	
2021-01	16.79	0.4	
2021-02	19.25	0.59	
2021-03	17.48	0.43	
2021-04	16.36	0.33	
2021-05	17.89	0.45	
2021-06	19.43	0.56	
2021-07	21.29	0.69	
2021-08	20.85	0.64	
2021-09	22.06	0.72	
2021-10	19.71	0.52	
2021-11	20.13	0.54	
2021-12	20.14	0.53	
2022-01	19.63	0.48	
2022-02	19.02	0.42	
2022-03	17.46	0.3	
2022-04	14.62	0.08	
2022-05	14.17	0.04	
2022-06	15.58	0.14	
2022-07	16.12	0.17	
2022-08	17.1	0.23	
2022-09	17.6	0.26	
2022-10	17.46	0.24	
2022-11	19.7	0.39	
2022-12	21.67	0.52	
2023-01	23.52	0.64	
2023-02	26.68	0.84	
2023-03	24.82	0.69	
2023-04	21.95	0.49	
2023-05	21.49	0.45	
2023-06	22.13	0.48	
2023-07	23.45	0.56	
2023-08	20.28	0.34	
2023-09	18.41	0.22	
2023-10	15.49	0.03	
2023-11	15.96	0.06	
2023-12	14.91	-0.01	
2024-01	12.87	-0.14	
2024-02	11.31	-0.25	
2024-03	11.82	-0.21	
2024-04	11.45	-0.23	
2024-05	11	-0.26	
2024-06	9.67	-0.35	
2024-07	8.34	-0.44	
2024-08	8.16	-0.45	
2024-09	8.3	-0.44	
2024-10	9.88	-0.33	
2024-11	10.28	-0.3	
2024-12	9.98	-0.32	
2025-01	8.98	-0.38	
2025-02	8.98	-0.38	
