month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2023-02	28.28	14.91	-0.33	-31.74	0.18	-31.52	
2023-03	35.02	18.47	-0.17	27.83	0.45	28.46	
2023-04	46.42	24.48	0.1	70.16	0.89	70.68	
2023-05	48.33	25.48	0.15	88.35	0.94	88.79	
2023-06	52.46	27.75	0.24	95.36	1.08	95.31	
2023-07	46.98	24.88	0.12	75.09	0.84	75.21	
2023-08	41.6	22.03	0	51.55	0.62	51.94	
2023-09	39	20.65	-0.04	28.53	0.52	28.71	
2023-10	36.83	19.52	-0.07	4.94	0.43	5.78	
2023-11	39.11	20.76	0	7.87	0.51	9.05	
2023-12	39.33	20.88	0.01	3.19	0.5	5.53	
2024-01	34.39	18.26	-0.11	-32.43	0.31	-31.74	
2024-02	36.83	19.55	-0.04	-43.11	0.39	-42.35	
2024-03	52.12	27.67	0.37	35.54	0.94	36.69	
2024-04	45.65	24.23	0.22	47.45	0.69	48.12	
2024-05	43.62	23.15	0.17	37.86	0.6	38.39	
2024-06	40.81	21.74	0.1	3.34	0.48	5.08	
2024-07	41.58	22.17	0.13	-0.23	0.5	2.68	
2024-08	38.71	20.64	0.06	-14.41	0.39	-11.2	
2024-09	37.2	19.83	0.02	-42.95	0.32	-41.68	
2024-10	54.45	29.02	0.48	41.32	0.91	42.95	
2024-11	76.64	40.85	1.06	91.58	1.64	92.13	
2024-12	75.56	40.28	1.01	88.19	1.55	88.19	
2025-01	64.77	34.53	0.71	75	1.15	75	
