month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2009-01	8.33	1.27	
2009-02	10.92	1.9	
2009-03	12.49	2.22	
2009-04	13.19	2.3	
2009-05	12.6	2.06	
2009-06	12.77	2.01	
2009-07	15.8	2.6	
2009-08	15.89	2.5	
2009-09	16.3	2.48	
2009-10	17.99	2.7	
2009-11	18.53	2.68	
2009-12	17.29	2.33	
2010-01	16.26	2.04	
2010-02	15.27	1.79	
2010-03	15.47	1.75	
2010-04	15.27	1.65	
2010-05	12.53	1.13	
2010-06	12.18	1.03	
2010-07	13.96	1.28	
2010-08	16.24	1.59	
2010-09	18.76	1.91	
2010-10	23.82	2.57	
2010-11	24.71	2.58	
2010-12	24.83	2.48	
2011-01	23.22	2.15	
2011-02	24.65	2.25	
2011-03	26.25	2.34	
2011-04	27.88	2.44	
2011-05	24.6	1.95	
2011-06	25.02	1.91	
2011-07	27.17	2.07	
2011-08	24.89	1.74	
2011-09	22.7	1.44	
2011-10	21.74	1.29	
2011-11	21.09	1.17	
2011-12	17.39	0.76	
2012-01	19.03	0.89	
2012-02	20.94	1.04	
2012-03	21.59	1.07	
2012-04	22.15	1.08	
2012-05	23.37	1.15	
2012-06	23.87	1.15	
2012-07	21.98	0.95	
2012-08	21.17	0.84	
2012-09	19.53	0.67	
2012-10	20.23	0.7	
2012-11	19.2	0.59	
2012-12	20.55	0.68	
2013-01	21.1	0.7	
2013-02	22.33	0.77	
2013-03	19.85	0.55	
2013-04	18.37	0.41	
2013-05	17.08	0.3	
2013-06	14.61	0.1	
2013-07	12.32	-0.08	
2013-08	12.85	-0.05	
2013-09	14.11	0.03	
2013-10	13.83	0	
2013-11	13.65	-0.02	
2013-12	13.6	-0.03	
2014-01	12.4	-0.12	
2014-02	12.38	-0.13	
2014-03	11.93	-0.17	
2014-04	11.85	-0.18	
2014-05	11.06	-0.24	
2014-06	10.81	-0.26	
2014-07	10.91	-0.26	
2014-08	11.7	-0.21	
2014-09	12.08	-0.19	
2014-10	12.05	-0.2	
2014-11	12.67	-0.17	
2014-12	15.64	0.02	
2015-01	16.08	0.04	
2015-02	15.1	-0.03	
2015-03	16.44	0.04	
2015-04	19.58	0.23	
2015-05	19.62	0.22	
2015-06	23.35	0.44	
2015-07	15.91	-0.03	
2015-08	16.17	-0.02	
2015-09	13.28	-0.19	
2015-10	13.42	-0.19	
2015-11	13.77	-0.17	
2015-12	13.74	-0.17	
2016-01	11.88	-0.28	
2016-02	10.97	-0.33	
2016-03	11.29	-0.31	
2016-04	11.44	-0.3	
2016-05	10.42	-0.36	
2016-06	10.36	-0.36	
2016-07	10.62	-0.34	
2016-08	10.85	-0.33	
2016-09	11.77	-0.27	
2016-10	11.85	-0.27	
2016-11	12.34	-0.24	
2016-12	11.89	-0.27	
2017-01	11.89	-0.27	
2017-02	12.43	-0.24	
2017-03	12.6	-0.23	
2017-04	12.28	-0.25	
2017-05	11.32	-0.31	
2017-06	11.56	-0.3	
2017-07	12.08	-0.27	
2017-08	12.5	-0.24	
2017-09	12.26	-0.25	
2017-10	12.51	-0.24	
2017-11	12.09	-0.26	
2017-12	11.61	-0.29	
2018-01	12.34	-0.24	
2018-02	11.54	-0.29	
2018-03	11.47	-0.29	
2018-04	11.24	-0.3	
2018-05	11.42	-0.29	
2018-06	11.11	-0.31	
2018-07	10.95	-0.32	
2018-08	11.11	-0.3	
2018-09	10.55	-0.34	
2018-10	9.47	-0.4	
2018-11	10.09	-0.36	
2018-12	10.33	-0.35	
2019-01	10.34	-0.34	
2019-02	11.4	-0.27	
2019-03	12.49	-0.19	
2019-04	14.59	-0.05	
2019-05	14.37	-0.06	
2019-06	15.97	0.05	
2019-07	16.78	0.11	
2019-08	16.15	0.08	
2019-09	17.23	0.16	
2019-10	17.66	0.19	
2019-11	17.73	0.2	
2019-12	18.63	0.27	
2020-01	19.71	0.35	
2020-02	18.39	0.26	
2020-03	17.67	0.21	
2020-04	18.32	0.26	
2020-05	19.82	0.36	
2020-06	18.82	0.29	
2020-07	23.73	0.63	
2020-08	24.76	0.69	
2020-09	24.47	0.67	
2020-10	24.61	0.68	
2020-11	23.51	0.6	
2020-12	29.49	1	
2021-01	35.24	1.37	
2021-02	42.27	1.8	
2021-03	39.52	1.58	
2021-04	37.65	1.43	
2021-05	33.31	1.13	
2021-06	29.32	0.87	
2021-07	25.62	0.63	
2021-08	26.48	0.67	
2021-09	27.22	0.71	
2021-10	24.83	0.55	
2021-11	22.08	0.37	
2021-12	23.11	0.42	
2022-01	23.39	0.43	
2022-02	23.21	0.41	
2022-03	21.32	0.29	
2022-04	20.32	0.23	
2022-05	18.37	0.11	
2022-06	19.06	0.14	
2022-07	20.04	0.19	
2022-08	19.91	0.18	
2022-09	19.28	0.14	
2022-10	18.7	0.1	
2022-11	18.82	0.1	
2022-12	18.9	0.1	
2023-01	18.84	0.09	
2023-02	20.95	0.21	
2023-03	21.36	0.23	
2023-04	21	0.2	
2023-05	21.16	0.21	
2023-06	21.74	0.24	
2023-07	22.89	0.3	
2023-08	22.71	0.29	
2023-09	23.97	0.35	
2023-10	22.76	0.29	
2023-11	22.39	0.26	
2023-12	22.22	0.25	
2024-01	24.02	0.34	
2024-02	27.14	0.5	
2024-03	27.64	0.52	
2024-04	30.58	0.66	
2024-05	29.47	0.59	
2024-06	27.48	0.47	
2024-07	25.22	0.34	
2024-08	23.59	0.24	
2024-09	22.63	0.18	
2024-10	25.27	0.31	
2024-11	26.06	0.34	
2024-12	25.8	0.32	
2025-01	25.68	0.3	
