month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2015-10	12.6	0.03	
2015-11	14.72	0.21	
2015-12	15.49	0.29	
2016-01	13.3	0.12	
2016-02	12.31	0.04	
2016-03	13.25	0.13	
2016-04	13.64	0.17	
2016-05	14.38	0.24	
2016-06	14.55	0.26	
2016-07	15.44	0.33	
2016-08	16.1	0.39	
2016-09	15.81	0.36	
2016-10	16.1	0.38	
2016-11	17.3	0.48	
2016-12	17.14	0.45	
2017-01	17.47	0.47	
2017-02	18.22	0.52	
2017-03	18.14	0.49	
2017-04	17.48	0.43	
2017-05	17.4	0.41	
2017-06	18.24	0.47	
2017-07	16.95	0.35	
2017-08	15.62	0.24	
2017-09	16.03	0.27	
2017-10	16.57	0.31	
2017-11	17.67	0.39	
2017-12	17.57	0.37	
2018-01	19.15	0.49	
2018-02	20.29	0.57	
2018-03	19.69	0.52	
2018-04	18.38	0.41	
2018-05	17.61	0.35	
2018-06	17.11	0.31	
2018-07	16.57	0.27	
2018-08	16.68	0.28	
2018-09	16.63	0.27	
2018-10	17.04	0.29	
2018-11	17.22	0.3	
2018-12	16.4	0.24	
2019-01	16.73	0.26	
2019-02	18.24	0.37	
2019-03	20.01	0.49	
2019-04	22.95	0.7	
2019-05	22.51	0.65	
2019-06	23.16	0.69	
2019-07	23.43	0.7	
2019-08	22.8	0.64	
2019-09	24.28	0.73	
2019-10	26.97	0.9	
2019-11	28.14	0.96	
2019-12	27.57	0.9	
2020-01	28.6	0.94	
2020-02	26.08	0.75	
2020-03	25.07	0.67	
2020-04	23.56	0.55	
2020-05	25.42	0.66	
2020-06	26.37	0.7	
2020-07	29.98	0.91	
2020-08	33.4	1.09	
2020-09	33.31	1.06	
2020-10	34.59	1.1	
2020-11	35.12	1.1	
2020-12	35.32	1.09	
2021-01	38.02	1.21	
2021-02	41.71	1.38	
2021-03	39.96	1.24	
2021-04	39.76	1.19	
2021-05	42.72	1.31	
2021-06	40.54	1.16	
2021-07	35.83	0.88	
2021-08	34.07	0.77	
2021-09	34.71	0.78	
2021-10	37.79	0.91	
2021-11	38.34	0.91	
2021-12	38.42	0.88	
2022-01	38.89	0.88	
2022-02	39.58	0.89	
2022-03	37.08	0.74	
2022-04	37.55	0.74	
2022-05	33.69	0.55	
2022-06	33.79	0.53	
2022-07	33.08	0.48	
2022-08	28.9	0.29	
2022-09	30.93	0.36	
2022-10	27.79	0.21	
2022-11	28.14	0.22	
2022-12	31.78	0.36	
2023-01	33.29	0.41	
2023-02	30.95	0.3	
2023-03	28.23	0.18	
2023-04	27.45	0.14	
2023-05	26.72	0.11	
2023-06	25.89	0.07	
2023-07	25.52	0.05	
2023-08	27.37	0.12	
2023-09	27.71	0.13	
2023-10	24.97	0.02	
2023-11	24.66	0	
2023-12	20.48	-0.17	
2024-01	20.05	-0.19	
2024-02	21.9	-0.12	
2024-03	21.24	-0.15	
2024-04	21.7	-0.13	
2024-05	24.73	-0.02	
2024-06	22.83	-0.1	
2024-07	21.92	-0.14	
2024-08	20.64	-0.19	
2024-09	20.14	-0.21	
2024-10	25.98	0.02	
2024-11	25.2	-0.02	
2024-12	24.35	-0.06	
2025-01	25.23	-0.02	
2025-02	25.73	-0.01	
