month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2009-08	12.62	53.57	
2009-09	12.42	54.51	
2009-10	13.59	82.5	
2009-11	14.17	88.53	
2009-12	16.1	93.32	
2010-01	15.71	85.85	
2010-02	15.01	74.94	
2010-03	15.72	85.21	
2010-04	14.66	65.45	
2010-05	11.89	0.36	
2010-06	11.29	-25.85	
2010-07	11.98	-23.38	
2010-08	12.44	-22.62	
2010-09	12.57	-19.27	
2010-10	13.79	-2.68	
2010-11	13.27	5.03	
2010-12	12.28	-36.1	
2011-01	12.69	-19.88	
2011-02	12.59	-23.81	
2011-03	13.21	13.78	
2011-04	13.53	40.93	
2011-05	12.19	-12.01	
2011-06	10.9	-67.26	
2011-07	10.92	-69.81	
2011-08	10.27	-90.57	
2011-09	9.59	-98.3	
2011-10	9.61	-91.61	
2011-11	9.7	-83.85	
2011-12	9.34	-93.18	
2012-01	9.4	-88.07	
2012-02	9.85	-58.3	
2012-03	9.69	-49.76	
2012-04	9.84	-55.15	
2012-05	10.23	-0.38	
2012-06	9.71	-17.72	
2012-07	9.89	-4.18	
2012-08	9.84	8.38	
2012-09	9.24	-50.89	
2012-10	9.07	-69.39	
2012-11	8.96	-73.9	
2012-12	9.65	-49.49	
2013-01	11.08	15.58	
2013-02	11.62	52.98	
2013-03	11.06	68.32	
2013-04	10.5	57.69	
2013-05	10.49	50.89	
2013-06	9.36	20.85	
2013-07	8.26	-36.34	
2013-08	8.37	-49.67	
2013-09	9.13	-38.06	
2013-10	9.12	-39.63	
2013-11	9.06	-36.39	
2013-12	9.33	-23.26	
2014-01	8.9	-49.55	
2014-02	9.01	-43.36	
2014-03	8.76	-66.67	
2014-04	9	-40.94	
2014-05	9.06	-15.04	
2014-06	9.08	7.37	
2014-07	9.14	5.12	
2014-08	9.71	67.3	
2014-09	9.86	77.98	
2014-10	10.18	87.4	
2014-11	11.54	92.05	
2014-12	14.41	96.51	
2015-01	14.47	89.33	
2015-02	14.15	82.68	
2015-03	16.8	93.42	
2015-04	19.3	97.96	
2015-05	18.83	89.02	
2015-06	21.05	93.75	
2015-07	16.78	61.33	
2015-08	12.56	5.95	
2015-09	11.6	-25.45	
2015-10	12.6	-22.85	
2015-11	14.72	-9.18	
2015-12	15.49	7.88	
2016-01	13.3	-23.3	
2016-02	12.31	-55.12	
2016-03	13.25	-46.31	
2016-04	13.64	-25.23	
2016-05	14.38	8.97	
2016-06	14.55	24.2	
2016-07	15.44	51.28	
2016-08	16.1	67.66	
2016-09	15.81	70.45	
2016-10	16.1	75.33	
2016-11	17.3	87.58	
2016-12	17.14	81.7	
2017-01	17.47	86.9	
2017-02	18.22	94.05	
2017-03	18.14	88	
2017-04	17.48	67.71	
2017-05	17.4	49.24	
2017-06	18.24	77.03	
2017-07	16.95	50.51	
2017-08	15.62	-23.37	
2017-09	16.03	-31.04	
2017-10	16.57	-24.58	
2017-11	17.67	3.81	
2017-12	17.57	27.64	
2018-01	19.15	51.34	
2018-02	20.29	67.44	
2018-03	19.69	63.68	
2018-04	18.38	45.54	
2018-05	17.61	21.14	
2018-06	17.11	-8.8	
2018-07	16.57	-34.86	
2018-08	16.68	-43.17	
2018-09	16.63	-52.07	
2018-10	17.04	-36.51	
2018-11	17.22	-26.91	
2018-12	16.4	-62.41	
2019-01	16.73	-60.8	
2019-02	18.24	1.49	
2019-03	20.01	48.17	
2019-04	22.95	73.72	
2019-05	22.51	85.67	
2019-06	23.16	93.98	
2019-07	23.43	89.44	
2019-08	22.8	73.13	
2019-09	24.28	91.29	
2019-10	26.97	98.26	
2019-11	28.14	96.05	
2019-12	27.57	89.37	
2020-01	28.6	92.08	
2020-02	26.08	59.87	
2020-03	25.07	37.95	
2020-04	23.56	-5.02	
2020-05	25.42	5.46	
2020-06	26.37	26.16	
2020-07	29.98	61.49	
2020-08	33.4	82.06	
2020-09	33.31	86	
2020-10	34.59	91.13	
2020-11	35.12	92.22	
2020-12	35.32	85.99	
2021-01	38.02	95.58	
2021-02	41.71	98.21	
2021-03	39.96	86.26	
2021-04	39.76	77.55	
2021-05	42.72	95.34	
2021-06	40.54	75.94	
2021-07	35.83	24.23	
2021-08	34.07	-11.24	
2021-09	34.71	-23.44	
2021-10	37.79	-3.57	
2021-11	38.34	17.44	
2021-12	38.42	33.2	
2022-01	38.89	40.37	
2022-02	39.58	50.61	
2022-03	37.08	17.44	
2022-04	37.55	12.12	
2022-05	33.69	-50.66	
2022-06	33.79	-62.2	
2022-07	33.08	-71.68	
2022-08	28.9	-89.32	
2022-09	30.93	-78.78	
2022-10	27.79	-87.39	
2022-11	28.14	-83.89	
2022-12	31.78	-50.77	
2023-01	33.29	-17.19	
2023-02	30.95	-31.29	
2023-03	28.23	-65.22	
2023-04	27.45	-74.25	
2023-05	26.72	-81.7	
2023-06	25.89	-89.24	
2023-07	25.52	-91.16	
2023-08	27.37	-60.25	
2023-09	27.71	-43.21	
2023-10	24.97	-71.06	
2023-11	24.66	-84.29	
2023-12	20.48	-96.26	
2024-01	20.05	-92.17	
2024-02	21.9	-75	
2024-03	21.24	-81.55	
2024-04	21.7	-68.57	
2024-05	24.73	-19.96	
2024-06	22.83	-22.88	
2024-07	21.92	-45.92	
2024-08	20.64	-66.56	
2024-09	20.14	-69.64	
2024-10	25.98	-1.59	
2024-11	25.2	35.42	
2024-12	24.35	45.41	
2025-01	25.23	64.68	
2025-02	25.73	80.36	
