month	ct_avg_Tdx收盘价	股东人数
1997-12	17.14	8509	
1998-12	14.69	7585	
1999-12	22.1	11532	
2000-12	16.84	96612	
2001-12	10.94	91943	
2002-06	9.31	88194	
2002-09	9.79	85512	
2002-12	8.31	84638	
2003-03	8.27	83732	
2003-06	8.76	82769	
2003-09	8.56	80580	
2003-12	9.8	75886	
2004-03	12.32	69969	
2004-06	10.65	67184	
2004-09	10.22	64479	
2004-12	11.89	59442	
2005-03	8.79	70249	
2005-06	7.06	66555	
2005-09	7.46	63969	
2005-12	7.17	65012	
2006-03	8.01	63933	
2006-06	12.08	57580	
2006-09	12.02	46635	
2006-12	13.97	41498	
2007-06	29.31	27622	
2007-09	43.09	75492	
2007-12	27.42	117465	
2008-03	26.5	126473	
2008-06	16.15	137748	
2008-09	15.47	121974	
2008-12	23.55	82784	
2009-03	25.04	90690	
2009-06	19.81	230349	
2009-09	20.73	187069	
2009-12	23.96	207792	
2010-03	21.31	283681	
2010-06	16.67	314600	
2010-09	17.62	324003	
2010-12	19.4	301543	
2011-03	20.73	272582	
2011-06	13.59	340399	
2011-09	10.15	363565	
2011-12	8.44	353255	
2012-03	8.38	347578	
2012-06	7.31	344424	
2012-09	6.03	344197	
2012-12	6.22	336833	
2013-03	7.28	325614	
2013-06	8.17	308363	
2013-09	10.34	268660	
2013-12	10.72	264283	
2014-03	9.15	295551	
2014-06	8.55	309555	
2014-09	9.91	301909	
2014-12	11.79	279007	
2015-03	12.96	313029	
2015-06	17.63	360293	
2015-09	11.1	310920	
2015-12	11.76	297226	
2016-03	8.89	290430	
2016-06	8.39	282741	
2016-09	8.86	271569	
2016-12	9.28	265424	
2017-03	10.85	250458	
2017-06	9.97	272774	
2017-09	10.07	273190	
2017-12	9.77	271781	
2018-03	8.98	270930	
2018-06	7.08	266944	
2018-09	6.94	271131	
2018-12	6.92	267298	
2019-03	8.28	271893	
2019-06	7.17	259833	
2019-09	6.69	255825	
2019-12	6.52	251745	
2020-03	7.5	278234	
2020-06	6.92	270786	
2020-09	8.43	230699	
2020-12	9.06	238160	
2021-03	11.43	271964	
2021-06	11.63	256612	
2021-09	25.99	381179	
2021-12	22.18	426324	
2022-03	20.11	379946	
2022-06	25.75	275774	
2022-09	23.45	339424	
2022-12	20.21	363258	
2023-03	21.68	355738	
2023-06	22.32	335542	
2023-09	14.6	354962	
2023-12	13.4	351656	
2024-03	15.73	327650	
2024-06	14.26	331488	
2024-09	12.42	318962	
