month	ct_avg_前复权价格	股东人数
1997-12	1.36	8509	
1998-12	1.94	7585	
1999-12	3.15	11532	
2000-12	4.03	96612	
2001-12	2.63	91943	
2002-06	2.25	88194	
2002-09	2.38	85512	
2002-12	2.02	84638	
2003-03	2.01	83732	
2003-06	2.14	82769	
2003-09	2.11	80580	
2003-12	2.42	75886	
2004-03	3.03	69969	
2004-06	2.63	67184	
2004-09	2.54	64479	
2004-12	3.13	59442	
2005-03	2.31	70249	
2005-06	1.86	66555	
2005-09	2.58	63969	
2005-12	2.48	65012	
2006-03	2.63	63933	
2006-06	5.49	57580	
2006-09	5.49	46635	
2006-12	6.38	41498	
2007-03	9.32	26649	
2007-06	11.09	27622	
2007-09	23.34	75492	
2007-12	25.16	117465	
2008-03	24.57	126473	
2008-06	19.21	137748	
2008-09	18.47	121974	
2008-12	28.12	82784	
2009-03	29.89	90690	
2009-06	33.91	230349	
2009-09	37.17	187069	
2009-12	43.2	207792	
2010-03	38.26	283681	
2010-06	30.12	314600	
2010-09	31.83	324003	
2010-12	35.04	301543	
2011-03	37.45	272582	
2011-06	30.69	340399	
2011-09	23.96	363565	
2011-12	19.86	353255	
2012-03	19.8	347578	
2012-06	17.49	344424	
2012-09	14.39	344197	
2012-12	14.85	336833	
2013-03	17.37	325614	
2013-06	19.76	308363	
2013-09	25.02	268660	
2013-12	25.93	264283	
2014-03	23.52	295551	
2014-06	22.15	309555	
2014-09	25.87	301909	
2014-12	30.67	279007	
2015-03	33.71	313029	
2015-06	45.87	360293	
2015-09	29.18	310920	
2015-12	30.92	297226	
2016-03	23.37	290430	
2016-06	22.04	282741	
2016-09	23.78	271569	
2016-12	24.89	265424	
2017-03	29.13	250458	
2017-06	27.83	272774	
2017-09	28.6	273190	
2017-12	27.77	271781	
2018-03	25.51	270930	
2018-06	20.11	266944	
2018-09	20.35	271131	
2018-12	20.3	267298	
2019-03	24.28	271893	
2019-06	21.03	259833	
2019-09	20.11	255825	
2019-12	19.58	251745	
2020-03	22.54	278234	
2020-06	20.8	270786	
2020-09	25.93	230699	
2020-12	27.85	238160	
2021-03	35.15	271964	
2021-06	36.04	256612	
2021-09	81.44	381179	
2021-12	69.49	426324	
2022-03	63.54	379946	
2022-06	81.21	275774	
2022-09	75.14	339424	
2022-12	64.74	363258	
2023-03	69.46	355738	
2023-06	71.52	335542	
2023-09	63.97	354962	
2023-12	58.7	351656	
2024-03	68.92	327650	
2024-06	62.49	331488	
2024-09	55.24	318962	
