month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2014-11	8.89	2.24	-0.09	74.73	0.14	86.92	
2014-12	10.36	2.61	0.05	89.99	0.32	97.28	
2015-01	11.07	2.79	0.12	92.99	0.4	92.99	
2015-02	10.32	2.6	0.04	80.42	0.29	80.3	
2015-03	10.69	2.7	0.07	82.79	0.34	82.91	
2015-04	12.72	3.21	0.27	98.38	0.57	98.34	
2015-05	12.79	3.23	0.27	89.78	0.57	89.69	
2015-06	13.39	3.42	0.33	93.66	0.65	95.28	
2015-07	11.12	2.92	0.1	54	0.4	61.38	
2015-08	10.09	2.65	0.01	17.9	0.27	24.15	
2015-09	9.35	2.45	-0.06	-13.21	0.18	-8.39	
2015-10	9.24	2.42	-0.07	-25.21	0.17	-21.95	
2015-11	9.31	2.44	-0.06	-28.7	0.18	-26.74	
2015-12	8.86	2.32	-0.09	-54.43	0.13	-46.55	
2016-01	7.55	1.98	-0.22	-79.96	-0.03	-70.18	
2016-02	6.79	1.78	-0.28	-88.93	-0.11	-85.06	
2016-03	6.87	1.8	-0.26	-83.62	-0.1	-83.38	
2016-04	6.74	1.77	-0.26	-89.2	-0.1	-87.86	
2016-05	6.42	1.68	-0.28	-96.81	-0.13	-95.54	
2016-06	6.39	1.67	-0.27	-93.71	-0.13	-92.77	
2016-07	6.17	1.71	-0.29	-94.69	-0.1	-76.28	
2016-08	6.32	1.78	-0.26	-81.09	-0.05	-51.05	
2016-09	6.27	1.76	-0.26	-80.62	-0.06	-42.46	
2016-10	6.64	1.87	-0.21	-42.97	0.01	-7.25	
2016-11	7.04	1.98	-0.16	-5.44	0.06	20.13	
2016-12	7.11	2	-0.14	12.26	0.08	32.06	
2017-01	7.28	2.05	-0.12	34.03	0.11	46.93	
2017-02	7.04	1.98	-0.14	25.45	0.07	38.84	
2017-03	7.07	1.99	-0.14	26.2	0.08	37.15	
2017-04	7.83	2.2	-0.04	67.61	0.18	72.52	
2017-05	8.24	2.32	0.01	79.06	0.24	84.55	
2017-06	8.26	2.33	0.01	78.41	0.25	81.98	
2017-07	8.83	2.56	0.08	90.52	0.36	93.79	
2017-08	8.87	2.57	0.09	88.35	0.36	91.34	
2017-09	8.91	2.58	0.09	85.97	0.36	86.48	
2017-10	9.12	2.64	0.12	93.22	0.38	93.38	
2017-11	8.96	2.6	0.1	82.26	0.36	81.74	
2017-12	8.91	2.59	0.1	67.3	0.36	66.2	
2018-01	9.77	2.83	0.21	93.67	0.47	93.26	
2018-02	9.46	2.74	0.17	84.52	0.42	84.22	
2018-03	8.85	2.57	0.1	48.17	0.32	48.42	
2018-04	8.1	2.35	0.01	5.7	0.21	3.57	
2018-05	8.59	2.49	0.07	-3.33	0.28	-5.52	
2018-06	8.84	2.58	0.1	-3.26	0.32	0.09	
2018-07	8.59	2.64	0.07	-25.08	0.35	13.03	
2018-08	8.85	2.72	0.1	-1.9	0.38	52.87	
2018-09	8.14	2.5	0.02	-55.59	0.26	7.75	
2018-10	7.86	2.41	-0.02	-74.06	0.21	-37.25	
2018-11	7.95	2.44	-0.01	-77.92	0.23	-48.99	
2018-12	8	2.46	0	-74.24	0.23	-53.93	
2019-01	8.3	2.54	0.04	-50.08	0.26	-23.7	
2019-02	8.72	2.68	0.09	-3.93	0.33	24.82	
2019-03	8.53	2.62	0.07	4.81	0.29	40.56	
2019-04	8.45	2.59	0.06	0.68	0.27	45.07	
2019-05	8.24	2.53	0.03	-32.46	0.24	5.76	
2019-06	8.5	2.63	0.06	11.7	0.28	43.23	
2019-07	7.93	2.58	-0.01	-44.22	0.25	27.21	
2019-08	7.65	2.49	-0.04	-78.61	0.2	-32.55	
2019-09	7.74	2.52	-0.03	-73.53	0.21	-48.17	
2019-10	7.64	2.48	-0.04	-80.95	0.19	-62.05	
2019-11	7.79	2.53	-0.02	-62.16	0.21	-42.13	
2019-12	8.01	2.6	0.01	-34.25	0.24	8.81	
