month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2016-01	6.58	-0.41	
2016-02	5.81	-0.47	
2016-03	6.15	-0.43	
2016-04	6.15	-0.41	
2016-05	5.35	-0.47	
2016-06	5.17	-0.46	
2016-07	5.29	-0.43	
2016-08	5.22	-0.41	
2016-09	5.15	-0.4	
2016-10	5.27	-0.36	
2016-11	5.63	-0.3	
2016-12	5.53	-0.29	
2017-01	5.39	-0.3	
2017-02	6.03	-0.2	
2017-03	5.96	-0.2	
2017-04	5.85	-0.2	
2017-05	5.39	-0.26	
2017-07	6.57	-0.1	
2017-08	7.63	0.05	
2017-09	7.52	0.03	
2017-10	7.02	-0.03	
2017-11	6.51	-0.09	
2017-12	6.66	-0.07	
2018-01	7.02	-0.01	
2018-02	6.29	-0.1	
2018-03	6.16	-0.11	
2018-04	5.61	-0.17	
2018-05	5.92	-0.12	
2018-06	5.53	-0.17	
2018-07	4.6	-0.3	
2018-08	4.27	-0.34	
2018-09	3.96	-0.38	
2018-10	3.69	-0.41	
2018-11	4	-0.35	
2018-12	4.05	-0.33	
2019-01	4.42	-0.26	
2019-02	4.63	-0.22	
2019-03	5.12	-0.14	
2019-04	5.85	-0.01	
2019-05	5.06	-0.13	
2019-06	4.85	-0.16	
2019-07	4.93	-0.14	
2019-08	4.5	-0.2	
2019-09	4.92	-0.12	
2019-10	4.8	-0.14	
2019-11	4.82	-0.12	
2019-12	5.04	-0.08	
2020-01	5	-0.08	
2020-02	4.29	-0.2	
2020-03	4.16	-0.22	
2020-04	3.78	-0.29	
2020-05	3.34	-0.37	
2020-06	3.44	-0.34	
2020-07	4.17	-0.2	
2020-08	5.14	-0.01	
2020-09	5.74	0.1	
2020-10	6.12	0.17	
2020-11	8.63	0.64	
2020-12	10.15	0.92	
2021-01	14.58	1.7	
2021-02	11.88	1.17	
2021-03	11.64	1.1	
2021-04	15.64	1.76	
2021-05	20.58	2.54	
2021-06	25.42	3.22	
2021-07	24.47	2.92	
2021-08	20.75	2.24	
2021-09	20.44	2.12	
2021-10	16.25	1.43	
2021-11	15.57	1.29	
2021-12	18.57	1.67	
2022-01	17.71	1.5	
2022-02	16.67	1.31	
2022-03	16.77	1.28	
2022-04	14.98	1	
2022-05	14.67	0.93	
2022-06	14.66	0.9	
2022-07	14.22	0.82	
2022-08	13.55	0.71	
2022-09	12.49	0.56	
2022-10	11.32	0.4	
2022-11	12.02	0.47	
2022-12	11.62	0.41	
2023-01	10.26	0.23	
2023-02	10.75	0.28	
2023-03	11.16	0.31	
2023-04	11.12	0.3	
2023-05	11.05	0.28	
2023-06	10.44	0.2	
2023-07	9.89	0.13	
2023-08	9.68	0.1	
2023-09	9.88	0.12	
2023-10	9.64	0.09	
2023-11	9.75	0.1	
2023-12	9.99	0.12	
2024-01	9.76	0.1	
2024-02	10.27	0.17	
2024-03	10.4	0.18	
2024-04	10.88	0.23	
2024-05	14.03	0.58	
2024-06	15.77	0.76	
2024-07	13.91	0.54	
2024-08	12.57	0.38	
2024-09	12.8	0.39	
2024-10	14.74	0.59	
2024-11	14.52	0.55	
2024-12	14.63	0.55	
2025-01	14.43	0.51	
2025-02	14.09	0.46	
