month	ct_avg_前复权价格	人均持股
2016-03	2.15	1188	
2016-06	3.44	1344	
2016-09	3.66	1303	
2016-12	4.16	1142	
2017-03	3.17	2280	
2017-06	2.46	6961	
2017-09	3.06	5841	
2017-12	2.99	6304	
2018-03	2.43	6237	
2018-06	1.6	6245	
2018-09	1.91	6017	
2018-12	1.79	6926	
2019-03	2.87	11471	
2019-06	2.36	7462	
2019-09	3.75	7625	
2019-12	3.94	6180	
2020-03	6.3	5925	
2020-06	7.31	8599	
2020-09	8.71	8380	
2020-12	7.7	6494	
2021-03	5.77	6321	
2021-06	6.33	12251	
2021-09	6.79	6885	
2021-12	6.9	9235	
2022-03	6.39	9257	
2022-06	5.11	9225	
2022-09	4.47	8960	
2022-12	4.78	9799	
2023-03	6.92	8741	
2023-06	17.31	8405	
2023-09	11.71	7065	
2023-12	13.86	6701	
2024-03	19.43	7223	
2024-06	28.33	9845	
2024-09	27.03	9714	
