month	ct_avg_前复权价格	股东人数
2016-03	2.15	16328	
2016-06	3.44	14432	
2016-09	3.66	14890	
2016-12	4.16	16994	
2017-03	3.17	16650	
2017-06	2.46	17839	
2017-09	3.06	21261	
2017-12	2.99	19664	
2018-03	2.43	19877	
2018-06	1.6	20339	
2018-09	1.91	21110	
2018-12	1.79	18613	
2019-03	2.87	14057	
2019-06	2.36	21173	
2019-09	3.75	20720	
2019-12	3.94	26081	
2020-03	6.3	27203	
2020-06	7.31	27823	
2020-09	8.71	28551	
2020-12	7.7	35932	
2021-03	5.77	36918	
2021-06	6.33	35843	
2021-09	6.79	63774	
2021-12	6.9	47548	
2022-03	6.39	47438	
2022-06	5.11	47725	
2022-09	4.47	49139	
2022-12	4.78	44770	
2023-03	6.92	50189	
2023-06	17.31	73478	
2023-09	11.71	87414	
2023-12	13.86	92166	
2024-03	19.43	85502	
2024-06	28.33	63628	
2024-09	27.03	64877	
