month	ct_avg_Tdx收盘价	股东人数
2016-03	66.63	16328	
2016-06	104.26	14432	
2016-09	113.29	14890	
2016-12	128.72	16994	
2017-03	98.09	16650	
2017-06	27.6	17839	
2017-09	31.34	21261	
2017-12	30.66	19664	
2018-03	24.94	19877	
2018-06	16.34	20339	
2018-09	19.46	21110	
2018-12	18.28	18613	
2019-03	29.27	14057	
2019-06	24	21173	
2019-09	38.02	20720	
2019-12	39.98	26081	
2020-03	63.93	27203	
2020-06	52.81	27823	
2020-09	62.91	28551	
2020-12	55.64	35932	
2021-03	41.64	36918	
2021-06	35.75	35843	
2021-09	34.82	63774	
2021-12	35.4	47548	
2022-03	33.68	47438	
2022-06	26.19	47725	
2022-09	22.81	49139	
2022-12	24.41	44770	
2023-03	35.35	50189	
2023-06	68.79	73478	
2023-09	42.64	87414	
2023-12	50.46	92166	
2024-03	70.76	85502	
2024-06	103.15	63628	
2024-09	98.29	64877	
