month	ct_avg_Tdx收盘价	人均持股
2016-03	66.63	1188	
2016-06	104.26	1344	
2016-09	113.29	1303	
2016-12	128.72	1142	
2017-03	98.09	2280	
2017-06	27.6	6961	
2017-09	31.34	5841	
2017-12	30.66	6304	
2018-03	24.94	6237	
2018-06	16.34	6245	
2018-09	19.46	6017	
2018-12	18.28	6926	
2019-03	29.27	11471	
2019-06	24	7462	
2019-09	38.02	7625	
2019-12	39.98	6180	
2020-03	63.93	5925	
2020-06	52.81	8599	
2020-09	62.91	8380	
2020-12	55.64	6494	
2021-03	41.64	6321	
2021-06	35.75	12251	
2021-09	34.82	6885	
2021-12	35.4	9235	
2022-03	33.68	9257	
2022-06	26.19	9225	
2022-09	22.81	8960	
2022-12	24.41	9799	
2023-03	35.35	8741	
2023-06	68.79	8405	
2023-09	42.64	7065	
2023-12	50.46	6701	
2024-03	70.76	7223	
2024-06	103.15	9845	
2024-09	98.29	9714	
