month	ct_avg_Tdx收盘价	人均持股
2009-11	100.31	0	
2009-12	111.77	1668	
2010-03	108.54	2108	
2010-06	152.74	2816	
2010-09	195.48	3612	
2010-12	232.47	11829	
2011-03	220.69	15135	
2011-06	112.58	24149	
2011-09	140.06	22668	
2011-12	134.42	23946	
2012-03	152.8	32015	
2012-06	137.04	30120	
2012-09	121.73	25929	
2012-12	91.93	14708	
2013-03	72.01	9382	
2013-06	58.63	9926	
2013-09	46.85	16134	
2013-12	40.31	16274	
2014-03	51.96	22063	
2014-06	52.63	25406	
2014-09	64.47	32329	
2014-12	71.24	39446	
2015-03	78.66	35448	
2015-06	90.26	50815	
2015-09	54.9	52649	
2015-12	66.5	61638	
2016-03	64.98	74009	
2016-06	72.88	70013	
2016-09	66.7	43573	
2016-12	70.45	52868	
2017-03	86.05	69672	
2017-06	87.19	51793	
2017-09	92.2	59632	
2017-12	113	50397	
2018-03	112.51	46634	
2018-06	140.74	53762	
2018-09	115.18	47811	
2018-12	98.27	34316	
2019-03	116.6	37529	
2019-06	116.41	25911	
2019-09	106.66	13140	
2019-12	103.81	15951	
2020-03	89.61	12814	
2020-06	107.72	13763	
2020-09	133.96	15380	
2020-12	207.43	16049	
2021-03	167.22	9158	
2021-06	213.57	9078	
2021-09	169.26	7808	
2021-12	176.53	6711	
2022-03	149.7	8126	
2022-06	170.25	10891	
2022-09	151.06	11863	
2022-12	158.44	12035	
2023-03	166.45	12682	
2023-06	137.64	9543	
2023-09	135.72	8920	
2023-12	109.72	8336	
2024-03	101.39	8185	
2024-06	88.56	7779	
2024-09	77.74	7592	
