month	ct_avg_Tdx收盘价	人均持股
2012-05	17.39	717	
2012-06	15.28	3112	
2012-09	11.96	3484	
2012-12	10.52	3665	
2013-03	14.26	3440	
2013-06	13.92	5304	
2013-09	7.75	9152	
2013-12	6.91	8134	
2014-03	8.96	9186	
2014-06	8.58	8238	
2014-09	11.08	6518	
2014-12	12.78	9581	
2015-03	16.77	6990	
2015-06	23.92	42396	
2015-09	12	33138	
2015-12	16.49	35410	
2016-03	12.07	33482	
2016-06	12.04	39597	
2016-09	13.43	40718	
2016-12	14.75	34041	
2017-03	14.44	37046	
2017-06	11.98	38741	
2017-09	12.19	41824	
2017-12	11.29	44863	
2018-03	10.58	47721	
2018-06	9.14	49479	
2018-09	6.03	70560	
2018-12	5.94	71897	
2019-03	7.11	71962	
2019-06	7.59	81726	
2019-09	7.42	84531	
2019-12	8	88062	
2020-03	6.94	92948	
2020-06	7.29	94101	
2020-09	7.83	101066	
2020-12	7.43	106431	
2021-03	6.74	107095	
2021-06	6.59	103745	
2021-09	7.27	73947	
2021-12	6.84	77910	
2022-03	6.48	70851	
2022-06	5.84	74843	
2022-09	5.4	78750	
2022-12	5.87	74351	
2023-03	6.26	59585	
2023-06	5.88	66171	
2023-09	5.59	69795	
2023-12	5.84	58028	
2024-03	4.49	69116	
2024-06	3.75	74954	
2024-09	3.65	75572	
