month	ct_avg_Tdx收盘价	股东人数
2012-05	17.39	66920	
2012-06	15.28	15425	
2012-09	11.96	13778	
2012-12	10.52	13093	
2013-03	14.26	13951	
2013-06	13.92	14199	
2013-09	7.75	16457	
2013-12	6.91	18683	
2014-03	8.96	16544	
2014-06	8.58	18497	
2014-09	11.08	23376	
2014-12	12.78	15947	
2015-03	16.77	21860	
2015-06	23.92	22488	
2015-09	12	28771	
2015-12	16.49	26923	
2016-03	12.07	28473	
2016-06	12.04	24083	
2016-09	13.43	23420	
2016-12	14.75	28014	
2017-03	14.44	25742	
2017-06	11.98	24622	
2017-09	12.19	22801	
2017-12	11.29	21254	
2018-03	10.58	19981	
2018-06	9.14	19301	
2018-09	6.03	19232	
2018-12	5.94	18876	
2019-03	7.11	18859	
2019-06	7.59	16604	
2019-09	7.42	16053	
2019-12	8	15411	
2020-03	6.94	14601	
2020-06	7.29	14423	
2020-09	7.83	13429	
2020-12	7.43	12752	
2021-03	6.74	12673	
2021-06	6.59	13083	
2021-09	7.27	18355	
2021-12	6.84	17425	
2022-03	6.48	19161	
2022-06	5.84	18139	
2022-09	5.4	17239	
2022-12	5.87	18259	
2023-03	6.26	22784	
2023-06	5.88	20516	
2023-09	5.59	19451	
2023-12	5.84	23395	
2024-03	4.49	19642	
2024-06	3.75	18112	
2024-09	3.65	17964	
