month	ct_avg_前复权价格	人均持股
2017-01	1.13	1260	
2017-03	1.41	3289648	
2017-06	1.22	3304373	
2017-09	1.58	4568050	
2017-12	1.13	4701891	
2018-03	1.05	4837463	
2018-06	0.88	4888721	
2018-09	0.74	4869373	
2018-12	0.76	4869373	
2019-03	1.19	4908224	
2019-06	1.18	4921313	
2019-09	1.22	4947701	
2019-12	1.17	4961001	
2020-06	1.09	4994566	
2020-09	1.36	5070034	
2020-12	1.32	5155006	
2021-03	1.12	5272835	
2021-06	1.14	5303139	
2021-09	1.2	5412001	
2021-12	1.19	5435913	
2022-03	1.09	5435913	
2022-06	1.03	5451971	
2022-09	1.06	5542019	
2022-12	1.1	5558712	
2023-03	1.13	5583940	
2023-06	1.31	5609399	
2023-09	1.29	5609399	
2023-12	1.42	5661019	
2024-03	1.41	5687187	
2024-06	1.33	5749197	
2024-09	1.39	5731343	
