month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2019-02	1.71	1.11	
2019-03	1.8	1.2	
2019-04	2.06	1.48	
2019-05	1.84	1.19	
2019-06	1.83	1.15	
2019-07	1.82	1.14	
2019-08	1.73	1.01	
2019-09	1.73	0.99	
2019-10	1.74	0.98	
2019-11	1.79	1.03	
2019-12	1.92	1.16	
2020-01	1.88	1.09	
2020-02	1.66	0.82	
2020-03	1.68	0.83	
2020-04	1.79	0.92	
2020-05	1.83	0.93	
2020-06	1.9	0.98	
2020-07	2.45	1.5	
2020-08	3.07	2.07	
2020-09	2.97	1.88	
2020-10	3.03	1.89	
2020-11	3.73	2.45	
2020-12	4.04	2.61	
2021-01	5.09	3.35	
2021-02	6.24	4.11	
2021-03	4.64	2.65	
2021-04	4.41	2.37	
2021-05	4.22	2.13	
2021-06	4.11	1.98	
2021-07	4.45	2.13	
2021-08	4.55	2.1	
2021-09	4.87	2.23	
2021-10	4.45	1.87	
2021-11	3.83	1.41	
2021-12	4.17	1.56	
2022-01	4.44	1.66	
2022-02	4.58	1.68	
2022-03	3.58	1.05	
2022-04	3.37	0.89	
2022-05	3.45	0.91	
2022-06	3.8	1.07	
2022-07	3.51	0.87	
2022-08	3.57	0.87	
2022-09	3.43	0.77	
2022-10	2.8	0.42	
2022-11	2.91	0.46	
2022-12	3.03	0.5	
2023-01	2.92	0.43	
2023-02	3.2	0.55	
2023-03	3.09	0.47	
2023-04	3.4	0.6	
2023-05	2.98	0.39	
2023-06	2.86	0.31	
2023-07	2.93	0.33	
2023-08	2.98	0.34	
2023-09	2.96	0.32	
2023-10	2.73	0.21	
2023-11	2.69	0.18	
2023-12	2.48	0.08	
2024-01	2.37	0.02	
2024-02	2.43	0.04	
2024-03	2.6	0.11	
2024-04	2.71	0.14	
2024-05	2.62	0.1	
2024-06	2.39	-0.01	
2024-07	2.29	-0.05	
2024-08	2.17	-0.11	
2024-09	2.13	-0.13	
2024-10	2.31	-0.06	
2024-11	2.4	-0.03	
2024-12	2.3	-0.08	
2025-01	2.15	-0.14	
2025-02	2.18	-0.13	
