month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2009-06	22.41	3.3	0.25	-62.42	1.37	58.77	
2009-07	23.84	3.51	0.32	-75.66	1.49	77.13	
2009-08	23.83	3.51	0.32	-76.02	1.44	81.55	
2009-09	27	3.98	0.48	-42.09	1.71	94.97	
2009-10	26.91	3.96	0.47	-35.16	1.66	89.34	
2009-11	29.36	4.33	0.59	4.68	1.83	96.51	
2009-12	31.41	4.62	0.69	32.67	1.96	98.48	
2010-01	33.91	5	0.81	53.53	2.12	95.94	
2010-02	32.53	4.79	0.72	51.19	1.92	84.64	
2010-03	35.55	5.24	0.86	72.55	2.12	96.89	
2010-04	36.62	6.38	0.9	77.32	2.67	98.94	
2010-05	32.81	6.34	0.68	56.79	2.54	89.51	
2010-06	34.27	6.62	0.74	66.54	2.58	92.39	
2010-07	32.23	6.23	0.62	28.45	2.26	74.64	
2010-08	36.61	7.07	0.82	68.22	2.59	94.56	
2010-09	37.31	7.21	0.84	76.65	2.55	90.79	
2010-10	36.86	7.12	0.79	80.41	2.39	86.16	
2010-11	36.71	7.09	0.77	78.21	2.28	81.09	
2010-12	36.89	7.16	0.76	87.5	2.23	87.03	
2011-09	32.56	6.49	0.54	27	1.32	-32.99	
2011-10	32.84	6.36	0.54	-5.6	1.23	-68.47	
2011-11	36.29	7.05	0.68	31.34	1.41	-33.12	
2011-12	35.32	6.86	0.62	27.21	1.3	-26.26	
2012-01	31.66	6.16	0.44	-28.75	1.03	-73.33	
2012-02	32.86	6.39	0.48	-38.3	1.07	-76.38	
2012-03	32.66	6.35	0.45	-42.77	1.02	-77.03	
2012-04	32.1	6.24	0.42	-60.3	0.94	-88.55	
2012-05	35.02	6.82	0.53	-8.63	1.09	-34.62	
2012-06	37.94	7.38	0.64	33.71	1.21	20.09	
2012-07	43.13	8.43	0.83	65.75	1.46	57.1	
2012-08	46.56	9.14	0.95	87.73	1.61	83.85	
2012-09	46.59	9.15	0.92	89.02	1.55	88.21	
2012-10	48.7	9.56	0.98	94.84	1.6	94.94	
2012-11	49.03	9.63	0.96	87.5	1.55	87.58	
2012-12	49.21	9.66	0.93	86.73	1.5	86.78	
2013-01	54.05	10.61	1.09	95.36	1.68	95.44	
2013-02	61.41	12.06	1.33	98.21	1.96	98.21	
2013-03	66.05	12.97	1.45	98.55	2.08	98.6	
2013-04	69.24	13.59	1.51	96.63	2.13	96.63	
2013-05	63.12	13.44	1.25	82.05	2.01	86.97	
2013-06	42.55	12.66	0.5	18.65	1.76	68.54	
2013-07	47.51	14.14	0.65	6.75	1.99	89.36	
2013-08	54.55	16.23	0.86	13.56	2.32	97.93	
