month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2005-10	0.77	18.86	
2005-11	0.77	25.77	
2005-12	0.83	54.3	
2006-01	0.92	75.06	
2006-02	1.01	86.03	
2006-03	1.1	90.33	
2006-04	1.05	78.75	
2006-05	1.05	75.8	
2006-06	1.03	64.25	
2006-07	1.03	60.2	
2006-08	0.94	17.55	
2006-09	1.01	29	
2006-10	1.12	60.87	
2006-11	1.34	84.94	
2006-12	1.59	97.11	
2007-01	2.01	99.11	
2007-02	2.42	97.74	
2007-03	2.43	91.56	
2007-04	2.86	98.85	
2007-05	3.16	95.34	
2007-06	3.01	86.86	
2007-07	2.87	71.43	
2007-08	4.18	96.78	
2007-09	5.12	95.8	
2007-10	5.08	89.48	
2007-11	4.67	74.43	
2007-12	4.67	71.7	
2008-01	5.04	78.49	
2008-02	4.41	50.42	
2008-03	3.56	1.7	
2008-04	3.14	-24.24	
2008-05	3.12	-34.02	
2008-06	2.46	-59.46	
2008-07	2.5	-65.33	
2008-08	2.63	-69.6	
2008-09	2.19	-85.57	
2008-10	1.85	-91.7	
2008-11	1.94	-85.67	
2008-12	1.97	-80.63	
2009-01	1.92	-84.88	
2009-02	2.27	-44.37	
2009-03	2.4	-13.23	
2009-04	2.58	11.69	
2009-05	2.5	19.1	
2009-06	2.84	40.38	
2009-07	3.11	55.05	
2009-08	2.74	44.6	
2009-09	2.45	10.8	
2009-10	2.78	32.7	
2009-11	2.9	54	
2009-12	2.92	62.42	
2010-01	2.88	62.86	
2010-02	2.66	19.94	
2010-03	2.88	41.65	
2010-04	3.14	82.4	
2010-05	2.74	42.1	
2010-06	2.76	7.47	
2010-07	2.9	21.35	
2010-08	2.99	67.29	
2010-09	2.78	27.02	
2010-10	3.2	47.54	
2010-11	3.01	66.07	
2010-12	2.79	14.25	
2011-01	2.81	-12.05	
2011-02	2.86	-3.69	
2011-03	3.04	36.26	
2011-04	3.35	75.24	
2011-05	3.08	69.18	
2011-06	2.82	22.49	
2011-07	2.75	-18.03	
2011-08	2.64	-46.39	
2011-09	2.62	-71.3	
2011-10	2.78	-61.77	
2011-11	2.75	-54.26	
2011-12	2.81	-34.82	
2012-01	2.97	5.36	
2012-02	2.95	29.06	
2012-03	2.81	1.58	
2012-04	2.8	-24.63	
2012-05	2.66	-47.52	
2012-06	2.46	-70.58	
2012-07	2.3	-82.39	
2012-08	2.3	-85.64	
2012-09	2.14	-97.59	
2012-10	2.17	-87.6	
2012-11	2.22	-77.35	
2012-12	2.46	-41.58	
2013-01	2.8	11.07	
2013-02	2.96	34.94	
2013-03	2.79	39.12	
2013-04	2.68	32.59	
2013-05	2.8	56.74	
2013-06	2.54	31.41	
2013-07	2.33	-19.68	
2013-08	2.43	-33.12	
2013-09	2.72	11.28	
2013-10	2.71	36.51	
2013-11	2.82	58.8	
2013-12	2.92	68.26	
2014-01	2.89	69.86	
2014-02	2.93	74	
2014-03	2.9	58.38	
2014-04	3.06	84.06	
2014-05	2.98	79.33	
2014-06	2.92	55.89	
2014-07	3	53.22	
2014-08	3.24	90.48	
2014-09	3.21	85.97	
2014-10	3.2	82.54	
2014-11	3.36	95.27	
2014-12	4.43	98.76	
2015-01	4.84	94.33	
2015-02	4.53	83.21	
2015-03	4.66	83.16	
2015-04	5.86	97.75	
2015-05	5.83	89.38	
2015-06	6.06	90.18	
2015-07	5.78	79.5	
2015-08	4.87	34.18	
2015-09	4.84	12.63	
2015-10	4.91	5.09	
2015-11	5.19	14.41	
2015-12	5.39	30.01	
2016-01	4.76	-3.48	
2016-02	4.44	-42.8	
2016-03	4.72	-43.4	
2016-04	4.76	-46.43	
2016-05	4.68	-57.7	
2016-06	4.67	-53.57	
2016-07	4.75	-32.82	
2016-08	5.01	17.24	
2016-09	4.94	30.13	
2016-10	5	42.41	
2016-11	5.38	64.41	
2016-12	5.42	68.43	
2017-01	5.42	75.3	
2017-02	5.64	88	
2017-03	5.5	74.73	
2017-04	5.28	45.83	
2017-05	5.02	-0.4	
2017-06	5.27	15.59	
2017-07	5.79	58.71	
2017-08	5.66	64.36	
2017-09	5.54	61.22	
2017-10	5.53	60.14	
2017-11	5.39	15.26	
2017-12	5.41	10.93	
2018-01	5.64	16.64	
2018-02	5.68	60.54	
2018-03	5.42	20.01	
2018-04	5.2	-26.54	
2018-05	5	-64.94	
2018-06	4.68	-84.96	
2018-07	4.45	-89.17	
2018-08	4.5	-88.32	
2018-09	4.65	-70.11	
2018-10	4.72	-55.7	
2018-11	4.74	-43.38	
2018-12	4.56	-62.32	
2019-01	4.49	-73.42	
2019-02	4.76	-39.82	
2019-03	5.02	13.14	
2019-04	5.1	40.86	
2019-05	4.54	-7.01	
2019-06	4.61	-17.9	
2019-07	4.65	-25.43	
2019-08	4.5	-47.44	
2019-09	4.6	-47.59	
2019-10	4.7	-17.46	
2019-11	4.64	-24.11	
2019-12	4.65	-34.58	
2020-01	4.69	4.24	
2020-02	4.38	-65.4	
2020-03	4.2	-89.29	
2020-04	3.99	-97.11	
2020-05	3.96	-94.84	
2020-06	3.92	-94.82	
2020-07	4.21	-58.7	
2020-08	4.13	-52.72	
2020-09	4	-72.44	
2020-10	4	-74.33	
2020-11	4.04	-63.31	
2020-12	4.05	-39.99	
2021-01	3.97	-72.59	
2021-02	4.08	-43.45	
2021-03	4.14	-1.55	
2021-04	4.04	-4.08	
2021-05	4.1	1.69	
2021-06	4.03	8.38	
2021-07	3.88	-61.77	
2021-08	3.74	-89.33	
2021-09	3.83	-80.67	
2021-10	3.82	-76.17	
2021-11	3.77	-85.67	
2021-12	3.8	-73.84	
2022-01	3.85	-46.29	
2022-02	3.88	-20.87	
2022-03	3.67	-67.86	
2022-04	3.76	-67.39	
2022-05	3.58	-92.11	
2022-06	3.69	-75.34	
2022-07	3.7	-68.62	
2022-08	3.67	-67.08	
2022-09	3.7	-43.28	
2022-10	3.58	-74.66	
2022-11	3.59	-81.21	
2022-12	3.77	-18.51	
2023-01	3.76	7.92	
2023-02	3.72	7.72	
2023-03	3.85	51.51	
2023-04	4.02	79.37	
2023-05	4.32	87.99	
2023-06	4.19	83.17	
2023-07	4.24	83.55	
2023-08	4.36	90.37	
2023-09	4.35	88.8	
2023-10	4.36	86.45	
2023-11	4.34	75.93	
2023-12	4.44	90.43	
2024-01	4.54	94.07	
2024-02	4.77	98.02	
2024-03	4.9	95.88	
2024-04	5.16	98.97	
2024-05	5.28	96.47	
2024-06	5.16	82.42	
2024-07	5.26	86.61	
2024-08	5.13	64.49	
2024-09	5.34	69.22	
2024-10	5.96	93.8	
2024-11	5.95	91.5	
2024-12	6.39	99.23	
2025-01	6.21	85.07	
2025-02	6.11	74.82	
