month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2008-10	3.81	-0.73	
2008-11	3.62	-0.74	
2008-12	3.72	-0.73	
2009-01	3.55	-0.74	
2009-02	4.11	-0.7	
2009-03	4.35	-0.67	
2009-04	5.67	-0.57	
2009-05	5.78	-0.56	
2009-06	5.69	-0.56	
2009-07	5.98	-0.53	
2009-08	5.85	-0.53	
2009-09	5.46	-0.56	
2009-10	5.33	-0.56	
2009-11	5.69	-0.52	
2009-12	5.7	-0.52	
2010-01	5.77	-0.51	
2010-02	5.48	-0.53	
2010-03	5.61	-0.51	
2010-04	5.37	-0.53	
2010-05	4.59	-0.59	
2010-06	4.21	-0.62	
2010-07	3.94	-0.64	
2010-08	4.21	-0.61	
2010-09	4.37	-0.59	
2010-10	4.52	-0.57	
2010-11	4.26	-0.59	
2010-12	3.93	-0.61	
2011-01	4.11	-0.59	
2011-02	4.48	-0.55	
2011-03	4.24	-0.57	
2011-04	4.21	-0.56	
2011-05	4.08	-0.57	
2011-06	3.89	-0.59	
2011-07	3.9	-0.58	
2011-08	3.55	-0.61	
2011-09	3.25	-0.64	
2011-10	3.07	-0.66	
2011-11	3.1	-0.65	
2011-12	2.78	-0.68	
2012-01	2.76	-0.68	
2012-02	2.95	-0.65	
2012-03	2.98	-0.65	
2012-04	2.99	-0.64	
2012-05	2.9	-0.65	
2012-06	2.71	-0.67	
2012-07	2.58	-0.68	
2012-08	2.52	-0.68	
2012-09	2.46	-0.68	
2012-10	2.46	-0.68	
2012-11	2.47	-0.67	
2012-12	2.54	-0.66	
2013-01	2.74	-0.63	
2013-02	2.9	-0.6	
2013-03	2.73	-0.61	
2013-04	2.68	-0.61	
2013-05	2.78	-0.59	
2013-06	2.66	-0.6	
2013-07	2.57	-0.61	
2013-08	2.82	-0.56	
2013-09	6.07	-0.03	
2013-10	5.3	-0.15	
2013-11	4.77	-0.22	
2013-12	5.21	-0.13	
2014-01	4.97	-0.16	
2014-02	5.03	-0.14	
