month	ct_avg_Tdx收盘价	人均持股
2010-03	23.21	1589	
2010-06	16.84	2243	
2010-09	17.87	2442	
2010-12	18.67	2520	
2011-03	22.86	7871	
2011-06	19.83	8324	
2011-09	17.32	5284	
2011-12	5.74	8507	
2012-03	6.57	7494	
2012-06	7.76	9110	
2012-09	7.82	10018	
2012-12	6.1	9581	
2013-03	7.35	13236	
2013-06	6.55	13446	
2013-09	7.55	16835	
2013-12	6.33	15215	
2014-03	6.06	28316	
2014-06	5.25	26447	
2014-09	7.05	22566	
2014-12	6.58	20677	
2015-03	7.29	16325	
2015-06	11.98	9926	
2015-09	5.8	9287	
2015-12	7.45	9592	
2016-03	5.8	10061	
2016-06	5.71	11385	
2016-09	5.95	12092	
2016-12	6.84	13135	
2017-03	8.18	12491	
2017-04	10.88	11033	
2017-05	10.79	6774	
2017-06	11.37	6333	
2017-07	9.23	6751	
2017-08	9.22	6543.5	
2017-09	9.19	6619.5	
2017-12	6.17	7360	
2018-03	5.82	7640	
2018-04	5.36	7807	
2018-05	5.18	7994	
2018-06	4.25	8315	
2018-07	3.76	8307	
2018-08	3.63	8472	
2018-09	3.47	8621	
2018-10	3.06	8645	
2018-11	3.56	8493	
2018-12	3.66	8578.33	
2019-01	3.42	8560	
2019-03	4.29	8966	
2019-06	3.56	9533	
2019-09	3.38	9881	
2019-12	3.1	10194	
2020-03	3.33	10208	
2020-06	2.95	10672	
2020-09	3.33	11080	
2020-12	3.82	9888	
2021-01	5.1	7394	
2021-03	4.26	7845	
2021-05	4.18	8260.5	
2021-06	4.8	8315	
2021-09	4.45	9100	
2021-12	4.61	9665	
2022-03	4.01	9804	
2022-06	3.93	10031	
2022-09	4.36	9513	
2022-12	4.27	9987	
2023-03	4.47	10327	
2023-06	4.07	11843	
2023-08	4.14	12221	
2023-09	4.14	12307.67	
2023-10	4.17	12462.5	
2023-11	4.31	12661	
2023-12	4.28	12757	
2024-03	3.53	12477	
2024-06	2.94	12971	
2024-09	3	13087	
