month	ct_avg_Tdx收盘价	股东人数
2010-03	23.21	30208	
2010-06	16.84	26752	
2010-09	17.87	24571	
2010-12	18.67	23813	
2011-03	22.86	13722	
2011-06	19.83	12400	
2011-09	17.32	19533	
2011-12	5.74	24378	
2012-03	6.57	27673	
2012-06	7.76	22826	
2012-09	7.82	20758	
2012-12	6.1	21842	
2013-03	7.35	22102	
2013-06	6.55	21874	
2013-09	7.55	17471	
2013-12	6.33	19354	
2014-03	6.06	27699	
2014-06	5.25	29726	
2014-09	7.05	34838	
2014-12	6.58	38026	
2015-03	7.29	48163	
2015-06	11.98	83241	
2015-09	5.8	88971	
2015-12	7.45	85792	
2016-03	5.8	81797	
2016-06	5.71	76029	
2016-09	5.95	71584	
2016-12	6.84	65903	
2017-03	8.18	69300	
2017-04	10.88	82352.5	
2017-05	10.79	127776	
2017-06	11.37	139137	
2017-07	9.23	130511	
2017-08	9.22	134688.5	
2017-09	9.19	133152.5	
2017-12	6.17	119723	
2018-03	5.82	115339	
2018-04	5.36	112872	
2018-05	5.18	110228	
2018-06	4.25	105975	
2018-07	3.76	106070	
2018-08	3.63	104009	
2018-09	3.47	102208	
2018-10	3.06	101922	
2018-11	3.56	103842.33	
2018-12	3.66	102727	
2019-01	3.42	102928	
2019-03	4.29	98286	
2019-06	3.56	92434	
2019-09	3.38	89176	
2019-12	3.1	86440	
2020-03	3.33	86314	
2020-06	2.95	81407	
2020-09	3.33	78411	
2020-12	3.82	89126	
2021-01	5.1	119194	
2021-03	4.26	112342	
2021-05	4.18	106690	
2021-06	4.8	105969	
2021-09	4.45	96825	
2021-12	4.61	91183	
2022-03	4.01	89891	
2022-06	3.93	87710	
2022-09	4.36	92478	
2022-12	4.27	88094	
2023-03	4.47	85197	
2023-06	4.07	80610	
2023-08	4.14	78120.5	
2023-09	4.14	77569.67	
2023-10	4.17	76603.5	
2023-11	4.31	75406	
2023-12	4.28	74838.33	
2024-03	3.53	76518	
2024-06	2.94	73603	
2024-09	3	72947	
