month	ct_avg_Tdx收盘价	人均持股
1996-12	27.37	3311	
1997-12	21.65	1177	
1998-12	20.51	1240	
1999-12	21.28	1894	
2000-12	25.04	1572	
2001-12	20.87	1978	
2002-06	17.94	2025	
2002-09	18.07	3120	
2002-12	17.64	3377	
2003-03	19.8	3791	
2003-06	23.63	4286	
2003-09	11.72	8375	
2003-12	11.55	7884	
2004-03	13	8302	
2004-06	11.9	9081	
2004-09	10.7	9484	
2004-12	10.21	8983	
2005-03	12.51	11495	
2005-06	13.5	13614	
2005-09	13.16	13607	
2005-12	14.07	15223	
2006-03	17.55	15500	
2006-06	22.36	19594	
2006-09	20.06	15564	
2006-12	22.41	18258	
2007-03	25.99	8519	
2007-06	33.37	13978	
2007-09	34.1	4658	
2007-12	28.19	3449	
2008-03	22.35	3257	
2008-06	15.86	4469	
2008-09	12.96	3437	
2008-12	8.72	4399	
2009-03	11.96	5588	
2009-06	15.25	7208	
2009-09	18.64	9827	
2009-12	26.69	11664	
2010-03	30.1	17184	
2010-06	29.57	18420	
2010-09	39.29	24775	
2010-12	39.32	17579	
2011-03	36.66	15535	
2011-06	22.97	30108	
2011-09	18.77	30017	
2011-12	20.76	36015	
2012-01	20	35327	
2012-03	23.15	34330	
2012-06	21.9	29930	
2012-09	20.58	36942	
2012-12	20.29	38860	
2013-03	30.39	46973	
2013-06	30.31	43022	
2013-09	40.72	43887	
2013-12	39.45	30238	
2014-03	35.93	32342	
2014-06	32.42	26515	
2014-09	26.37	28790	
2014-12	27.03	21581	
2015-03	28.8	26266	
2015-06	19.86	15663	
2015-09	15.65	18110	
2015-12	15.88	16344	
2016-03	14.02	17999	
2016-06	16.16	22742	
2016-09	16.39	21421	
2016-12	17.92	22252	
2017-02	18.16	22427	
2017-03	18.46	23443	
2017-06	20.27	27400	
2017-09	24.54	33908	
2017-12	31.31	29569	
2018-03	30.33	23693	
2018-06	29.81	24124	
2018-09	23.74	23171	
2018-12	22.88	23699	
2019-03	27.47	27180	
2019-06	31.74	30475	
2019-09	28.86	22279	
2019-12	30.36	25865	
2020-03	28.89	22058	
2020-06	29.56	23115	
2020-09	39.33	26173	
2020-12	40.65	21797	
2021-03	40.09	12589	
2021-06	38.17	9570	
2021-09	36.25	11071	
2021-12	41.1	13542	
2022-03	37.31	13878	
2022-06	37.58	15179	
2022-09	33.2	13055	
2022-12	31.05	12667	
2023-03	29.49	11807	
2023-06	29.12	12092	
2023-09	26.25	11238	
2023-12	26.15	12089	
2024-03	28.49	13401	
2024-06	26.69	12368	
2024-09	22.99	12108	
