month	ct_avg_前复权价格	股东人数
1996-12	3.26	5437	
1997-12	7.03	39777	
1998-12	7.21	37733	
1999-12	7.54	36745	
2000-12	8.98	50816	
2001-12	7.59	40392	
2002-06	6.52	39457	
2002-09	6.69	41300	
2002-12	6.53	38159	
2003-03	7.33	33989	
2003-06	8.75	30062	
2003-09	8.75	30772	
2003-12	8.62	32687	
2004-03	9.7	31043	
2004-06	8.8	28379	
2004-09	8.25	27173	
2004-12	7.85	28689	
2005-03	9.6	22420	
2005-06	10.41	18930	
2005-09	10.34	18939	
2005-12	11.05	16929	
2006-03	13.99	16626	
2006-06	25.64	18930	
2006-09	23.01	23832	
2006-12	25.94	20316	
2007-03	29.8	43541	
2007-06	38.27	32595	
2007-09	39.22	97807	
2007-12	32.43	175816	
2008-03	25.67	186227	
2008-06	21.89	162862	
2008-09	17.45	211729	
2008-12	12.04	165428	
2009-03	16.51	130234	
2009-06	21.05	100964	
2009-09	25.73	74058	
2009-12	36.84	62393	
2010-03	41.55	42350	
2010-06	40.71	39508	
2010-09	54.24	29375	
2010-12	54.28	41398	
2011-03	50.61	46847	
2011-06	46.12	52721	
2011-09	51.81	52882	
2011-12	57.33	44074	
2012-01	55.23	44933	
2012-03	63.9	46238	
2012-06	61.12	53036	
2012-09	57.43	42968	
2012-12	56.62	40848	
2013-03	84.8	33796	
2013-06	84.17	36900	
2013-09	114.77	36172	
2013-12	111.21	52522	
2014-03	101.28	56681	
2014-06	91.37	69138	
2014-09	114.2	104474	
2014-12	115.63	139375	
2015-03	123.21	114514	
2015-06	173.13	384056	
2015-09	136.41	332181	
2015-12	138.43	364151	
2016-03	122.22	335207	
2016-06	145.26	265295	
2016-09	146.06	281654	
2016-12	161.06	271139	
2017-02	163.24	269025	
2017-03	165.93	257364	
2017-06	188.49	220192	
2017-09	228.12	177933	
2017-12	291.13	204043	
2018-03	282.02	254646	
2018-06	280.28	250101	
2018-09	225.96	260387	
2018-12	217.74	254584	
2019-03	261.48	222214	
2019-06	309.46	198809	
2019-09	281.39	271946	
2019-12	295.97	228366	
2020-03	281.63	266664	
2020-06	293.44	254470	
2020-09	394.08	225419	
2020-12	407.29	272071	
2021-03	401.64	471066	
2021-06	387.38	619662	
2021-09	370.97	535651	
2021-12	420.58	440140	
2022-03	381.26	429470	
2022-06	394.69	413625	
2022-09	348.66	480896	
2022-12	326.1	497983	
2023-03	309.76	534270	
2023-06	312.38	518961	
2023-09	285.58	558395	
2023-12	284.49	521555	
2024-03	309.92	470500	
2024-06	301.76	509796	
2024-09	261.07	520757	
