month	ct_avg_Tdx收盘价	股东人数
1996-12	27.37	5437	
1997-12	21.65	39777	
1998-12	20.51	37733	
1999-12	21.28	36745	
2000-12	25.04	50816	
2001-12	20.87	40392	
2002-06	17.94	39457	
2002-09	18.07	41300	
2002-12	17.64	38159	
2003-03	19.8	33989	
2003-06	23.63	30062	
2003-09	11.72	30772	
2003-12	11.55	32687	
2004-03	13	31043	
2004-06	11.9	28379	
2004-09	10.7	27173	
2004-12	10.21	28689	
2005-03	12.51	22420	
2005-06	13.5	18930	
2005-09	13.16	18939	
2005-12	14.07	16929	
2006-03	17.55	16626	
2006-06	22.36	18930	
2006-09	20.06	23832	
2006-12	22.41	20316	
2007-03	25.99	43541	
2007-06	33.37	32595	
2007-09	34.1	97807	
2007-12	28.19	175816	
2008-03	22.35	186227	
2008-06	15.86	162862	
2008-09	12.96	211729	
2008-12	8.72	165428	
2009-03	11.96	130234	
2009-06	15.25	100964	
2009-09	18.64	74058	
2009-12	26.69	62393	
2010-03	30.1	42350	
2010-06	29.57	39508	
2010-09	39.29	29375	
2010-12	39.32	41398	
2011-03	36.66	46847	
2011-06	22.97	52721	
2011-09	18.77	52882	
2011-12	20.76	44074	
2012-01	20	44933	
2012-03	23.15	46238	
2012-06	21.9	53036	
2012-09	20.58	42968	
2012-12	20.29	40848	
2013-03	30.39	33796	
2013-06	30.31	36900	
2013-09	40.72	36172	
2013-12	39.45	52522	
2014-03	35.93	56681	
2014-06	32.42	69138	
2014-09	26.37	104474	
2014-12	27.03	139375	
2015-03	28.8	114514	
2015-06	19.86	384056	
2015-09	15.65	332181	
2015-12	15.88	364151	
2016-03	14.02	335207	
2016-06	16.16	265295	
2016-09	16.39	281654	
2016-12	17.92	271139	
2017-02	18.16	269025	
2017-03	18.46	257364	
2017-06	20.27	220192	
2017-09	24.54	177933	
2017-12	31.31	204043	
2018-03	30.33	254646	
2018-06	29.81	250101	
2018-09	23.74	260387	
2018-12	22.88	254584	
2019-03	27.47	222214	
2019-06	31.74	198809	
2019-09	28.86	271946	
2019-12	30.36	228366	
2020-03	28.89	266664	
2020-06	29.56	254470	
2020-09	39.33	225419	
2020-12	40.65	272071	
2021-03	40.09	471066	
2021-06	38.17	619662	
2021-09	36.25	535651	
2021-12	41.1	440140	
2022-03	37.31	429470	
2022-06	37.58	413625	
2022-09	33.2	480896	
2022-12	31.05	497983	
2023-03	29.49	534270	
2023-06	29.12	518961	
2023-09	26.25	558395	
2023-12	26.15	521555	
2024-03	28.49	470500	
2024-06	26.69	509796	
2024-09	22.99	520757	
