month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2016-09	1.24	59.57	
2016-10	1.25	61.66	
2016-11	1.33	76.42	
2016-12	1.24	54.02	
2017-01	1.2	20.44	
2017-02	1.21	13.39	
2017-03	1.28	42.59	
2017-04	1.18	-1.93	
2017-05	0.88	-57.41	
2017-06	0.87	-73.98	
2017-07	0.82	-89.58	
2017-08	0.85	-80.16	
2017-09	0.91	-61.9	
2017-10	0.96	-42.44	
2017-11	1	-22	
2017-12	0.9	-49.87	
2018-01	0.91	-38.15	
2018-02	0.85	-64.58	
2018-03	0.92	-41.07	
2018-04	0.98	6.99	
2018-05	1.06	42.57	
2018-06	0.82	0.62	
2018-07	0.78	-39.61	
2018-08	0.81	-62.19	
2018-09	0.81	-71.15	
2018-10	0.78	-82.84	
2018-11	0.89	-32.59	
2018-12	0.96	8.21	
2019-01	1	35.63	
2019-02	1.13	61.55	
2019-03	1.23	70.75	
2019-04	1.24	81.55	
2019-05	1.28	90.13	
2019-06	1.24	78.67	
2019-07	1.35	95.38	
2019-08	1.47	98.21	
2019-09	1.57	98.84	
2019-10	1.51	83.33	
2019-11	1.47	72.62	
2019-12	1.62	88.07	
2020-01	1.79	96.6	
2020-02	1.79	91.83	
2020-03	1.58	62.78	
2020-04	1.62	49.11	
2020-05	1.81	82.19	
2020-06	2.19	95	
2020-07	3.01	99.34	
2020-08	3.54	95.83	
2020-09	3.44	89.69	
2020-10	4.06	96.93	
2020-11	3.74	83.88	
2020-12	4.06	86.18	
2021-01	4.8	96.43	
2021-02	5.06	93.33	
2021-03	4.12	64.32	
2021-04	4.31	61.56	
2021-05	4.59	75.99	
2021-06	5.49	88.95	
2021-07	6.95	95.13	
2021-08	8.43	97.77	
2021-09	8.28	87.54	
2021-10	8.37	86.55	
2021-11	7.92	72.32	
2021-12	7.61	54.04	
2022-01	7.02	30.31	
2022-02	6.67	7.65	
2022-03	7.21	13.43	
2022-04	5.96	-22.51	
2022-05	6.51	-25.28	
2022-06	6.46	-33.08	
2022-07	5.76	-59.65	
2022-08	6.04	-57.65	
2022-09	5.11	-81.72	
2022-10	5.02	-83.31	
2022-11	5.65	-66.96	
2022-12	5.34	-81.05	
2023-01	6.26	-25.56	
2023-02	6	-13.08	
2023-03	5.29	-48.52	
2023-04	4.53	-80.4	
2023-05	4.03	-93.3	
2023-06	3.92	-90.76	
2023-07	4.22	-78.91	
2023-08	3.9	-84.43	
2023-09	3.48	-96.65	
2023-10	3.19	-97.43	
2023-11	3.09	-93.34	
2023-12	2.69	-96.94	
2024-01	2.96	-79.63	
2024-02	2.97	-79.34	
2024-03	3.51	-34.4	
2024-04	3.11	-49.11	
2024-05	3.22	-31.65	
2024-06	2.86	-61.14	
2024-07	2.46	-76.28	
2024-08	2.6	-77.8	
2024-09	2.52	-82.71	
2024-10	2.96	-46.18	
2024-11	2.99	-11.05	
2024-12	2.74	-36.32	
2025-01	2.42	-73.07	
2025-02	2.56	-71.07	
