month	ct_avg_Tdx收盘价	人均持股
2011-09	6.65	7264	
2011-12	4.49	8432	
2012-03	4.74	8805	
2012-06	5.23	8690	
2012-09	4.24	19903	
2012-12	4.07	20595	
2013-03	7.36	20579	
2013-06	6.57	16637	
2014-03	5.57	17402	
2014-06	5.48	18245	
2014-09	6.02	33975	
2014-12	13.71	17209	
2015-03	13.35	17101	
2015-06	13.98	19048	
2015-09	6.68	22644	
2015-12	9.73	18390	
2016-03	7.41	18286	
2016-06	7.29	19402	
2016-09	7.4	21120	
2016-12	7.93	20283	
2017-02	8.13	22139	
2017-03	8.36	23714	
2017-06	9.48	30170	
2017-09	8.82	37553	
2017-12	7.07	36946	
2018-03	6.37	37398	
2018-06	6.07	37676	
2018-09	5.57	39453	
2018-12	5.3	39509	
2019-03	7.58	38270	
2019-06	7.09	39955	
2019-09	7.09	41886	
2019-12	7.31	37867	
2020-03	7.53	39621	
2020-06	7.02	40694	
2020-09	8.46	43671	
2020-12	8.86	46913	
2021-03	8.62	42973	
2021-06	9.56	40015	
2021-09	8.52	37982	
2021-12	7.86	39723	
2022-03	6.88	41064	
2022-06	6.66	41498	
2022-09	6.77	43805	
2022-12	6.51	42937	
2023-03	6.93	43939	
2023-06	6.64	45345	
2023-09	7.25	44486	
2023-12	8.53	37178	
2024-03	7.83	35318	
2024-06	8.18	36137	
2024-09	7.18	36377	
