month	ct_avg_前复权价格	股东人数
1997-12	3.7	47507	
1998-12	2.42	45444	
1999-12	2	46401	
2000-12	2.58	24996	
2001-12	2.92	12347	
2002-06	2.96	10964	
2002-09	2.94	10686	
2002-12	2.64	10147	
2003-03	2.76	9892	
2003-06	2.63	9369	
2003-09	2.26	9085	
2003-12	1.83	8820	
2004-03	1.83	11739	
2004-06	1.33	11129	
2004-09	1.01	13373	
2004-12	0.8	13458	
2005-03	0.63	14939	
2005-06	0.42	14623	
2005-09	0.49	14318	
2005-12	0.4	14153	
2006-03	0.38	13733	
2006-06	0.38	11914	
2006-09	0.44	11283	
2006-12	0.42	9611	
2007-03	0.5	8771	
2007-04	0.63	9611	
2008-09	0.74	11153	
2008-12	0.85	11634	
2009-03	1.33	12867	
2009-06	2.14	20142	
2009-09	1.87	18882	
2009-12	2.28	21223	
2010-03	2.17	23796	
2010-06	1.67	22274	
2010-09	2.05	22947	
2010-12	1.95	21599	
2011-03	2.28	20734	
2011-06	2.04	22242	
2011-09	2	18676	
2011-12	1.69	20003	
2012-01	1.44	19820	
2012-03	1.78	22285	
2012-06	2.5	19775	
2012-09	2.27	16756	
2012-12	2.16	15358	
2013-03	2.64	16351	
2013-06	2.61	15173	
2013-09	2.6	13158	
2013-12	3.75	10057	
2014-03	2.94	14690	
2014-06	2.48	14367	
2014-09	3.11	12390	
2014-12	3.23	10532	
2015-03	3.17	10447	
2015-06	10.84	11174	
2015-09	5.54	19155	
2015-12	8.61	19570	
2016-03	5.67	21908	
2016-06	5.52	48132	
2016-09	5.31	41872	
2016-12	5.39	45325	
2017-03	4.87	35652	
2017-06	4.46	32351	
2017-09	6.02	20858	
2017-12	7.8	16813	
2018-03	6.56	16445	
2018-04	6.93	15413	
2018-06	7.12	15414	
2018-09	7.12	15416	
2018-12	5.98	18896	
2019-03	6.8	21634	
2019-06	8.04	26819	
2019-09	16.7	43670	
2019-12	23.09	60363	
2020-03	28.33	95605	
2020-06	26.26	139557	
2020-09	29.05	149860	
2020-12	23.94	178096	
2021-03	23.51	155554	
2021-06	21.64	169102	
2021-09	24.2	127084	
2021-12	31.35	72188	
2022-03	23.96	95889	
2022-06	16.2	188677	
2022-09	13.17	178997	
2022-12	13.06	176084	
2023-01	13.26	167207	
2023-02	13.66	171958	
2023-03	12.53	186018	
2023-05	12.39	206382	
2023-06	11.81	196443	
2023-07	11.07	201533	
2023-08	10.69	189593	
2023-09	10.51	184549	
2023-10	10.87	175181	
2023-11	11.8	175612	
2023-12	10.14	182701	
2024-01	8.83	181592	
2024-03	9.22	183445	
2024-04	8.02	182678	
2024-05	7.32	183722	
2024-06	6.95	182712	
2024-07	6.75	180420	
2024-08	6.29	177201	
2024-09	6.17	172190	
2024-11	10.25	159853	
