month	ct_avg_Tdx收盘价	人均持股
1997-12	14.39	891	
1998-06	16.59	854	
1998-12	16.62	1132	
1999-06	15.86	2183	
1999-12	19.48	3211	
2000-06	23.58	1890	
2000-12	23.23	1808	
2001-12	19.56	2895	
2002-06	18.18	3001	
2002-09	18.81	3146	
2002-12	17.3	3214	
2003-03	17.75	3370	
2003-06	20.33	4629	
2003-09	20.42	5378	
2003-12	18.29	4041	
2004-03	18.86	4839	
2004-06	19.04	5789	
2004-09	20.18	6904	
2004-12	20.53	9687	
2005-03	23.64	10214	
2005-06	21.61	11044	
2005-09	19.84	12765	
2005-12	14.04	11994	
2006-03	13.62	5477	
2006-06	15.85	5053	
2006-09	15.79	6524	
2006-12	17.1	6955	
2007-03	22.4	6182	
2007-06	42.86	10796	
2007-09	37.6	4134	
2007-12	31.61	3276	
2008-03	27.15	3059	
2008-06	19.47	3141	
2008-09	13.85	3649	
2008-12	12.96	7923	
2009-03	15.58	7099	
2009-06	16.66	6350	
2009-09	17.19	7432	
2009-12	20.72	7711	
2010-03	23.64	9500	
2010-06	26.14	10396	
2010-09	29.42	15345	
2010-12	35.53	13236	
2011-03	36.39	9672	
2011-06	33.52	8054	
2011-09	15.13	8570	
2011-12	14.91	9238	
2012-03	14.79	9313	
2012-06	15.85	11112	
2012-09	17.04	13017	
2012-12	17.38	14469	
2013-03	21.59	17741	
2013-06	22.67	18794	
2013-09	21.97	18000	
2013-12	20.56	18477	
2014-03	18.06	15496	
2014-06	16.94	15191	
2014-09	18.74	15994	
2014-12	21.6	20289	
2015-03	24.03	21116	
2015-06	40.22	24263	
2015-09	23.65	23718	
2015-12	35.8	23894	
2016-03	28.69	20006	
2016-06	27.68	19887	
2016-09	30.84	22111	
2016-12	31.88	20304	
2017-02	30.53	19270	
2017-03	31.51	20476	
2017-06	33.55	20962	
2017-09	31.78	19105	
2017-12	32.46	20524	
2018-03	33.43	23465	
2018-06	37.42	21084	
2018-09	30.55	20514	
2018-12	28.51	21176	
2019-03	30.14	20250	
2019-06	28.58	21407	
2019-09	27.75	18901	
2019-12	26.43	19431	
2020-03	25.55	15960	
2020-06	26.32	17257	
2020-09	28.68	15890	
2020-12	24.65	11243	
2021-03	26.52	15002	
2021-06	37.15	12807	
2021-09	32.87	12251	
2021-12	39.6	16431	
2022-03	44.26	14703	
2022-06	49.88	18599	
2022-09	44.71	18448	
2022-12	46.82	16280	
2023-03	50.41	20454	
2023-06	56.47	18141	
2023-09	54.41	18491	
2023-12	52.09	17843	
2024-03	42.79	13049	
2024-06	41.99	12344	
2024-09	33.88	11592	
