month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2005-09	3.02	0.7	
2005-10	3.05	0.69	
2005-11	3.03	0.66	
2005-12	2.67	0.45	
2006-01	2.64	0.42	
2006-02	2.63	0.4	
2006-03	2.59	0.36	
2006-04	2.81	0.46	
2006-05	3.05	0.57	
2006-06	3.02	0.54	
2006-07	3.06	0.55	
2006-08	2.94	0.47	
2006-09	3.06	0.51	
2006-10	2.92	0.43	
2006-11	2.91	0.41	
2006-12	3.31	0.58	
2007-01	4.34	1.05	
2007-02	4.37	1.02	
2007-03	4.33	0.98	
2007-04	5.36	1.4	
2007-05	6.75	1.95	
2007-06	8.29	2.51	
2007-07	7.13	1.93	
2007-08	7.61	2.06	
2007-09	7.31	1.86	
2007-10	6.39	1.45	
2007-11	5.38	1.03	
2007-12	6.14	1.27	
2008-01	6.7	1.44	
2008-02	5.84	1.09	
2008-03	5.28	0.87	
2008-04	4.25	0.49	
2008-05	4.65	0.61	
2008-06	3.76	0.29	
2008-07	4.03	0.38	
2008-08	3.54	0.2	
2008-09	3.24	0.09	
2008-10	3.27	0.1	
2008-11	2.72	-0.09	
2008-12	3.04	0.01	
2009-01	3.2	0.06	
2009-02	3.72	0.22	
2009-03	3.65	0.19	
2009-04	3.81	0.24	
2009-05	3.94	0.27	
2009-06	3.9	0.25	
2009-07	4.11	0.3	
2009-08	4.07	0.28	
2009-09	4.07	0.28	
2009-10	4.25	0.32	
2009-11	5.03	0.55	
2009-12	4.91	0.5	
2010-01	5.26	0.59	
2010-02	5.67	0.7	
2010-03	5.6	0.66	
2010-04	5.79	0.7	
2010-05	6.46	0.87	
2010-06	6.17	0.77	
2010-07	5.41	0.53	
2010-08	6.08	0.7	
2010-09	7.04	0.94	
2010-10	7.83	1.13	
2010-11	8.99	1.4	
2010-12	8.5	1.23	
2011-01	7.39	0.91	
2011-02	7.72	0.97	
2011-03	8.71	1.18	
2011-04	9.01	1.22	
2011-05	8.76	1.12	
2011-06	8.03	0.92	
2011-07	10.33	1.41	
2011-08	10.01	1.3	
2011-09	9.13	1.07	
2011-10	8.48	0.89	
2011-11	9.71	1.13	
2011-12	9	0.94	
2012-01	8.27	0.76	
2012-02	8.64	0.82	
2012-03	8.92	0.85	
2012-04	8.55	0.75	
2012-05	9.01	0.82	
2012-06	9.56	0.9	
2012-07	10.92	1.13	
2012-08	10.88	1.09	
2012-09	10.37	0.96	
2012-10	10.77	1.01	
2012-11	10.69	0.96	
2012-12	10.58	0.91	
2013-01	11.99	1.13	
2013-02	12.74	1.22	
2013-03	13.14	1.25	
2013-04	13.53	1.27	
2013-05	14.54	1.4	
2013-06	13.8	1.23	
2013-07	14.04	1.23	
2013-08	14.3	1.23	
2013-09	13.51	1.08	
2013-10	13.36	1.02	
2013-11	11.72	0.75	
2013-12	12.65	0.86	
2014-01	12.15	0.76	
2014-02	11.77	0.69	
2014-03	11.11	0.57	
2014-04	10.81	0.51	
2014-05	10.31	0.43	
2014-06	10.42	0.43	
2014-07	11.06	0.5	
2014-08	11.82	0.58	
2014-09	11.65	0.54	
2014-10	11.83	0.55	
2014-11	11.86	0.53	
2014-12	13.4	0.71	
2015-01	14.63	0.84	
2015-02	13.75	0.7	
2015-03	14.91	0.82	
2015-04	19.41	1.32	
2015-05	20.49	1.41	
2015-06	24.95	1.86	
2015-07	17.78	1.01	
2015-08	17.68	0.97	
2015-09	14.78	0.63	
2015-10	15.98	0.75	
2015-11	16.64	0.8	
2015-12	22.37	1.39	
2016-01	20	1.11	
2016-02	18.84	0.96	
2016-03	17.93	0.84	
2016-04	18.17	0.84	
2016-05	17.22	0.73	
2016-06	17.3	0.71	
2016-07	19.68	0.92	
2016-08	19.54	0.88	
2016-09	19.41	0.84	
2016-10	19.72	0.84	
2016-11	20.39	0.88	
2016-12	20.07	0.82	
2017-01	19.23	0.72	
2017-02	19.22	0.69	
2017-03	19.84	0.72	
2017-04	19.9	0.7	
2017-05	19.8	0.67	
2017-06	21.12	0.76	
2017-07	21.02	0.72	
2017-08	20.46	0.66	
2017-09	20.16	0.61	
2017-10	21.17	0.67	
2017-11	21.52	0.67	
2017-12	20.59	0.58	
2018-01	21.34	0.62	
2018-02	20.7	0.55	
2018-03	21.21	0.57	
2018-04	22.7	0.66	
2018-05	24.87	0.79	
2018-06	23.73	0.68	
2018-07	22.18	0.56	
2018-08	20.1	0.4	
2018-09	19.54	0.34	
2018-10	18.68	0.27	
2018-11	18.91	0.28	
2018-12	18.23	0.22	
2019-01	17.06	0.14	
2019-02	18.29	0.21	
2019-03	19.27	0.27	
2019-04	20.35	0.33	
2019-05	18.94	0.23	
2019-06	18.28	0.17	
2019-07	18.83	0.2	
2019-08	17.99	0.14	
2019-09	17.91	0.13	
2019-10	17.5	0.1	
2019-11	17.4	0.09	
2019-12	17.32	0.08	
2020-01	18.15	0.12	
2020-02	18.34	0.13	
2020-03	16.81	0.03	
2020-04	16.54	0.01	
2020-05	16.57	0	
2020-06	17.32	0.04	
2020-07	18.25	0.09	
2020-08	20	0.19	
2020-09	19.05	0.13	
2020-10	18	0.06	
2020-11	18.08	0.06	
2020-12	16.38	-0.04	
2021-01	16.47	-0.04	
2021-02	17.02	-0.01	
2021-03	17.62	0.02	
2021-04	19.29	0.11	
2021-05	23.24	0.33	
2021-06	24.68	0.4	
2021-07	24.63	0.39	
2021-08	22.65	0.27	
2021-09	22.01	0.23	
2021-10	21.96	0.22	
2021-11	22.77	0.26	
2021-12	26.52	0.46	
2022-01	32.07	0.75	
2022-02	29.29	0.58	
2022-03	28.92	0.55	
2022-04	27.09	0.44	
2022-05	28.29	0.49	
2022-06	33.4	0.74	
2022-07	33.1	0.7	
2022-08	32.37	0.65	
2022-09	30.12	0.52	
2022-10	33.76	0.68	
2022-11	31.98	0.58	
2022-12	31.54	0.54	
2023-01	30.74	0.49	
2023-02	31.69	0.52	
2023-03	33.96	0.61	
2023-04	37.5	0.76	
2023-05	39.99	0.85	
2023-06	38.04	0.74	
2023-07	35.5	0.61	
2023-08	37.85	0.7	
2023-09	36.88	0.65	
2023-10	34.65	0.54	
2023-11	34.66	0.53	
2023-12	35.31	0.55	
2024-01	34.75	0.51	
2024-02	29.68	0.28	
2024-03	29	0.24	
2024-04	28.21	0.21	
2024-05	30.91	0.32	
2024-06	28.48	0.21	
2024-07	25.92	0.1	
2024-08	24.67	0.04	
2024-09	23.26	-0.02	
2024-10	26.88	0.13	
2024-11	28.51	0.19	
2024-12	28.53	0.19	
2025-01	26.15	0.08	
2025-02	26.29	0.09	
