month	ct_avg_Tdx收盘价	人均持股
2010-12	16.87	3488	
2011-03	17.17	3515	
2011-06	15.55	3746	
2011-09	14.65	3826	
2011-12	9.18	19266	
2012-03	11.1	20565	
2012-06	10.96	21061	
2012-09	9.11	22624	
2012-12	11.02	25570	
2013-03	12.04	24649	
2013-06	10.18	22296	
2013-09	10.05	24384	
2013-12	9.59	29459	
2014-03	8.36	30428	
2014-06	8.24	32171	
2014-09	9.61	35917	
2014-12	14.34	16970	
2015-03	14.51	17778	
2015-06	15.99	18670	
2015-09	8.07	20791	
2015-12	11.66	16759	
2016-03	8.32	21439	
2016-06	7.51	22002	
2016-09	7.71	24164	
2016-12	7.92	23987	
2017-03	7.81	25132	
2017-06	7.41	25790	
2017-09	8.55	27198	
2017-12	7.47	27714	
2018-03	6.77	27910	
2018-06	5.57	28013	
2018-09	4.45	28615	
2018-12	4.91	27982	
2019-03	7.11	26660	
2019-06	6.39	27199	
2019-09	6.51	28559	
2019-12	6.62	30764	
2020-03	6.69	30025	
2020-06	5.93	29574	
2020-09	8.29	26397	
2020-12	8.48	27497	
2021-03	8.52	27365	
2021-06	9.77	23077	
2021-09	10.68	25050	
2021-12	9.77	26747	
2022-03	7.83	23898	
2022-06	6.93	23319	
2022-09	5.92	29618	
2022-12	5.95	31218	
2023-03	6.22	33442	
2023-06	6.15	33921	
2023-09	6.42	35891	
2023-12	5.92	35610	
2024-03	5.69	36252	
2024-06	5.23	36636	
2024-09	5.36	36367	
