month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2006-11	6.24	-0.33	
2006-12	6.86	-0.27	
2007-01	7.79	-0.17	
2007-02	8.35	-0.11	
2007-03	9.12	-0.03	
2007-04	10.65	0.13	
2007-05	15.02	0.57	
2007-06	14.54	0.51	
2007-07	16.68	0.71	
2007-08	19.59	0.98	
2007-09	21.77	1.17	
2007-10	23.76	1.32	
2007-11	19.74	0.91	
2007-12	20.75	0.98	
2008-01	22.24	1.1	
2008-02	19.75	0.84	
2008-03	20	0.85	
2008-04	17.45	0.6	
2008-05	24.69	1.22	
2008-06	20.98	0.87	
2008-07	19.96	0.76	
2008-08	15.02	0.31	
2008-09	11.94	0.04	
2008-10	9.14	-0.2	
2008-11	8.86	-0.23	
2008-12	9.45	-0.17	
2009-01	9.34	-0.18	
2009-02	11.04	-0.03	
2009-03	11.4	0	
2009-04	14.68	0.28	
2009-05	15.26	0.33	
2009-06	15.27	0.32	
2009-07	18.26	0.57	
2009-08	18.95	0.62	
2009-09	17.23	0.46	
2009-10	19.01	0.61	
2009-11	21.3	0.79	
2009-12	23.52	0.95	
2010-01	22.49	0.85	
2010-02	20.03	0.63	
2010-03	19.86	0.61	
2010-04	21.97	0.76	
2010-05	20.27	0.61	
2010-06	18.26	0.44	
2010-07	17.11	0.34	
2010-08	18.09	0.41	
2010-09	18.15	0.41	
2010-10	27.58	1.11	
2010-11	28.65	1.16	
2010-12	28.03	1.09	
2011-01	26.62	0.96	
2011-02	27.14	0.97	
2011-03	31.87	1.28	
2011-04	35.93	1.52	
2011-05	32.28	1.23	
2011-06	33.63	1.28	
2011-07	34.56	1.3	
2011-08	31.1	1.04	
2011-09	28.39	0.84	
2011-10	27.39	0.76	
2011-11	27.98	0.77	
2011-12	23.13	0.45	
2012-01	23.66	0.47	
2012-02	24.93	0.53	
2012-03	24.82	0.51	
2012-04	23.15	0.4	
2012-05	23.54	0.41	
2012-06	21.04	0.25	
2012-07	18.93	0.12	
2012-08	18.55	0.1	
2012-09	18	0.06	
2012-10	18.53	0.09	
2012-11	17.1	0	
2012-12	17.07	0	
2013-01	18.11	0.06	
2013-02	18.45	0.08	
2013-03	17.97	0.05	
2013-04	16.23	-0.06	
2013-05	14.51	-0.16	
2013-06	11.96	-0.31	
2013-07	9.68	-0.44	
2013-08	10.44	-0.39	
2013-09	10.59	-0.38	
2013-10	10.61	-0.38	
2013-11	9.94	-0.42	
2013-12	9.53	-0.44	
2014-01	7.77	-0.55	
2014-02	7.32	-0.57	
2014-03	6.3	-0.63	
2014-04	6.34	-0.63	
2014-05	6.93	-0.6	
2014-06	6.76	-0.61	
2014-07	6.98	-0.59	
2014-08	7.7	-0.55	
2014-09	8.47	-0.51	
2014-10	8.73	-0.49	
2014-11	9.26	-0.46	
2014-12	12.59	-0.27	
2015-01	14.26	-0.18	
2015-02	12.93	-0.26	
2015-03	13.9	-0.21	
2015-04	16.1	-0.09	
2015-05	15.08	-0.15	
2015-06	16.52	-0.07	
2015-07	11.11	-0.38	
2015-08	11.11	-0.38	
2015-09	9.12	-0.49	
2015-10	9.64	-0.46	
2015-11	9.99	-0.43	
2015-12	9.65	-0.45	
2016-01	8.83	-0.49	
2016-02	8.7	-0.5	
2016-03	10.68	-0.38	
2016-04	10.85	-0.36	
2016-05	9.38	-0.45	
2016-06	9.8	-0.42	
2016-07	12.42	-0.26	
2016-08	12.5	-0.25	
2016-09	11.87	-0.28	
2016-10	12.77	-0.23	
2016-11	12.86	-0.22	
2016-12	11.2	-0.32	
2017-01	10.72	-0.35	
2017-02	11.01	-0.33	
2017-03	10.74	-0.35	
2017-04	11.63	-0.29	
2017-05	10.65	-0.35	
2017-06	11.56	-0.3	
2017-07	13.41	-0.19	
2017-08	13.1	-0.2	
2017-09	13.34	-0.19	
2017-10	12.39	-0.24	
2017-11	12.93	-0.21	
2017-12	13.84	-0.15	
2018-01	16.69	0.02	
2018-02	16.95	0.04	
2018-03	14.15	-0.13	
2018-04	13.67	-0.15	
2018-05	14.31	-0.11	
2018-06	14.06	-0.12	
2018-07	11.83	-0.26	
2018-08	11.48	-0.27	
2018-09	10.9	-0.31	
2018-10	11.04	-0.29	
2018-11	10.1	-0.35	
2018-12	9.46	-0.39	
2019-01	8.81	-0.43	
2019-02	9.64	-0.37	
2019-03	10.58	-0.3	
2019-04	11.76	-0.21	
2019-05	10.74	-0.27	
2019-06	10.5	-0.28	
2019-07	10.39	-0.27	
2019-08	9.48	-0.32	
2019-09	11.07	-0.2	
2019-10	10.77	-0.21	
2019-11	10.02	-0.25	
2019-12	9.65	-0.27	
2020-01	10.32	-0.2	
2020-02	9.17	-0.28	
2020-03	8.92	-0.29	
2020-04	8.49	-0.32	
2020-05	8.38	-0.32	
2020-06	8.71	-0.28	
2020-07	9.54	-0.2	
2020-08	9.19	-0.22	
2020-09	9.41	-0.2	
2020-10	9.52	-0.18	
2020-11	10.02	-0.13	
2020-12	10.59	-0.07	
2021-01	9.83	-0.13	
2021-02	9.1	-0.19	
2021-03	12.53	0.12	
2021-04	13.77	0.23	
2021-05	13.81	0.24	
2021-06	14.92	0.35	
2021-07	16.51	0.49	
2021-08	18.08	0.63	
2021-09	29.8	1.65	
2021-10	28.52	1.5	
2021-11	23.17	1.01	
2021-12	24.61	1.11	
2022-01	23.71	1.01	
2022-02	29.37	1.45	
2022-03	35.93	1.93	
2022-04	35.71	1.85	
2022-05	35.83	1.8	
2022-06	39.31	2	
2022-07	37.24	1.77	
2022-08	43.16	2.13	
2022-09	51.97	2.65	
2022-10	46.14	2.15	
2022-11	40.92	1.73	
2022-12	37.02	1.42	
2023-01	34.31	1.21	
2023-02	34.04	1.16	
2023-03	33.12	1.07	
2023-04	34.09	1.1	
2023-05	33.56	1.04	
2023-06	28.42	0.71	
2023-07	24.85	0.49	
2023-08	17.17	0.03	
2023-09	20.11	0.2	
2023-10	19.95	0.19	
2023-11	19.67	0.17	
2023-12	20.21	0.19	
2024-01	21.7	0.27	
2024-02	24.9	0.44	
2024-03	24.84	0.43	
2024-04	24.34	0.39	
2024-05	24.64	0.39	
2024-06	23.45	0.31	
2024-07	17.05	-0.05	
2024-08	14.28	-0.2	
2024-09	14.04	-0.22	
2024-10	15.89	-0.12	
2024-11	15.41	-0.15	
2024-12	14.52	-0.2	
2025-01	13.42	-0.26	
2025-02	13.31	-0.27	
