month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2000-04	22.41	88.44	
2000-05	21.08	74.27	
2000-06	17.32	37.22	
2000-07	16.41	4.55	
2000-08	17.41	2.17	
2000-09	16.36	-27.5	
2000-10	17.16	-18.54	
2000-11	18.63	12.74	
2000-12	19.06	36.9	
2001-01	18.89	37.44	
2001-02	16.69	-20.83	
2001-03	17.3	-26.62	
2001-04	17.58	-13.69	
2001-05	17.25	-43.8	
2001-06	17.78	-4.17	
2001-07	17.97	31.37	
2001-08	16.27	-46.9	
2001-09	16.05	-74.11	
2001-10	14.62	-90.76	
2001-11	15.02	-84.78	
2001-12	15.12	-81.8	
2002-01	13.63	-94.27	
2002-02	13.77	-90.45	
2002-03	14.44	-74.83	
2002-04	14.95	-51.99	
2002-05	15.05	-33.72	
2002-06	14.98	-33.26	
2002-07	12.78	-60.67	
2002-08	12.71	-80.44	
2002-09	12.91	-80.4	
2002-10	11.24	-93.33	
2002-11	8.91	-97.53	
2002-12	7.73	-92.17	
2003-01	8.27	-82.23	
2003-02	8.79	-72.2	
2003-03	8.8	-67.28	
2003-04	9.94	-38.15	
2003-05	10.86	-10.24	
2003-06	10.3	-10.5	
2003-07	9.83	-15.57	
2003-08	9.54	-25.76	
2003-09	8.62	-58.89	
2003-10	8.39	-68.5	
2003-11	8.23	-74.06	
2003-12	8.51	-59.33	
2004-01	9.06	-30.36	
2004-02	9.42	0.8	
2004-03	9.21	-1.55	
2004-04	8.91	-13.48	
2004-05	8.07	-63.45	
2004-06	7.25	-79.3	
2004-07	6.56	-92.37	
2004-08	6.07	-96.06	
2004-09	6.58	-77.84	
2004-10	7.25	-53.52	
2004-11	7.07	-50.57	
2004-12	6.39	-72.67	
2005-01	5.84	-85.8	
2005-02	6.3	-73.76	
2005-03	6.34	-62.89	
2005-04	6.37	-62.41	
2005-05	6.64	-20.98	
2005-06	6.45	-37.99	
2005-07	6.58	-2.38	
2005-08	7.06	39.09	
2005-09	7.82	59.86	
2005-10	7.04	47.82	
2005-11	5.93	-9.62	
2005-12	6.29	-18.97	
2006-02	6.02	-32.42	
2006-03	6.16	-38.11	
2006-04	7.73	23.3	
2006-05	9.29	67.61	
2006-06	9.56	88.48	
2006-07	10.43	92.73	
2006-08	5.34	31.99	
2006-09	4.79	-10.2	
2006-10	5.26	-27.21	
2006-11	5.4	-38.51	
2006-12	7.01	-10.25	
2007-01	9.78	41.92	
2007-02	10.76	60.77	
2007-03	11.84	78.44	
2007-04	15.39	83.89	
2007-05	19.12	88.81	
2007-06	16.83	82.5	
2007-07	15.74	72.73	
2007-08	20.17	92.7	
2007-09	21.28	89.78	
2007-10	19.28	73.48	
2007-11	17.59	50.62	
2007-12	18.34	45.45	
2008-01	21.9	79.91	
2008-02	20.15	72.92	
2008-03	18.28	46.68	
2008-04	13.47	-19.09	
2008-05	13.83	-35.19	
2008-06	9.86	-67.9	
2008-07	10.4	-73.94	
2008-08	8.56	-87.25	
2008-09	7.31	-89.71	
2008-10	6.87	-89.95	
2008-11	6.52	-89.33	
2008-12	7.12	-77.87	
2009-01	7.09	-70.95	
2009-02	8.75	-35	
2009-03	9	-12.74	
2009-04	9.46	11.52	
2009-05	9.22	11.29	
2009-06	9.98	36.32	
2009-07	11.03	54.39	
2009-08	11.29	57.74	
2009-09	11.59	63.82	
2009-10	11.84	68.47	
2009-11	13.51	85.8	
2009-12	13.63	84.43	
2010-01	13.54	83.35	
2010-02	12.29	54.41	
2010-03	12.33	42.7	
2010-04	12.01	17.64	
2010-05	10.1	-21.62	
2010-06	9.25	-46.43	
2010-07	8.43	-60.05	
2010-09	14.02	-22.05	
2010-10	18.79	35.16	
2010-11	18.86	69.64	
2010-12	20.83	92	
2011-01	19.84	82.63	
2011-02	21.57	92.28	
2011-03	19.98	74.18	
2011-04	18.55	48.73	
2011-05	18.72	39.64	
2011-06	18.96	32.9	
2011-07	20.7	56.95	
2011-08	19.33	29.23	
2011-09	20.13	57.95	
2011-10	18.54	5.8	
2011-11	20.02	27.21	
2011-12	17.97	-25.36	
2012-01	16.07	-70.6	
