month	ct_avg_Tdx收盘价	股东人数
1998-12	41.9	80456	
1999-06	42.08	66507	
1999-12	28.82	74603	
2000-06	31.42	102451	
2000-12	38.34	70777	
2001-06	38.94	65139	
2001-12	20.33	93772	
2002-03	20.71	97192	
2002-06	13.87	97203	
2002-09	13.09	112719	
2002-12	11.55	113494	
2003-03	11.29	111784	
2003-06	10.07	116759	
2003-09	9.24	124077	
2003-12	10.77	104588	
2004-03	13.45	124297	
2004-06	6.2	159963	
2004-09	6.71	146277	
2004-12	6.72	154064	
2005-03	7.09	139974	
2005-06	7.4	108749	
2005-09	7.68	115650	
2005-12	7.06	107347	
2006-03	8.29	99019	
2006-06	13.17	121454	
2006-09	12.83	118276	
2006-12	18.7	107347	
2007-03	25.09	150084	
2007-06	31.39	245898	
2007-09	38.37	276978	
2007-12	41.3	428136	
2008-03	31.34	559480	
2008-06	19.32	548953	
2008-09	16.11	527614	
2008-12	15.2	534369	
2009-03	15.19	571392	
2009-06	18.57	477702	
2009-09	22.63	506627	
2009-12	29.95	400756	
2010-03	27.96	405679	
2010-06	25.51	385483	
2010-09	33.11	293067	
2010-12	36.63	412717	
2011-03	32.53	415248	
2011-06	34.83	324979	
2011-09	37.67	277171	
2011-12	34.62	286109	
2012-03	35.35	266823	
2012-06	32.55	303689	
2012-09	33.55	286275	
2012-12	26.46	338335	
2013-03	23.62	394573	
2013-06	21.51	376543	
2013-09	18.65	388603	
2013-12	15.98	385650	
2014-03	16.88	354057	
2014-06	17.3	330386	
2014-09	18.78	318281	
2014-12	20.45	308671	
2015-03	22.08	285244	
2015-06	29.99	224136	
2015-12	26.01	210977	
2016-03	25.89	177377	
2016-06	31.43	158192	
2016-09	33.08	197704	
2016-12	35.42	192252	
2017-02	38.77	150203	
2017-03	41.75	152628	
2017-06	52.86	187062	
2017-09	55.28	158903	
2017-12	74.66	202384	
2018-03	73.18	267371	
2018-06	81.05	230075	
2018-08	64.42	250500	
2018-09	62.99	251776	
2018-12	52.53	287511	
2019-03	81.28	209241	
2019-06	107.6	231386	
2019-09	135.66	306084	
2019-12	129.32	282960	
2020-03	118.31	296724	
2020-06	161.73	275559	
2020-09	225.32	384700	
2020-12	274.22	353582	
2021-03	264.51	421559	
2021-06	301.35	417034	
2021-09	207.12	560329	
2021-12	236.08	593280	
2022-03	167	672317	
2022-06	180.78	602196	
2022-09	163.17	642725	
2022-12	177.08	577632	
2023-03	196.26	473366	
2023-06	169.62	539122	
2023-09	161.31	604914	
2023-12	137.81	648597	
2024-03	148.74	568852	
2024-06	136.38	605118	
2024-09	120.78	640411	
