month	ct_avg_前复权价格	股东人数
1998-12	0.78	80456	
1999-06	0.81	66507	
1999-12	0.84	74603	
2000-06	0.91	102451	
2000-12	1.11	70777	
2001-06	1.18	65139	
2001-12	1.05	93772	
2002-03	1.07	97192	
2002-06	0.93	97203	
2002-09	0.88	112719	
2002-12	0.78	113494	
2003-03	0.76	111784	
2003-06	0.81	116759	
2003-09	0.75	124077	
2003-12	0.87	104588	
2004-03	1.09	124297	
2004-06	1.02	159963	
2004-09	1.1	146277	
2004-12	1.1	154064	
2005-03	1.16	139974	
2005-06	1.21	108749	
2005-09	1.26	115650	
2005-12	1.16	107347	
2006-03	1.37	99019	
2006-06	2.56	121454	
2006-09	2.48	118276	
2006-12	3.62	107347	
2007-03	4.86	150084	
2007-06	8.54	245898	
2007-09	10.39	276978	
2007-12	11.21	428136	
2008-03	8.42	559480	
2008-06	5.24	548953	
2008-09	4.37	527614	
2008-12	4.13	534369	
2009-03	4.12	571392	
2009-06	5.06	477702	
2009-09	6.11	506627	
2009-12	8.15	400756	
2010-03	7.61	405679	
2010-06	6.99	385483	
2010-09	9.07	293067	
2010-12	10.04	412717	
2011-03	8.91	415248	
2011-06	9.63	324979	
2011-09	10.41	277171	
2011-12	9.57	286109	
2012-03	9.77	266823	
2012-06	9.13	303689	
2012-09	9.41	286275	
2012-12	7.42	338335	
2013-03	6.63	394573	
2013-06	6.19	376543	
2013-09	5.42	388603	
2013-12	4.64	385650	
2014-03	4.91	354057	
2014-06	5.03	330386	
2014-09	5.68	318281	
2014-12	6.19	308671	
2015-03	6.68	285244	
2015-06	9.14	224136	
2015-09	7.95	211316	
2015-12	8.04	210977	
2016-03	8	177377	
2016-06	9.71	158192	
2016-09	10.46	197704	
2016-12	11.19	192252	
2017-02	12.26	150203	
2017-03	13.2	152628	
2017-06	17.05	187062	
2017-09	17.83	158903	
2017-12	24.08	202384	
2018-03	23.6	267371	
2018-06	26.14	230075	
2018-08	21.16	250500	
2018-09	20.69	251776	
2018-12	17.25	287511	
2019-03	26.7	209241	
2019-06	35.87	231386	
2019-09	45.34	306084	
2019-12	43.22	282960	
2020-03	39.54	296724	
2020-06	54.25	275559	
2020-09	76.33	384700	
2020-12	92.89	353582	
2021-03	89.6	421559	
2021-06	102.08	417034	
2021-09	70.84	560329	
2021-12	80.74	593280	
2022-03	56.97	672317	
2022-06	61.93	602196	
2022-09	56.68	642725	
2022-12	61.52	577632	
2023-03	68.18	473366	
2023-06	59.19	539122	
2023-09	57.31	604914	
2023-12	48.97	648597	
2024-03	52.85	568852	
2024-06	48.46	605118	
2024-09	44.49	640411	
