month	ct_avg_Tdx收盘价	deviate_avg_100_ct_avg_Tdx收盘价
2002-03	19.96	0.79	
2002-04	21.3	0.9	
2002-05	19.97	0.76	
2002-06	19.34	0.69	
2002-07	18.69	0.61	
2002-08	18.81	0.6	
2002-09	18.44	0.55	
2002-10	18.43	0.53	
2002-11	18.63	0.53	
2002-12	17.47	0.42	
2003-01	17.23	0.39	
2003-02	16	0.28	
2003-03	15.03	0.19	
2003-04	15.22	0.2	
2003-05	14.27	0.12	
2003-06	14.3	0.11	
2003-07	14.14	0.09	
2003-08	14.4	0.1	
2003-09	15.17	0.15	
2003-10	14.88	0.12	
2003-11	14.38	0.08	
2003-12	15.04	0.12	
2004-01	15.27	0.13	
2004-02	16.76	0.23	
2004-03	16.97	0.23	
2004-04	17.72	0.27	
2004-05	16.68	0.19	
2004-06	15.3	0.08	
2004-07	13.99	-0.02	
2004-08	13.96	-0.03	
2004-09	14.3	-0.01	
2004-10	16.42	0.12	
2004-11	16.31	0.11	
2004-12	15.34	0.04	
2005-01	16.25	0.09	
2005-02	17.24	0.15	
2005-03	19.01	0.26	
2005-04	22.48	0.48	
2005-05	22.2	0.44	
2005-06	19.03	0.23	
2005-07	17.66	0.14	
2005-08	18.03	0.15	
2005-09	19.65	0.25	
2005-10	19.98	0.26	
2005-11	19.01	0.19	
2005-12	19.45	0.21	
2006-01	20.5	0.27	
2006-02	22.45	0.37	
2006-03	25.33	0.53	
2006-04	34.8	1.07	
2006-05	30.98	0.83	
2006-06	28.56	0.67	
2006-07	22.45	0.3	
2006-08	17.21	0	
2006-09	18.31	0.06	
2006-10	19.2	0.11	
2006-11	19	0.09	
2006-12	24.13	0.38	
2007-01	31.12	0.76	
2007-02	30.92	0.73	
2007-03	28.1	0.56	
2007-04	30.96	0.7	
2007-05	34.26	0.86	
2007-06	35.8	0.92	
2007-07	35.25	0.87	
2007-08	37.05	0.93	
2007-09	35.92	0.85	
2007-10	32.99	0.68	
2007-11	29.88	0.51	
2007-12	32.52	0.64	
2008-01	37.55	0.87	
2008-02	38.41	0.89	
2008-03	34.08	0.66	
2008-04	27.63	0.34	
2008-05	29.27	0.4	
2008-06	25.87	0.23	
2008-07	30.58	0.45	
2008-08	31.08	0.46	
2008-09	28.52	0.33	
2008-10	28.85	0.34	
2008-11	29.49	0.36	
2008-12	33.12	0.51	
2009-01	33.12	0.5	
2009-02	36.76	0.65	
2009-03	36.49	0.63	
2009-04	36.29	0.6	
2009-05	35.24	0.55	
2009-06	35.43	0.54	
2009-07	36.75	0.59	
2009-08	39.73	0.7	
2009-09	45.83	0.94	
2009-10	49.23	1.06	
2009-11	51.51	1.12	
2009-12	55.35	1.25	
2010-01	57.35	1.3	
2010-02	57.76	1.28	
2010-03	56.78	1.21	
2010-04	61.91	1.38	
2010-05	64.38	1.43	
2010-06	65.73	1.44	
2010-07	58.48	1.14	
2010-08	56.86	1.05	
2010-09	63.7	1.26	
2010-10	66.31	1.32	
2010-11	65.68	1.26	
2010-12	61.23	1.07	
2011-01	57.62	0.93	
