month	ct_avg_Tdx收盘价	股东人数
2002-06	12.27	130	
2002-09	12.77	140	
2002-12	11.2	3797	
2003-03	12.38	5191	
2003-06	15.04	7367	
2003-09	14.74	113	
2003-12	16.48	195	
2004-03	20.7	204	
2004-06	10.11	230	
2004-09	8.89	305	
2004-12	7.45	398	
2005-06	6.29	551	
2005-09	6.34	570	
2005-12	5.84	585	
2006-03	6.03	577	
2006-06	4.93	69685	
2006-09	4.65	793	
2006-12	6.16	570	
2007-06	12.45	119648	
2007-12	14.05	450	
2008-03	10.26	485	
2008-06	8.78	155141	
2008-09	6.54	136131	
2008-12	7.24	549	
2009-03	8.17	552	
2009-06	7.69	150485	
2009-09	7.45	562	
2009-12	7.98	579	
2010-03	7.34	609	
2010-06	6.05	942	
2010-09	6.12	772	
2010-12	6.02	768	
2011-03	5.55	792	
2011-06	5.45	828	
2011-09	4.37	156	
2011-12	4.84	800	
2012-03	5.29	756	
2012-06	6.21	678	
2012-09	6.21	621	
2013-03	6.86	508	
2013-06	5.66	474	
2013-09	5.51	464	
2014-03	4.84	450	
2014-06	5.53	451	
2014-09	6.23	435	
2014-12	7.9	419	
2015-03	7.92	401	
2015-06	12.57	393	
2015-09	9.11	392	
2016-03	7.62	399	
