month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2015-04	1.14	0.68	
2015-05	1.1	0.62	
2015-06	1.01	0.49	
2015-07	0.92	0.35	
2015-08	0.78	0.15	
2015-09	0.77	0.15	
2015-10	0.79	0.18	
2015-11	0.83	0.24	
2015-12	0.85	0.29	
2016-01	0.69	0.05	
2016-02	0.6	-0.06	
2016-03	0.67	0.06	
2016-04	0.68	0.08	
2016-05	0.62	0	
2016-06	0.62	0.02	
2016-07	0.64	0.05	
2016-08	0.64	0.05	
2016-09	0.65	0.07	
2016-10	0.65	0.07	
2016-11	0.71	0.16	
2016-12	0.73	0.2	
2017-01	0.77	0.26	
2017-02	0.79	0.3	
2017-03	0.76	0.23	
2017-04	0.75	0.21	
2017-05	0.81	0.31	
2017-06	0.83	0.34	
2017-07	0.86	0.37	
2017-08	0.85	0.35	
2017-09	0.85	0.35	
2017-10	0.87	0.38	
2017-11	1	0.56	
2017-12	0.95	0.48	
2018-01	0.93	0.45	
2018-02	0.86	0.34	
2018-03	0.81	0.27	
2018-04	0.75	0.17	
2018-05	0.76	0.19	
2018-06	0.73	0.14	
2018-07	0.71	0.11	
2018-08	0.68	0.06	
2018-09	0.67	0.05	
2018-10	0.67	0.05	
2018-11	0.68	0.06	
2018-12	0.66	0.03	
2019-01	0.65	0.02	
2019-02	0.77	0.2	
2019-03	0.89	0.39	
2019-04	0.91	0.4	
2019-05	0.8	0.23	
2019-06	0.84	0.29	
2019-07	0.92	0.42	
2019-08	0.89	0.35	
2019-09	0.89	0.35	
2019-10	0.93	0.39	
2019-11	1.07	0.6	
2019-12	1.05	0.54	
2020-01	1.06	0.56	
2020-02	0.96	0.39	
2020-03	0.86	0.25	
2020-04	0.85	0.21	
2020-05	0.83	0.19	
2020-06	0.86	0.23	
2020-07	1.16	0.63	
2020-08	1.34	0.86	
2020-09	1.4	0.92	
2020-10	1.53	1.07	
2020-11	1.35	0.82	
2020-12	1.25	0.67	
2021-01	1.23	0.62	
2021-02	1.09	0.42	
2021-03	1.02	0.32	
2021-04	1	0.28	
2021-05	1.09	0.4	
2021-06	1.09	0.38	
2021-07	1	0.27	
2021-08	0.93	0.16	
2021-09	1	0.25	
2021-10	1.02	0.26	
2021-11	0.94	0.16	
2021-12	0.97	0.18	
2022-01	0.95	0.16	
2022-02	0.96	0.16	
2022-03	0.85	0.02	
2022-04	0.85	0.01	
2022-05	0.81	-0.04	
2022-06	0.9	0.06	
2022-07	0.95	0.12	
2022-08	0.91	0.06	
2022-09	1.02	0.19	
2022-10	0.98	0.13	
2022-11	1.04	0.18	
2022-12	1.19	0.35	
2023-01	1.21	0.36	
2023-02	1.15	0.28	
2023-03	1.15	0.28	
2023-04	1.17	0.29	
2023-05	1.3	0.43	
2023-06	1.22	0.34	
2023-07	1.14	0.25	
2023-08	1.21	0.33	
2023-09	1.23	0.35	
2023-10	1.19	0.29	
2023-11	1.06	0.15	
2023-12	0.95	0.03	
2024-01	0.9	-0.02	
2024-02	1.01	0.1	
2024-03	0.97	0.05	
2024-04	0.96	0.03	
2024-05	1.07	0.15	
2024-06	1.05	0.13	
2024-07	1.05	0.12	
2024-08	1.06	0.13	
2024-09	1.21	0.27	
2024-10	1.48	0.54	
2024-11	1.51	0.57	
2024-12	1.45	0.49	
2025-01	1.34	0.37	
