month	ct_avg_Tdx收盘价	股东人数
1997-12	8.09	6524	
1998-06	7.66	86550	
1998-12	4.24	7392	
1999-06	4.68	7260	
1999-12	4.05	6782	
2000-06	5.81	6831	
2000-12	7.07	6846	
2001-06	7.26	27399	
2001-12	5.58	32210	
2002-06	6.49	32302	
2002-09	6.72	34439	
2002-12	8.28	33891	
2003-03	10.89	61609	
2003-06	17.2	16042	
2003-09	14.34	14289	
2003-12	15.69	10386	
2004-03	17.17	10399	
2004-06	9.57	11441	
2004-09	7.83	35067	
2004-12	5.91	15150	
2005-03	5.78	68077	
2005-06	5.73	12688	
2005-09	5.24	60877	
2005-12	3.6	12956	
2006-03	5.29	49542	
2006-06	5.34	13106	
2006-09	5.01	71755	
2006-12	7.59	14706	
2007-03	14.71	97218	
2007-06	16.78	7063	
2007-09	21.05	60043	
2007-12	18.41	31745	
2008-03	11.85	202777	
2008-06	5.81	35665	
2008-09	3.93	234203	
2009-03	6.97	249519	
2009-06	8.57	37995	
2009-09	10.57	34862	
2009-12	14.07	28458	
2010-03	12.51	223828	
2010-06	9.71	35444	
2010-09	11.18	35707	
2010-12	10.41	36570	
2011-03	9.85	249600	
2011-06	8.86	40443	
2011-09	4.2	42544	
2011-12	3.69	42188	
2012-03	4.67	38721	
2012-06	5.26	223497	
2012-09	5.07	205595	
2012-12	5.79	31015	
2013-03	8.83	23906	
2013-06	9.55	20211	
2013-09	10.65	17626	
2013-12	12.01	16196	
2014-03	9.55	16679	
2014-06	11.96	15524	
2014-09	13.34	15451	
2014-12	16.66	14089	
2015-03	20.47	13296	
2015-06	21.82	21409	
2015-09	13.52	20753	
2015-12	16.69	18948	
2016-03	14.72	19456	
2016-06	14.08	22828	
2016-09	15.62	22147	
2016-12	15.55	25007	
2017-03	15.76	29288	
2017-06	14.17	29267	
2017-07	14.36	29000	
2017-09	13.86	29124	
2017-12	12.88	30002	
2018-03	11.82	30235	
2018-05	10.3	170000	
2018-06	9.5	99424.5	
2018-07	8.27	168000	
2018-08	7.36	28500	
2018-09	6.92	98253.5	
2018-10	6.26	193000	
2018-12	6.41	149868	
2019-01	7.35	175333.33	
2019-02	8.35	154666.67	
2019-03	8.25	130437	
2019-04	9.33	167750	
2019-05	7.47	159333.33	
2019-06	6.57	161688.67	
2019-07	7.31	163000	
2019-08	7.95	138333.33	
2019-09	8.14	149466.33	
2019-10	7.47	141233.33	
2019-11	8.19	80250	
2019-12	9.14	138474	
2020-01	10.86	75100	
2020-02	10.1	27000	
2020-03	10.72	94297.33	
2020-04	9.65	121500	
2020-05	10.36	27100	
2020-06	11.04	93486.67	
2020-07	11.79	63066.67	
2020-08	11.46	27200	
2020-09	13.53	63716.33	
2020-10	15.64	54000	
2020-11	19.67	84666.67	
2020-12	23.7	245493.67	
2021-01	20.38	26000	
2021-02	18.57	27000	
2021-03	15.48	204401	
2021-06	24	326409	
2021-09	18.6	488030	
2021-12	16.65	593511	
2022-03	11.81	589258	
2022-06	17.94	664305	
2022-09	13.68	688132	
2022-12	13.31	731125	
2023-03	12.21	736208	
2023-06	12.35	655768	
2023-09	13.08	547561	
2023-12	18.04	451892	
2024-03	16.43	453758	
2024-06	13.58	608321	
2024-09	12.24	613116	
