month	ct_avg_Tdx收盘价	人均持股
1997-12	8.09	38320	
1998-06	7.66	2889	
1998-12	4.24	47348	
1999-06	4.68	48209	
1999-12	4.05	51607	
2000-06	5.81	51237	
2000-12	7.07	51125	
2001-06	7.26	12774	
2001-12	5.58	10866	
2002-06	6.49	10835	
2002-09	6.72	10163	
2002-12	8.28	10327	
2003-03	10.89	8408	
2003-06	17.2	21818	
2003-09	14.34	24494	
2003-12	15.69	33699	
2004-03	17.17	33657	
2004-06	9.57	36710	
2004-09	7.83	21970	
2004-12	5.91	27723	
2005-03	5.78	11317	
2005-06	5.73	33102	
2005-09	5.24	12655	
2005-12	3.6	32417	
2006-03	5.29	15551	
2006-06	5.34	32046	
2006-09	5.01	12300	
2006-12	7.59	28560	
2007-03	14.71	9078	
2007-06	16.78	59465	
2007-09	21.05	17639	
2007-12	18.41	15877	
2008-03	11.85	5223	
2008-06	5.81	16958	
2008-09	3.93	5925	
2009-03	6.97	5561	
2009-06	8.57	15918	
2009-09	10.57	17348	
2009-12	14.07	21252	
2010-03	12.51	6684	
2010-06	9.71	16828	
2010-09	11.18	16704	
2010-12	10.41	16309	
2011-03	9.85	9929	
2011-06	8.86	14748	
2011-09	4.2	25235	
2011-12	3.69	25448	
2012-03	4.67	23294	
2012-06	5.26	19193	
2012-09	5.07	20864	
2012-12	5.79	29082	
2013-03	8.83	37731	
2013-06	9.55	44628	
2013-09	10.65	51174	
2013-12	12.01	55692	
2014-03	9.55	54079	
2014-06	11.96	58103	
2014-09	13.34	58377	
2014-12	16.66	64021	
2015-03	20.47	67839	
2015-06	21.82	42131	
2015-09	13.52	43463	
2015-12	16.69	47603	
2016-03	14.72	46360	
2016-06	14.08	39512	
2016-09	15.62	40727	
2016-12	15.55	36069	
2017-03	15.76	30797	
2017-06	14.17	30819	
2017-07	14.36	31103	
2017-09	13.86	30971	
2017-12	12.88	30064	
2018-03	11.82	29833	
2018-05	10.3	22123	
2018-06	9.5	26694.5	
2018-07	8.27	22386	
2018-08	7.36	31658.5	
2018-09	6.92	27013.5	
2018-10	6.26	24160	
2018-12	6.41	25940	
2019-01	7.35	24853.67	
2019-02	8.35	24317.67	
2019-03	8.25	25897	
2019-04	9.33	25071.5	
2019-05	7.47	23775	
2019-06	6.57	25073	
2019-07	7.31	23326.5	
2019-08	7.95	27191.33	
2019-09	8.14	27167.33	
2019-10	7.47	27290.67	
2019-11	8.19	30599.5	
2019-12	9.14	30291.67	
2020-01	10.86	32248.5	
2020-02	10.1	33407	
2020-03	10.72	33801	
2020-04	9.65	32104	
2020-05	10.36	70167.67	
2020-06	11.04	33946.67	
2020-07	11.79	31820.67	
2020-08	11.46	33161	
2020-09	13.53	33911.33	
2020-10	15.64	34310.33	
2020-11	19.67	29168.33	
2020-12	23.7	34146.67	
2021-01	20.38	34692	
2021-02	18.57	33407	
2021-03	15.48	22993	
2021-06	24	15564	
2021-09	18.6	14574	
2021-12	16.65	11983	
2022-03	11.81	12070	
2022-06	17.94	13918	
2022-09	13.68	13436	
2022-12	13.31	12646	
2023-03	12.21	12619	
2023-06	12.35	14166	
2023-09	13.08	16966	
2023-12	18.04	21714	
2024-03	16.43	21720	
2024-06	13.58	16199	
2024-09	12.24	16072	
