month	ct_avg_前复权价格	股东人数
2010-08	1	39394	
2010-09	0.9	19974	
2010-12	0.71	19554	
2011-03	0.66	18604	
2011-06	0.54	18863	
2011-09	0.71	20288	
2011-12	0.56	18531	
2012-03	0.56	19081	
2012-06	0.59	19011	
2012-09	0.54	18003	
2012-12	0.47	18925	
2013-03	0.67	15484	
2013-06	0.71	14329	
2013-09	0.64	15784	
2013-12	0.56	14636	
2014-03	0.89	10290	
2014-06	0.79	9710	
2014-09	1.04	10258	
2014-12	0.84	11461	
2015-03	1.01	18514	
2015-06	1.45	19633	
2015-09	1.07	18844	
2015-12	2.7	33028	
2016-03	2.48	36652	
2016-06	3.07	137412	
2016-09	2.65	142996	
2016-12	2.46	139258	
2017-03	2.72	118626	
2017-04	3.32	114141.67	
2017-06	3.43	97891	
2017-07	4.29	98287	
2017-08	4.57	98254.5	
2017-09	5.1	121294	
2017-10	4.85	123198	
2017-11	4.83	134502	
2017-12	4.13	130219	
2018-01	4.15	141560	
2018-03	4.69	127977.5	
2018-04	4.19	133643	
2018-05	4.52	123703	
2018-06	4.1	129182.5	
2018-07	3.81	138255	
2018-08	3.1	137789.67	
2018-09	2.81	140840.67	
2018-10	2.35	146322	
2018-12	2.55	154270	
2019-02	2.58	151575	
2019-03	2.9	147696.25	
2019-04	2.74	145988.5	
2019-05	2.19	151741	
2019-06	2.04	149777.75	
2019-07	1.99	149578.5	
2019-08	1.86	150804	
2019-09	2	151652	
2019-10	2.04	145790	
2019-12	2.34	144060	
2020-01	3.01	149748.33	
2020-02	3.07	150351	
2020-03	2.53	158245.33	
2020-04	1.81	201273.67	
2020-05	1.65	197515.67	
2020-06	2.25	176609	
2020-07	2.47	175749	
2020-08	2.32	194849.67	
2020-09	1.97	190746.5	
2020-10	1.97	194724	
2020-11	2.26	155596.33	
2020-12	3.05	155052	
2021-01	5.42	198497.67	
2021-02	4.85	230180	
2021-03	3.77	224519.67	
2021-04	3.71	232326	
2021-05	4.88	239608	
2021-06	5.29	218924.67	
2021-07	7.38	191667.5	
2021-08	10.52	227305	
2021-09	10.67	263440.67	
2021-10	9.14	301970.67	
2021-11	9.8	265622.33	
2021-12	10.05	249424	
2022-01	8.48	314954.33	
2022-02	8.54	293210.67	
2022-03	8.07	331282.5	
2022-04	6.77	316942	
2022-05	8.28	275766.33	
2022-06	10.72	216554.33	
2022-07	11.99	221008	
2022-08	10.87	259323.67	
2022-09	10.19	172615.33	
2022-10	9.09	282512.33	
2022-11	9.05	293825	
2022-12	7.97	245089.75	
2023-01	8.15	307936.33	
2023-02	8.24	326173.67	
2023-03	7.26	230133.67	
2023-04	7.27	351175.33	
2023-05	7.15	336218.67	
2023-06	6.91	221705.33	
2023-07	6.67	340462	
2023-08	6.03	337296	
2023-09	5.54	167203.5	
2023-10	5.37	332630.33	
2023-11	5.2	335713.5	
2023-12	5.22	215176.33	
2024-01	5.39	319762	
2024-02	4.54	314161	
2024-03	5	229144.75	
2024-04	4.56	304072.67	
2024-05	3.73	308737	
2024-06	3.3	199094.33	
2024-07	2.92	290598.33	
2024-08	2.73	286072.5	
2024-09	2.75	153082.5	
2024-10	3.55	333201.33	
2024-11	3.97	313387.67	
2024-12	3.63	301254.67	
2025-01	3.27	290936.67	
