month	ct_avg_Tdx收盘价	ct_avg_前复权价格	deviate_avg_100_ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价	deviate_avg_100_ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2019-02	32.98	2.58	-0.37	-72.14	0.47	-72.44	
2019-03	37.17	2.9	-0.29	-33.16	0.63	-32.57	
2019-04	35.09	2.74	-0.32	-25.51	0.52	-25.34	
2019-05	28	2.19	-0.45	-64.33	0.21	-63.97	
2019-06	26	2.04	-0.49	-80.78	0.11	-80.4	
2019-07	25.35	1.99	-0.5	-83.81	0.08	-82.41	
2019-08	23.64	1.86	-0.53	-95.41	0.01	-94.68	
2019-09	25.41	2	-0.49	-78.48	0.07	-77.86	
2019-10	25.9	2.04	-0.48	-63.59	0.09	-62.4	
2019-11	28.08	2.21	-0.43	-39.79	0.16	-38.56	
2019-12	28.62	2.34	-0.42	-19.98	0.23	-8.64	
2020-01	32.16	3.01	-0.35	15.68	0.55	32.64	
2020-02	32.69	3.07	-0.33	24.6	0.57	44.38	
2020-03	26.96	2.53	-0.45	13.39	0.28	34.17	
2020-04	19.29	1.81	-0.6	-49.53	-0.09	-24.7	
2020-05	17.58	1.65	-0.64	-72.22	-0.17	-42.21	
2020-06	23.95	2.25	-0.51	-57.46	0.11	-18.8	
2020-07	26.32	2.47	-0.46	-26.05	0.21	11.37	
2020-08	24.74	2.32	-0.49	-24.7	0.13	17.43	
2020-09	20.99	1.97	-0.57	-65.38	-0.05	-39.65	
2020-10	20.98	1.97	-0.57	-74.61	-0.06	-54.58	
2020-11	24.14	2.26	-0.5	-48.56	0.08	-35.71	
2020-12	32.48	3.05	-0.33	21.89	0.43	32.34	
2021-01	57.8	5.42	0.19	68.44	1.49	79.73	
2021-02	51.77	4.85	0.06	74.17	1.18	82.08	
2021-03	40.24	3.77	-0.18	67.86	0.68	69.6	
2021-04	39.53	3.71	-0.19	58.84	0.62	58.84	
2021-05	52.05	4.88	0.06	84.92	1.09	84.92	
2021-06	56.37	5.29	0.14	87.33	1.23	87.41	
2021-07	78.67	7.38	0.58	95.7	2.02	95.7	
2021-08	112.19	10.52	1.21	98.3	3.14	98.3	
2021-09	113.76	10.67	1.21	90.89	3.04	90.85	
2021-10	97.51	9.14	0.87	75.34	2.36	75.39	
2021-11	104.52	9.8	0.98	78.98	2.49	78.98	
2021-12	107.15	10.05	1.01	78.88	2.45	78.96	
2022-01	90.43	8.48	0.68	39.8	1.84	39.94	
2022-02	91.12	8.54	0.67	24.27	1.78	24.16	
2022-03	86.85	8.07	0.58	11.37	1.57	6.02	
2022-04	72.15	6.77	0.3	-20.35	1.12	-26.32	
2022-05	88.27	8.28	0.58	-9.02	1.52	-12.22	
2022-06	114.33	10.72	1.01	38.65	2.17	37.46	
2022-07	127.83	11.99	1.21	60.25	2.44	58.08	
2022-08	115.94	10.87	0.98	60.56	2.03	59.12	
2022-09	108.71	10.19	0.84	48.47	1.76	46.56	
2022-10	96.99	9.09	0.62	7.37	1.41	8.09	
2022-11	96.5	9.05	0.6	-10.84	1.35	-7.63	
2022-12	85.02	7.97	0.41	-35.71	1.03	-31.66	
2023-01	86.9	8.15	0.43	-38	1.04	-38.56	
2023-02	87.89	8.24	0.44	-38.62	1.02	-39.29	
2023-03	77.41	7.26	0.26	-66.03	0.76	-65.37	
2023-04	77.49	7.27	0.26	-68.52	0.74	-68.7	
2023-05	76.3	7.15	0.23	-78.35	0.68	-78.57	
2023-06	73.56	6.91	0.18	-91.97	0.6	-91.52	
2023-07	68.17	6.67	0.09	-97.79	0.53	-95.45	
2023-08	61.62	6.03	-0.01	-98.84	0.36	-98.8	
2023-09	56.69	5.54	-0.09	-98.3	0.24	-98.44	
2023-10	54.94	5.37	-0.11	-95.38	0.19	-95.54	
2023-11	53.19	5.2	-0.14	-95.98	0.14	-95.82	
2023-12	53.39	5.22	-0.14	-88.73	0.14	-88.86	
2024-01	55.15	5.39	-0.11	-68.06	0.16	-67.61	
2024-02	46.39	4.54	-0.24	-92.48	-0.03	-92.35	
2024-03	51.16	5	-0.16	-84.86	0.07	-84.86	
2024-04	46.68	4.56	-0.22	-94.37	-0.03	-94.46	
2024-05	38.17	3.73	-0.35	-98.39	-0.21	-98.44	
2024-06	32.72	3.3	-0.43	-99.72	-0.3	-99.67	
2024-07	28.73	2.92	-0.49	-97.94	-0.38	-97.83	
2024-08	26.89	2.73	-0.51	-98.62	-0.42	-98.46	
2024-09	27.05	2.75	-0.5	-91.02	-0.42	-91.12	
2024-10	34.92	3.55	-0.35	-56.35	-0.25	-55.16	
2024-11	39.06	3.97	-0.27	-26.45	-0.16	-22.79	
2024-12	35.72	3.63	-0.34	-26.14	-0.24	-24.19	
2025-01	32.16	3.27	-0.4	-44.2	-0.31	-41.96	
2025-02	31.67	3.22	-0.41	-54.64	-0.32	-54.28	
