month	ct_avg_Tdx收盘价	股东人数
2001-12	5.75	136460	
2002-06	5.2	126180	
2002-09	5.25	124933	
2002-12	4.66	121262	
2003-03	4.81	118402	
2003-06	5.05	123855	
2003-09	4.44	127133	
2003-12	5.1	124495	
2004-03	6.02	126750	
2004-06	4.43	123958	
2004-09	4.54	123568	
2004-12	4.36	121813	
2005-03	4.31	118455	
2005-06	3.94	114699	
2005-09	4.55	135170	
2005-12	2.07	132922	
2006-03	2.58	162030	
2006-06	2.47	193247	
2006-09	2.23	189418	
2006-12	2.74	190272	
2007-03	5.41	373376	
2007-06	7.15	576089	
2007-09	9.04	686737	
2007-12	7.53	769052	
2008-03	6.87	751207	
2008-06	4.5	729895	
2008-09	2.97	715204	
2008-12	2.88	709754	
2009-03	3.38	681539	
2009-06	3.85	651851	
2009-09	4.22	650765	
2009-12	4.71	709400	
2010-03	4.19	687344	
2010-06	3.31	677520	
2010-09	3.4	650955	
2010-12	4.04	608040	
2011-03	6.55	515395	
2011-06	8.03	491504	
2011-09	6.24	491051	
2011-12	4.07	492587	
2012-01	4.59	487461	
2012-03	5.82	468740	
2012-06	5.8	464871	
2012-09	5.09	451337	
2012-12	5.1	439589	
2013-03	5.02	432848	
2013-06	4.42	426587	
2013-09	3.99	418581	
2013-12	4.31	407306	
2014-03	4.12	394400	
2014-06	3.63	395345	
2014-09	4.98	421232	
2014-12	4.06	473869	
2015-03	5.72	446935	
2015-06	6.42	716137	
2015-09	3.85	591028	
2015-12	3.72	522952	
2016-03	2.97	521700	
2016-06	2.88	502633	
2016-09	2.82	491335	
2016-12	2.88	486690	
2017-03	3.08	463498	
2017-06	2.18	458928	
2017-09	2.78	505738	
2017-12	2.53	483492	
2018-03	2.27	485228	
2018-06	1.63	547344	
2018-09	1.51	561388	
2018-12	1.54	563954	
2019-03	1.89	604545	
2019-06	1.72	611474	
2019-09	1.51	597101	
2019-12	1.3	597043	
2020-03	1.17	592243	
2020-06	1.09	587982	
2020-09	1.17	576061	
2020-12	1.18	559113	
2021-03	1.77	744718	
2021-06	1.59	717554	
2021-09	3.58	947831	
2021-12	2.93	926251	
2022-03	2.39	958584	
2022-06	2.25	933454	
2022-09	1.97	915778	
2022-12	1.97	875079	
2023-03	1.95	849523	
2023-06	1.81	817123	
2023-09	1.77	800901	
2023-12	1.48	800902	
2024-01	1.43	794155	
2024-03	1.57	784786	
2024-06	1.42	755715	
2024-08	1.44	739451	
2024-09	1.44	724931	
2024-11	1.99	838567	
2025-01	1.8	741742	
