month	ct_avg_前复权价格	股东人数
1994-12	0.8	13591	
1995-12	0.62	1034	
1996-12	0.53	12092	
1997-12	0.46	10027	
1998-06	0.62	12702	
1998-12	0.57	13556	
1999-12	0.92	2152	
2000-12	1.63	2362	
2001-12	1.25	4121	
2002-06	1.38	6442	
2002-09	1.4	7209	
2002-12	1.15	7872	
2003-03	1.17	8202	
2003-06	1.03	8511	
2003-09	1.01	8202	
2003-12	0.87	8983	
2004-03	1.07	9377	
2004-06	0.92	9407	
2004-09	0.95	16647	
2004-12	0.95	9845	
2005-03	0.94	16565	
2005-06	0.74	16073	
2005-09	0.84	15922	
2005-12	0.84	16128	
2006-03	0.87	9388	
2006-06	1.36	15792	
2006-09	1.14	15829	
2006-12	1.22	15045	
2007-03	1.79	15367	
2007-06	2.77	15792	
2007-09	3.72	13874	
2007-12	3.19	25413	
2008-03	3.15	23962	
2008-06	2.03	24414	
2008-09	1.82	23747	
2008-12	1.59	24310	
2009-06	2.58	16045	
2009-09	2.56	16030	
2009-12	3.21	15631	
2010-03	3.36	15925	
2010-06	3.08	15652	
2010-09	3	14807	
2010-12	2.98	14635	
2011-03	2.79	14690	
2011-06	2.4	14968	
2011-09	2.08	15101	
2011-12	2.29	16302	
2012-03	2.4	16047	
2012-06	2.3	15808	
2012-09	2.1	15655	
2012-12	1.96	15643	
2013-03	2.03	15433	
2013-06	2.37	15397	
2013-09	3.82	14419	
2013-12	3.48	14537	
2014-03	4.38	20893	
2014-06	4.56	21563	
2014-09	4.47	20897	
2014-12	5.13	19903	
2015-03	7.65	23306	
2015-06	11.84	22253	
2015-09	6.87	20753	
2015-12	9.24	22691	
2016-03	5.6	29355	
2016-06	5.59	18457	
2016-09	6.76	18962	
2016-12	5.61	39426	
2017-03	5.48	42318	
2017-06	4.83	43217	
2017-09	5.16	39401	
2017-12	5.27	37710	
2018-03	7.63	39263	
2018-06	7.27	39955	
2018-09	7.29	43328	
2018-12	6.42	18117	
2019-03	9.73	17803	
2019-06	10.26	18074	
2019-07	11.42	18670	
2019-08	12.23	18680	
2019-09	14.19	18616	
2019-12	13.44	18695	
2020-03	17.91	51709	
2020-06	22.05	19463	
2020-09	27.67	50633	
2020-12	25.34	19761	
2021-03	21.69	20234	
2021-06	25.97	20505	
2021-09	36.4	20032	
2021-12	32.55	19048	
2022-03	25.79	19855	
2022-06	28.5	20204	
2022-08	27.43	20476	
2022-09	27.35	20533	
2022-12	28.27	20625	
2023-03	37.31	20616	
2023-06	40.74	20692	
2023-09	38.71	20747	
2023-12	39.46	21237	
2024-01	37.51	21458	
2024-03	35.77	21813	
2024-06	34.58	22506	
2024-09	30.53	22754	
