month	ct_avg_Tdx收盘价	股东人数
1994-12	11.48	13591	
1995-12	8.09	1034	
1996-12	6.92	12092	
1997-12	6.03	10027	
1998-06	8.11	12702	
1998-12	7.43	13556	
1999-12	12.03	2152	
2000-12	21.3	2362	
2001-12	16.32	4121	
2002-06	18.03	6442	
2002-09	18.27	7209	
2002-12	14.98	7872	
2003-03	15.28	8202	
2003-06	13.48	8511	
2003-09	13.06	8202	
2003-12	11.37	8983	
2004-03	13.87	9377	
2004-06	11.94	9407	
2004-09	12.34	16647	
2004-12	12.41	9845	
2005-03	12.21	16565	
2005-06	9.65	16073	
2005-09	10.89	15922	
2005-12	10.76	16128	
2006-03	11.05	9388	
2006-06	12.62	15792	
2006-09	10.83	15829	
2006-12	11.59	15045	
2007-03	17.08	15367	
2007-06	26.39	15792	
2007-09	35.47	13874	
2007-12	30.35	25413	
2008-03	30.05	23962	
2008-06	19.22	24414	
2008-09	17.2	23747	
2008-12	14.99	24310	
2009-06	24.2	16045	
2009-09	23.97	16030	
2009-12	30.11	15631	
2010-03	31.53	15925	
2010-06	28.59	15652	
2010-09	27.85	14807	
2010-12	27.59	14635	
2011-03	25.84	14690	
2011-06	16.87	14968	
2011-09	14.62	15101	
2011-12	16.1	16302	
2012-03	16.92	16047	
2012-06	16.03	15808	
2012-09	14.67	15655	
2012-12	13.69	15643	
2013-03	14.17	15433	
2013-06	16.34	15397	
2013-09	26.26	14419	
2013-12	23.99	14537	
2014-03	30.13	20893	
2014-06	31	21563	
2014-12	35.19	19903	
2015-03	52.13	23306	
2015-06	80.34	22253	
2015-09	46.62	20753	
2015-12	62.7	22691	
2016-03	38	29355	
2016-06	18.86	18457	
2016-09	22.8	18962	
2016-12	18.94	39426	
2017-03	18.49	42318	
2017-06	16.2	43217	
2017-09	17.27	39401	
2017-12	17.66	37710	
2018-03	25.54	39263	
2018-06	24.21	39955	
2018-09	24.28	43328	
2018-12	21.38	18117	
2019-03	32.39	17803	
2019-06	33.68	18074	
2019-07	28.94	18670	
2019-08	31.01	18680	
2019-09	35.95	18616	
2019-12	34.07	18695	
2020-03	45.4	51709	
2020-06	55.66	19463	
2020-09	69.61	50633	
2020-12	63.77	19761	
2021-03	54.57	20234	
2021-06	53.99	20505	
2021-09	69.47	20032	
2021-12	62.12	19048	
2022-03	49.28	19855	
2022-06	54.38	20204	
2022-08	39.51	20476	
2022-09	39.4	20533	
2022-12	40.72	20625	
2023-03	53.75	20616	
2023-06	51.05	20692	
2023-09	45.8	20747	
2023-12	46.68	21237	
2024-01	44.38	21458	
2024-03	42.32	21813	
2024-06	35.69	22506	
2024-09	29.38	22754	
