month	ct_avg_Tdx收盘价	股东人数
2003-09	11.93	21981	
2003-12	14.99	15325	
2004-03	15	19000	
2004-06	12.22	18643	
2004-09	12.07	16067	
2004-12	12.21	15771	
2005-03	11.72	14215	
2005-06	8.96	15428	
2005-09	9.57	15107	
2005-12	11.2	11795	
2006-03	17.23	13158	
2006-06	27.8	12312	
2006-09	26.69	13592	
2006-12	32.02	11731	
2007-03	43.12	10733	
2007-06	68.92	7686	
2007-09	172.45	14528	
2007-12	146.14	14928	
2008-03	184.56	14451	
2008-06	50.57	43355	
2008-09	31.96	56682	
2008-12	45.46	42498	
2009-03	73.34	62798	
2009-06	54.08	145994	
2009-09	61.1	164097	
2009-12	82.16	123854	
2010-03	68.96	154755	
2010-06	39.1	234108	
2010-09	45.62	198125	
2010-12	53.96	268733	
2011-03	49.89	257569	
2011-06	45.05	272525	
2011-09	44.24	246317	
2011-12	31.97	258494	
2012-03	34.78	255918	
2012-06	35.38	248925	
2012-09	39.01	214941	
2012-12	36.52	222650	
2013-03	33.91	252563	
2013-09	23.22	261199	
2013-12	18.79	257354	
2014-03	17.79	260859	
2014-06	15.46	252600	
2014-12	20.02	226171	
2015-03	25.8	211325	
2015-06	29.92	167418	
2015-09	17.15	159151	
2015-12	20.93	145966	
2016-03	27.05	146086	
2016-06	35.01	134875	
2016-09	40.36	159067	
2016-12	36.87	199668	
2017-02	37.56	180463	
2017-03	36	190144	
2017-06	29.04	192869	
2017-09	32.58	178691	
2017-12	30.17	171369	
2018-03	27.62	177455	
2018-06	26.19	172972	
