month	ct_avg_Tdx收盘价	股东人数
2005-06	9.73	11292	
2005-09	11.74	10064	
2005-12	7.53	13600	
2006-03	6.55	13021	
2006-06	7.96	11847	
2006-09	7.94	9536	
2006-12	7.86	8664	
2007-03	11.92	6190	
2007-06	13	9320	
2007-12	25.93	10877	
2008-03	24.38	8358	
2008-06	16.74	8500	
2008-09	11.95	8273	
2008-12	11.51	9898	
2009-03	15.55	11265	
2009-06	14.84	14674	
2009-09	15.53	8654	
2009-12	22.67	9249	
2010-03	23.05	8772	
2010-06	25.01	7871	
2010-09	27.9	7334	
2010-12	33.59	7163	
2011-03	35.42	6078	
2011-06	32.54	6092	
2011-09	29.67	6410	
2011-12	27.06	6351	
2012-03	26.01	11230	
2012-06	11.29	11445	
2012-09	8.89	13715	
2012-12	8.6	18245	
2013-03	10.98	14068	
2013-06	13.36	12567	
2013-09	13.27	11592	
2013-12	11.18	13912	
2014-03	12.36	14077	
2014-06	10.49	12534	
2014-09	14.71	11172	
2015-03	17.42	22881	
2015-06	14.37	95679	
2015-09	6.83	84530	
2015-12	9.88	76679	
2016-03	6.89	73815	
2016-06	9.52	64916	
2016-09	9.85	52776	
2016-12	10.73	50019	
2017-02	10.78	47067	
2017-03	10.84	46875	
2017-06	14.97	38912	
2017-09	16.94	34911	
2017-12	18.15	38796	
2018-03	19.46	41476	
2018-06	17.84	33850	
2018-09	12.4	36647	
2018-12	13.25	35901	
2019-03	15.99	36043	
2019-06	10.39	36880	
2019-09	12.83	30990	
2019-12	15.96	35039	
2020-03	19.21	53538	
2020-06	20.22	56410	
2020-09	21.72	70360	
2020-12	23.41	78206	
2021-03	21.44	107774	
2021-06	21.84	77721	
2021-09	24.23	81947	
2021-12	23.62	61484	
2022-03	17.79	85080	
2022-06	22.55	60603	
2022-09	27.37	64841	
2022-12	22.55	66015	
2023-03	24.33	59753	
2023-06	27.84	61865	
2023-09	28.48	53589	
2023-12	28.74	52273	
2024-03	24.82	84746	
2024-06	22.46	112836	
2024-09	18.38	109572	
