month	ct_avg_前复权价格	deviate_avg_100_ct_avg_前复权价格
2013-08	4.82	0.52	
2013-09	4.72	0.47	
2013-10	4.27	0.31	
2013-11	3.74	0.14	
2013-12	3.97	0.2	
2014-01	3.79	0.14	
2014-02	4.15	0.24	
2014-03	4.39	0.3	
2014-04	4.57	0.34	
2014-05	4.64	0.34	
2014-06	4.85	0.39	
2014-07	5.36	0.52	
2014-08	6.11	0.71	
2014-09	6.91	0.9	
2014-10	6.64	0.8	
2014-11	6.37	0.7	
2014-12	6.37	0.68	
2015-01	6.47	0.68	
2015-02	7.05	0.8	
2015-03	8.17	1.05	
2015-04	11.06	1.72	
2015-05	12.06	1.89	
2015-06	14.11	2.28	
2015-07	8.8	1.01	
2015-08	8.57	0.93	
2015-09	6.44	0.44	
2015-10	7.62	0.68	
2015-11	8.9	0.93	
2015-12	9.32	1	
2016-01	7.15	0.52	
2016-02	6.64	0.4	
2016-03	6.5	0.36	
2016-04	7.21	0.5	
2016-05	7.66	0.59	
2016-06	9.08	0.86	
2016-07	8.86	0.8	
2016-08	9.09	0.82	
2016-09	9.39	0.86	
2016-10	10.43	1.03	
2016-11	10.1	0.94	
2016-12	10.23	0.94	
2017-01	9.86	0.84	
2017-02	10.28	0.89	
2017-03	10.31	0.86	
2017-04	10.87	0.93	
2017-05	13.14	1.29	
2017-06	14.7	1.51	
2017-07	16.26	1.71	
2017-08	16.07	1.62	
2017-09	16.55	1.64	
2017-10	16.68	1.6	
2017-11	17.06	1.6	
2017-12	17.73	1.64	
2018-01	19.5	1.84	
2018-02	18.75	1.67	
2018-03	19.02	1.65	
2018-04	16.76	1.29	
2018-05	17.09	1.29	
2018-06	17.59	1.32	
2018-07	16.23	1.11	
2018-08	13.26	0.7	
2018-09	12.27	0.56	
2018-10	11.73	0.47	
2018-11	12.61	0.57	
2018-12	13.16	0.62	
2019-01	13.21	0.61	
2019-02	14.45	0.74	
2019-03	15.89	0.89	
2019-04	16.52	0.94	
2019-05	13.97	0.62	
2019-06	13.66	0.57	
2019-07	14.47	0.65	
2019-08	13.81	0.56	
2019-09	16.87	0.88	
2019-10	18.04	0.98	
2019-11	19.28	1.09	
2019-12	20.99	1.24	
2020-01	25.63	1.68	
2020-02	28.45	1.9	
2020-03	25.26	1.52	
2020-04	24.57	1.4	
2020-05	29.46	1.81	
2020-06	33.87	2.14	
2020-07	39.99	2.6	
2020-08	38.51	2.36	
2020-09	37.46	2.17	
2020-10	40.07	2.3	
2020-11	43.19	2.44	
2020-12	40.47	2.13	
2021-01	44.18	2.31	
2021-02	42.82	2.12	
2021-03	37.08	1.63	
2021-04	37.58	1.61	
2021-05	36.74	1.49	
2021-06	38.23	1.53	
2021-07	39.12	1.53	
2021-08	41.93	1.65	
2021-09	42.39	1.61	
2021-10	41.74	1.52	
2021-11	41.84	1.47	
2021-12	41.34	1.39	
2022-01	41.03	1.32	
2022-02	33.96	0.89	
2022-03	30.47	0.67	
2022-04	27.42	0.48	
2022-05	29.74	0.59	
2022-06	39.82	1.08	
2022-07	50.57	1.59	
2022-08	51.83	1.59	
2022-09	48.39	1.36	
2022-10	38.32	0.84	
2022-11	40.38	0.91	
2022-12	39.97	0.86	
2023-01	41.25	0.89	
2023-02	46.92	1.11	
2023-03	43.11	0.91	
2023-04	42.52	0.85	
2023-05	43.51	0.86	
2023-06	49.64	1.09	
2023-07	49.81	1.06	
2023-08	50.13	1.04	
2023-09	50.89	1.04	
2023-10	49.43	0.95	
2023-11	50.23	0.95	
2023-12	51.44	0.97	
2024-01	43.77	0.65	
2024-02	41.19	0.53	
2024-03	44.43	0.63	
2024-04	38.9	0.41	
2024-05	39.31	0.41	
2024-06	40.44	0.44	
2024-07	33.98	0.19	
2024-08	30.2	0.05	
2024-09	33.24	0.15	
2024-10	41.02	0.4	
2024-11	43.66	0.47	
2024-12	44.05	0.47	
2025-01	48.98	0.61	
2025-02	62.16	1.01	
