month	ct_avg_Tdx收盘价	股东人数
1996-12	23.85	16041	
1997-12	30.07	20096	
1998-12	17.12	30853	
1999-12	15.42	26982	
2000-12	28.7	13256	
2001-12	15.63	13338	
2002-06	14.11	13294	
2002-09	15.69	13102	
2002-12	12.96	13166	
2003-03	12.87	13151	
2003-06	11.34	24839	
2003-09	9.46	13029	
2003-12	8.11	12651	
2004-03	9.51	11982	
2004-06	8.69	11929	
2004-09	7.29	23034	
2004-12	6.02	11673	
2005-03	5.32	22677	
2005-09	4.42	20380	
2005-12	3.92	10175	
2006-03	4.42	18960	
2006-06	5.8	9782	
2006-09	5.31	19315	
2006-12	6.41	17732	
2007-06	13.51	8517	
2007-09	24.31	34485	
2007-12	22.05	36965	
2008-03	18.59	33944	
2008-06	14.34	32149	
2008-09	8.85	32094	
2008-12	8.78	30612	
2009-03	10.69	33189	
2009-06	16.79	26987	
2009-09	22.76	25064	
2009-12	32.52	19131	
2010-03	36.01	12769	
2010-06	43.97	11898	
2010-09	57.2	14126	
2010-12	81.83	14180	
2011-03	79.49	12679	
2011-06	74	10872	
2011-09	90.36	11493	
2011-12	87.15	11255	
2012-03	94.67	10980	
2012-06	45.8	22802	
2012-09	34.67	27107	
2012-12	28.62	32085	
2013-03	30.99	34414	
2013-06	23.51	36591	
2013-09	20.25	41114	
2013-12	21.36	40772	
2014-03	19.26	40321	
2014-06	17.88	36799	
2014-09	26.94	30121	
2014-12	33.24	27298	
2015-03	33.89	30111	
2015-06	43.01	27386	
2015-09	28.38	24607	
2015-12	34.4	23539	
2016-03	33.29	19299	
2016-06	47.12	19231	
2016-09	41.84	24876	
2016-12	46.12	21272	
2017-03	52.81	16875	
2017-06	50.09	18369	
2017-09	54.71	19228	
2017-12	64.84	25431	
2018-03	61.4	21943	
2018-06	87.75	18171	
2018-09	76.83	21908	
2018-12	57.36	29761	
2019-03	90.81	20097	
2019-06	107.88	20504	
2019-09	118.98	23360	
2019-12	119.94	21204	
2020-03	117.95	29696	
2020-06	146.94	25645	
2020-09	227.93	31889	
2020-12	251.83	31247	
2021-03	201.12	32830	
2021-06	233.17	33189	
2021-09	224.39	27468	
2021-12	261.37	31645	
2022-03	193.39	35931	
2022-06	229.63	27499	
2022-09	256.67	23920	
2022-12	263.74	23920	
2023-03	274.71	22731	
2023-06	254.35	27533	
2023-09	281.12	25795	
2023-12	232.81	30893	
2024-03	245.93	28209	
2024-06	234.04	33319	
2024-09	159.02	38101	
