month	ct_avg_前复权价格	股东人数
1996-12	1.04	16041	
1997-12	1.31	20096	
1998-12	0.76	30853	
1999-12	0.7	26982	
2000-12	1.31	13256	
2001-12	0.73	13338	
2002-06	0.66	13294	
2002-09	0.74	13102	
2002-12	0.61	13166	
2003-03	0.61	13151	
2003-06	0.53	24839	
2003-09	0.45	13029	
2003-12	0.39	12651	
2004-03	0.45	11982	
2004-06	0.41	11929	
2004-09	0.35	23034	
2004-12	0.29	11673	
2005-03	0.25	22677	
2005-06	0.17	11257	
2005-09	0.21	20380	
2005-12	0.19	10175	
2006-03	0.21	18960	
2006-06	0.39	9782	
2006-09	0.35	19315	
2006-12	0.43	17732	
2007-03	0.6	17642	
2007-06	0.7	8517	
2007-09	1.62	34485	
2007-12	1.47	36965	
2008-03	1.24	33944	
2008-06	0.96	32149	
2008-09	0.59	32094	
2008-12	0.59	30612	
2009-03	0.71	33189	
2009-06	1.12	26987	
2009-09	1.51	25064	
2009-12	2.16	19131	
2010-03	2.39	12769	
2010-06	2.95	11898	
2010-09	3.83	14126	
2010-12	5.48	14180	
2011-03	5.32	12679	
2011-06	4.98	10872	
2011-09	6.08	11493	
2011-12	5.86	11255	
2012-03	6.37	10980	
2012-06	6.19	22802	
2012-09	4.69	27107	
2012-12	3.87	32085	
2013-03	4.19	34414	
2013-06	3.22	36591	
2013-09	2.8	41114	
2013-12	2.95	40772	
2014-03	2.66	40321	
2014-06	2.47	36799	
2014-09	3.79	30121	
2014-12	4.68	27298	
2015-03	4.77	30111	
2015-06	6.05	27386	
2015-09	4.01	24607	
2015-12	4.86	23539	
2016-03	4.71	19299	
2016-06	6.67	19231	
2016-09	5.93	24876	
2016-12	6.53	21272	
2017-03	7.48	16875	
2017-06	7.1	18369	
2017-09	7.84	19228	
2017-12	9.29	25431	
2018-03	8.8	21943	
2018-06	12.7	18171	
2018-09	11.14	21908	
2018-12	8.32	29761	
2019-03	13.17	20097	
2019-06	15.72	20504	
2019-09	17.49	23360	
2019-12	17.63	21204	
2020-03	17.33	29696	
2020-06	21.6	25645	
2020-09	33.79	31889	
2020-12	37.34	31247	
2021-03	29.82	32830	
2021-06	34.72	33189	
2021-09	33.48	27468	
2021-12	39	31645	
2022-03	28.36	35931	
2022-06	34.49	27499	
2022-09	38.67	23920	
2022-12	39.74	23920	
2023-03	41.39	22731	
2023-06	38.32	27533	
2023-09	42.87	25795	
2023-12	35.5	30893	
2024-03	37.5	28209	
2024-06	35.94	33319	
2024-09	24.74	38101	
