month	ct_avg_Tdx收盘价	人均持股
1996-12	23.85	1122	
1997-12	30.07	3981	
1998-12	17.12	2593	
1999-12	15.42	2965	
2000-12	28.7	6035	
2001-12	15.63	4498	
2002-06	14.11	4513	
2002-09	15.69	4579	
2002-12	12.96	4557	
2003-03	12.87	4562	
2003-06	11.34	3221	
2003-09	9.46	4605	
2003-12	8.11	4743	
2004-03	9.51	5008	
2004-06	8.69	5030	
2004-09	7.29	3473	
2004-12	6.02	5140	
2005-03	5.32	3528	
2005-09	4.42	3925	
2005-12	3.92	5897	
2006-03	4.42	4219	
2006-06	5.8	6134	
2006-09	5.31	4554	
2006-12	6.41	4961	
2007-06	13.51	7045	
2007-09	24.31	2893	
2007-12	22.05	2698	
2008-03	18.59	2939	
2008-06	14.34	3103	
2008-09	8.85	3474	
2008-12	8.78	3642	
2009-03	10.69	3360	
2009-06	16.79	4132	
2009-09	22.76	9376	
2009-12	32.52	12284	
2010-03	36.01	18404	
2010-06	43.97	19751	
2010-09	57.2	16636	
2010-12	81.83	16573	
2011-03	79.49	18535	
2011-06	74	21615	
2011-09	90.36	20447	
2011-12	87.15	20880	
2012-03	94.67	21403	
2012-06	45.8	20612	
2012-09	34.67	18578	
2012-12	28.62	15696	
2013-03	30.99	14634	
2013-06	23.51	13763	
2013-09	20.25	12249	
2013-12	21.36	12352	
2014-03	19.26	12490	
2014-06	17.88	13685	
2014-09	26.94	16719	
2014-12	33.24	18448	
2015-03	33.89	16725	
2015-06	43.01	18389	
2015-09	28.38	20466	
2015-12	34.4	21394	
2016-03	33.29	26095	
2016-06	47.12	26187	
2016-09	41.84	20244	
2016-12	46.12	23674	
2017-03	52.81	29843	
2017-06	50.09	27416	
2017-09	54.71	26191	
2017-12	64.84	19803	
2018-03	61.4	22950	
2018-06	87.75	27714	
2018-09	76.83	22987	
2018-12	57.36	16921	
2019-03	90.81	25058	
2019-06	107.88	24561	
2019-09	118.98	21558	
2019-12	119.94	23750	
2020-03	117.95	16959	
2020-06	146.94	19637	
2020-09	227.93	15792	
2020-12	251.83	16117	
2021-03	201.12	15340	
2021-06	233.17	15174	
2021-09	224.39	18334	
2021-12	261.37	15914	
2022-03	193.39	14712	
2022-06	229.63	19223	
2022-09	256.67	22099	
2022-12	263.74	22099	
2023-03	274.71	23255	
2023-06	254.35	19199	
2023-09	281.12	20492	
2023-12	232.81	17111	
2024-03	245.93	18739	
2024-06	234.04	15865	
2024-09	159.02	13874	
