month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2016-02	3.23	75.36	
2016-03	3.75	77.17	
2016-04	4.8	95.85	
2016-05	7.04	96.77	
2016-06	8.58	97.45	
2016-07	8.5	88.39	
2016-08	7.43	71.82	
2016-09	6.65	50.22	
2016-10	6.9	47.88	
2016-11	6.89	39.73	
2016-12	5.88	-2.31	
2017-01	5.67	-20.53	
2017-02	6	-20.49	
2017-03	6.55	3.77	
2017-04	5.77	-21.18	
2017-05	4.78	-65.94	
2017-06	5	-66.28	
2017-07	6.07	-25.26	
2017-08	5.65	-25.12	
2017-09	6.59	18.45	
2017-10	6.2	33.72	
2017-11	5.81	17	
2017-12	5.57	-32.19	
2018-01	5.92	-1.3	
2018-02	5.79	-27.14	
2018-03	6.15	28.04	
2018-04	5.68	-8.88	
2018-05	5.51	-43.02	
2018-06	5.06	-71.83	
2018-07	4.75	-86.77	
2018-08	3.42	-97.98	
2018-09	3.05	-95.39	
2018-10	2.57	-97.17	
2018-11	2.8	-84.54	
2018-12	3.09	-69.86	
2019-01	2.99	-70.74	
2019-02	3.8	-31.96	
2019-03	4.25	-1.02	
2019-04	3.93	1.32	
2019-05	3.21	-32.9	
2019-06	3.04	-49.53	
2019-07	3.4	-29.46	
2019-08	3.38	-24.84	
2019-09	3.55	13.62	
2019-10	3.4	-2.58	
2019-11	3.51	20.41	
2019-12	3.93	53.77	
2020-01	4.88	73.1	
2020-02	6.03	80.85	
2020-03	4.65	64.93	
2020-04	5.01	73.34	
2020-05	5.63	89.68	
2020-06	6.3	96.61	
2020-07	8.15	94.1	
2020-08	8.08	90.69	
2020-09	9.42	96.75	
2020-10	12.33	98.1	
2020-11	15.36	98.94	
2020-12	18.9	98.14	
2021-01	22.35	95.54	
2021-02	19.52	80.12	
2021-03	17.71	64.79	
2021-04	19.73	67.6	
2021-05	25.47	89.68	
2021-06	34.64	98.04	
2021-07	36.46	93.26	
2021-08	43.67	97.81	
2021-09	50.23	97.59	
2021-10	50.04	89.62	
2021-11	49.43	85.47	
2021-12	43.42	56.1	
2022-01	35.71	21.24	
2022-02	33.3	-1.51	
2022-03	34.45	-9.51	
2022-04	28.55	-38.3	
2022-05	27.33	-42.1	
2022-06	37.92	-13.86	
2022-07	41.99	19.17	
2022-08	37.64	8.81	
2022-09	33.07	-26.62	
2022-10	32.48	-36.77	
2022-11	32.49	-49.84	
2022-12	34.34	-31.9	
2023-01	33.04	-56.64	
2023-02	32.83	-51.87	
2023-03	29.63	-75.08	
2023-04	29.84	-74.48	
2023-05	31.34	-64.78	
2023-06	29.25	-86.47	
2023-07	27.17	-90.73	
2023-08	25.22	-95.11	
2023-09	21.05	-98.84	
2023-10	19.12	-97.79	
2023-11	19.29	-90.3	
2023-12	16.46	-97.79	
2024-01	16.16	-91.11	
2024-02	13.28	-96.17	
2024-03	15.36	-81.85	
2024-04	16.29	-67.41	
2024-05	15.17	-79.55	
2024-06	13.8	-92.15	
2024-07	11.71	-95.26	
2024-08	10.51	-98.62	
2024-09	10.47	-93.14	
2024-10	12.73	-63.05	
2024-11	16.41	-17.3	
2024-12	15.78	2.11	
2025-01	13.34	-16.57	
