month	ct_avg_Tdx收盘价	人均持股
1998-12	7.42	1584	
1999-06	7.2	1731	
1999-12	6.67	1657	
2000-06	7.79	2099	
2000-12	9.5	1929	
2001-12	9.32	1888	
2002-06	8.85	2054	
2002-09	9.35	2044	
2002-12	8.61	2024	
2003-03	8.27	2055	
2003-06	7.18	2082	
2003-09	6.14	2085	
2003-12	5.81	2147	
2004-03	7.66	2631	
2004-06	7.84	2754	
2004-09	7.65	2649	
2004-12	7.64	2676	
2005-03	8.56	2996	
2005-06	9.17	3851	
2005-09	10.94	4689	
2005-12	7.96	6208	
2006-03	9.11	6581	
2006-06	20.03	9719	
2006-09	20.43	13200	
2006-12	28.97	17051	
2007-03	71.69	21658	
2007-06	125.58	18619	
2007-09	233.44	17597	
2007-12	228.92	10669	
2008-03	148.24	3753	
2008-06	83.31	2580	
2008-09	48.85	2678	
2008-12	41.65	2271	
2009-03	51.39	1843	
2009-06	63.99	2977	
2009-09	74.08	2883	
2009-12	78.34	3013	
2010-03	70.5	2940	
2010-06	61.9	3093	
2010-09	59.48	7761	
2010-12	62.84	7120	
2011-03	81.98	9137	
2011-06	70.34	8343	
2011-09	34.55	10371	
2011-12	27.57	9995	
2012-03	34.88	9163	
2012-06	25.7	11293	
2012-09	20.23	11127	
2012-12	20.35	11736	
2013-03	21.8	11676	
2013-06	18.04	11822	
2013-09	19.05	12272	
2013-12	21.77	14817	
2014-03	19.21	13500	
2014-06	19.79	14209	
2014-09	30.52	14213	
2014-12	37.94	11341	
2015-03	39.21	10781	
2015-06	60.73	9806	
2015-09	35.44	10243	
2015-12	35.57	10590	
2016-03	24.11	10157	
2016-06	22	10156	
2016-09	22.08	10205	
2016-12	27.9	9280	
2017-03	28.15	9344	
2017-06	22.72	9136	
2017-09	24.82	9451	
2018-03	18.64	8208	
2018-06	10.83	9985	
2018-09	11.28	10507	
2018-12	12.91	11057	
2019-03	17.95	11620	
2019-06	19.7	9396	
2019-09	24.27	9422	
2019-12	21.32	10210	
2020-03	18.66	10360	
2020-06	17.95	10677	
2020-09	19.3	10345	
2020-12	18.25	10262	
2021-03	15.17	17675	
2021-06	16.86	15699	
2021-09	26.32	12289	
2021-12	24.23	11353	
2022-03	19.34	11213	
2022-06	19.36	11816	
2022-09	25.65	16308	
2022-12	22.91	13623	
2023-03	25.01	25075	
2023-06	29.71	18631	
2023-09	27.92	19879	
2023-12	28.62	23399	
2024-03	35.58	25904	
2024-06	38.12	28097	
2024-09	36.45	22912	
