month	ct_avg_Tdx收盘价	股东人数
1998-12	7.42	44183	
1999-06	7.2	44487	
1999-12	6.67	46471	
2000-06	7.79	36676	
2000-12	9.5	39908	
2001-12	9.32	40777	
2002-06	8.85	37490	
2002-09	9.35	37679	
2002-12	8.61	38037	
2003-03	8.27	37464	
2003-06	7.18	36981	
2003-09	6.14	36928	
2003-12	5.81	35871	
2004-03	7.66	29265	
2004-06	7.84	27956	
2004-09	7.65	29068	
2004-12	7.64	28771	
2005-03	8.56	25697	
2005-06	9.17	19994	
2005-09	10.94	16420	
2005-12	7.96	16372	
2006-03	9.11	15445	
2006-06	20.03	10458	
2006-09	20.43	7700	
2006-12	28.97	5961	
2007-03	71.69	4693	
2007-06	125.58	5459	
2007-09	233.44	7659	
2007-12	228.92	12633	
2008-03	148.24	35916	
2008-06	83.31	56913	
2008-09	48.85	54835	
2008-12	41.65	64659	
2009-03	51.39	79663	
2009-06	63.99	88193	
2009-09	74.08	91074	
2009-12	78.34	87133	
2010-03	70.5	89304	
2010-06	61.9	84896	
2010-09	59.48	85373	
2010-12	62.84	93061	
2011-03	81.98	72513	
2011-06	70.34	79413	
2011-09	34.55	102216	
2011-12	27.57	106060	
2012-03	34.88	115689	
2012-06	25.7	122037	
2012-09	20.23	123851	
2012-12	20.35	117429	
2013-03	21.8	118025	
2013-06	18.04	116572	
2013-09	19.05	112294	
2013-12	21.77	93009	
2014-03	19.21	102082	
2014-06	19.79	96991	
2014-09	30.52	96961	
2014-12	37.94	121514	
2015-03	39.21	127823	
2015-06	60.73	140542	
2015-09	35.44	134540	
2015-12	35.57	130128	
2016-03	24.11	135687	
2016-06	22	135693	
2016-09	22.08	135039	
2016-12	27.9	148504	
2017-03	28.15	147488	
2017-06	22.72	150853	
2017-09	24.82	145814	
2018-03	18.64	167897	
2018-06	10.83	138023	
2018-09	11.28	131167	
2018-12	12.91	124634	
2019-03	17.95	118601	
2019-06	19.7	146663	
2019-09	24.27	146262	
2019-12	21.32	134975	
2020-03	18.66	133026	
2020-06	17.95	129075	
2020-09	19.3	133215	
2020-12	18.25	134292	
2021-03	15.17	138235	
2021-06	16.86	155638	
2021-09	26.32	198814	
2021-12	24.23	215218	
2022-03	19.34	217905	
2022-06	19.36	206786	
2022-09	25.65	149823	
2022-12	22.91	179351	
2023-03	25.01	178364	
2023-06	29.71	240054	
2023-09	27.92	224987	
2023-12	28.62	191137	
2024-03	35.58	172656	
2024-06	38.12	159180	
2024-09	36.45	195204	
