month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2017-01	15.36	-55.65	
2017-02	15.26	-52.78	
2017-03	15.02	-65.22	
2017-04	14.37	-74.95	
2017-05	13.13	-84.96	
2017-06	13.12	-87.82	
2017-07	13.85	-69.52	
2017-08	13.98	-60.13	
2017-09	14.01	-47.53	
2017-10	13.56	-66.18	
2017-11	12.79	-83.81	
2017-12	11.38	-95.24	
2018-01	12.11	-79.14	
2018-02	10.86	-89.05	
2018-03	10.86	-91.4	
2018-04	10.71	-93.2	
2018-05	10.62	-88.64	
2018-06	9.45	-99.2	
2018-07	8.98	-91.32	
2018-08	8.45	-97.28	
2018-09	8.2	-96.01	
2018-10	7.67	-94.1	
2018-11	9.11	-59.86	
2018-12	8.77	-55.27	
2019-01	8.63	-55.88	
2019-02	9.93	-20.48	
2019-03	13.19	39.37	
2019-04	13.24	54.72	
2019-05	11.94	52.59	
2019-06	12.38	66.82	
2019-07	13.43	85.02	
2019-08	12.91	71.83	
2019-09	12.92	73.26	
2019-10	12.35	40.43	
2019-11	11.78	9.31	
2019-12	11.88	-6.45	
2020-01	12.85	30.64	
2020-02	11.93	-5.67	
2020-03	11.73	-19.97	
2020-04	10.85	-65.01	
2020-05	10.71	-77.33	
2020-06	10.92	-72.41	
2020-07	13.57	1.9	
2020-08	14.27	43.15	
2020-09	13.52	53.69	
2020-10	13.88	70.98	
2020-11	13.68	67.69	
2020-12	13.38	54.66	
2021-01	13.25	39.87	
2021-02	12.15	-7.74	
2021-03	11.87	-35.36	
2021-04	11.15	-56.29	
2021-05	10.93	-61.56	
2021-06	10.77	-73.09	
2021-07	10.82	-77.39	
2021-08	11.38	-59.74	
2021-09	12.19	-16.21	
2021-10	11.63	-24.5	
2021-11	11.18	-48.66	
2021-12	11.28	-48.8	
2022-01	11.37	-19.03	
2022-02	10.9	-60.43	
2022-03	10.04	-84.11	
2022-04	9.88	-81.58	
2022-05	9.14	-87.92	
2022-06	9.64	-78.19	
2022-07	9.24	-91.2	
2022-08	9.14	-90.02	
2022-09	9.01	-86.99	
2022-10	8.69	-94.25	
2022-11	8.97	-78.49	
2022-12	9.02	-65.3	
2023-01	9.2	-54.86	
2023-02	9.52	-7.46	
2023-03	9.49	7.61	
2023-04	9.52	23.45	
2023-05	9.49	26.7	
2023-06	9.01	-23.93	
2023-07	9.09	-31.93	
2023-08	9.82	31.83	
2023-09	9.29	10.05	
2023-10	9.47	13.29	
2023-11	9.71	56.94	
2023-12	8.83	-6.12	
2024-01	8.19	-77.56	
2024-02	8.23	-86.23	
2024-03	8.52	-74.74	
2024-04	8.73	-62.01	
2024-05	8.87	-43.97	
2024-06	9.1	-9.12	
2024-07	8.3	-59.36	
2024-08	8.93	-28.04	
2024-09	9.17	-17.13	
2024-10	11.73	58.88	
2024-11	11.97	73.34	
2024-12	11.43	74.51	
2025-01	10.41	60.62	
