month	ct_avg_前复权价格	ct_avg_noise_avg_前复权价格
2021-07	28.93	83.46	
2021-08	26.4	68.26	
2021-09	22.6	24.51	
2021-10	20.15	-3.79	
2021-11	20.62	-18.38	
2021-12	22.51	-14.91	
2022-01	18.76	-44.88	
2022-02	16.64	-60.83	
2022-03	15.03	-81.48	
2022-04	12.31	-91.45	
2022-05	12.16	-86.84	
2022-06	12.88	-78.06	
2022-07	11.69	-84.01	
2022-08	10.25	-96	
2022-09	9.93	-95.07	
2022-10	8.8	-97.04	
2022-11	11.32	-63.11	
2022-12	11.86	-31.09	
2023-01	13.04	-5.41	
2023-02	13.12	7.77	
2023-03	12.45	9.55	
2023-04	12.47	25.24	
2023-05	9.8	-37.72	
2023-06	10.5	-49.24	
2023-07	11.71	-19.05	
2023-08	12.3	15.3	
2023-09	12.62	35.13	
2023-10	12.93	44.33	
2023-11	14.49	65.54	
2023-12	14.32	71	
2024-01	11.87	24.8	
2024-02	9.93	-20.41	
2024-03	11.16	-25.47	
2024-04	9.53	-53.04	
2024-05	9.08	-66.03	
2024-06	8.98	-67.53	
2024-07	7.76	-87.11	
2024-08	7.11	-97.61	
2024-09	6.73	-96.01	
2024-10	10.62	-38.49	
2024-11	9.99	-19.94	
2024-12	10.01	-3.77	
2025-01	8.33	-34.97	
2025-02	8.22	-50	
