month	ct_avg_前复权价格	股东人数
2011-06	0.53	24925	
2011-12	0.37	24742	
2012-06	0.4	24512	
2012-12	0.53	24194	
2013-06	0.42	23589	
2013-12	0.47	23196	
2014-06	0.43	22912	
2014-12	1.07	22281	
2015-06	1.86	18608	
2015-12	1.29	18326	
2016-06	0.91	18217	
2016-12	1.14	17931	
2017-06	1.14	17513	
2017-12	1.11	16951	
2018-06	0.85	16399	
2018-12	1.11	16623	
2019-06	0.97	15921	
2019-12	0.99	15743	
2020-06	0.86	15538	
2020-12	0.84	15180	
2021-06	0.77	14843	
2021-12	0.82	14588	
2022-06	0.83	14422	
2022-12	0.9	14280	
2023-06	1.1	14090	
2023-12	0.85	13938	
