month	ct_avg_Tdx收盘价	人均持股
2011-06	5.93	83302	
2011-12	4.13	83918	
2012-06	4.47	84705	
2012-12	5.79	85819	
2013-06	4.57	88020	
2013-12	5.01	89511	
2014-06	4.53	90620	
2014-12	12.08	93187	
2015-06	20.02	111581	
2015-12	13.83	113298	
2016-06	9.68	113976	
2016-12	12.02	115794	
2017-06	12	118557	
2017-12	11.54	122488	
2018-06	8.86	126611	
2018-12	11.29	124905	
2019-06	9.82	130412	
2019-12	9.87	131887	
2020-06	8.6	133627	
2020-12	8.2	136778	
2021-06	7.52	139884	
2021-12	7.75	142329	
2022-06	7.85	143967	
2022-12	8.17	145399	
2023-06	10.05	147360	
2023-12	7.54	148967	
