month	ct_avg_Tdx收盘价	人均持股
2009-12	7.71	4507	
2010-03	7.07	9518	
2010-09	8.84	14301	
2010-12	11.62	15909	
2011-03	13.8	14777	
2011-06	12.61	14467	
2011-09	11.6	15124	
2011-12	5.59	21588	
2012-03	6.21	24395	
2012-06	5.44	24197	
2012-09	4.87	23539	
2012-12	4.33	70141	
2013-03	5.2	70319	
2013-09	6.12	47216	
2013-12	5.82	51050	
2014-03	4.86	77085	
2014-06	4.49	60915	
2014-09	5.83	55848	
2014-12	8.28	38508	
2015-03	9.18	27630	
2015-06	17.57	15547	
2015-09	10.57	14923	
2015-12	9.81	17272	
2016-03	6.69	17774	
2016-06	6.25	18250	
2016-09	6.39	19836	
2016-12	7.31	20089	
2017-03	7.39	20617	
2017-05	6.37	20775	
2017-12	6.06	20433	
2018-03	5.47	20890	
2018-06	4.23	21654	
2018-08	4.09	21859	
2018-09	4.23	22203	
2018-12	4.23	23104	
2019-01	4.42	23066	
2019-02	4.74	23197	
2019-03	5.4	22941	
2019-06	5.25	23023	
2019-07	6.02	22952	
2019-09	5.93	23827	
2019-12	5.24	24573	
2020-01	5.31	24708	
2020-03	4.34	25187	
2020-05	4.15	25501	
2020-06	4.06	25792	
2020-09	4.53	26170	
2020-11	4.28	26537	
2020-12	4.16	26599	
2021-01	4.29	27289	
2021-02	4.11	27412	
2021-03	4.1	27524	
2021-06	4.1	28194	
2021-09	4.62	33570	
2021-12	4.21	34127	
2022-03	3.94	34609	
2022-06	3.7	35056	
2022-09	3.71	36219	
2022-12	3.59	36667	
2023-03	3.85	37160	
2023-06	4.64	36777	
2023-09	4.18	38189	
2023-12	4.03	39144	
2024-03	4.65	41529	
2024-06	4.87	45449	
2024-09	4.88	43569	
