month	ct_avg_Tdx收盘价	ct_avg_noise_avg_Tdx收盘价
2020-01	34.44	84.71	
2020-02	37.23	85.85	
2020-03	37.36	82.14	
2020-04	34.25	74.15	
2020-05	47.8	95.14	
2020-06	53.9	97.68	
2020-07	69.82	98.49	
2020-08	70.85	90.43	
2020-09	67.88	81.45	
2020-10	68.98	81.81	
2020-11	77.13	91.79	
2020-12	74.81	86.72	
2021-01	106.05	99.02	
2021-02	105.59	89.52	
2021-03	83.1	64.6	
2021-04	95.76	77.13	
2021-05	104.75	90.48	
2021-06	105.04	87.07	
2021-07	111.51	90.14	
2021-08	97.7	58.48	
2021-09	81.88	6.7	
2021-10	95.23	7.03	
2021-11	119.78	56.7	
2021-12	142.31	87.81	
2022-01	142.38	90.13	
2022-02	125.7	74.22	
2022-03	121.22	61.96	
2022-04	109.46	27.82	
2022-05	124.9	48.07	
2022-06	148.18	78.57	
2022-07	168.21	88.86	
2022-08	170.35	85.75	
2022-09	146.08	62.24	
2022-10	123.94	20.31	
2022-11	114.6	-12.01	
2022-12	113.38	-33	
2023-01	121.69	-30.24	
2023-02	123.91	-24.11	
2023-03	106.35	-59.04	
2023-04	110.42	-63.11	
2023-05	105.79	-76.03	
2023-06	135.71	-27.05	
2023-07	158.68	31.59	
2023-08	148.19	45.34	
2023-09	141.07	45.94	
2023-10	125.51	17.23	
2023-11	128.6	5.76	
2023-12	126.57	-6.04	
2024-01	105.34	-49.8	
2024-02	91.51	-62.76	
2024-03	114.23	-47.96	
2024-04	125.2	-17.54	
2024-05	106.34	-61.07	
2024-06	97.32	-84.77	
2024-07	94.46	-83.54	
2024-08	88.75	-91.11	
2024-09	96.25	-74.81	
2024-10	120.84	-14.29	
2024-11	129.29	22.36	
2024-12	116.9	24.27	
2025-01	105.67	-4.02	
